Date,AXS,BNT,ALGO,BNB,BTC,TRX,1INCH,ZRX,DCR,CKB
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-08 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0626886255966,1000.0,999.937315304021,1000.0,1000.0626886255966,
2021-01-08 01:00:00,934.4097865900078,1000.0,1000.0,1000.0,1070.261359606666,1000.0,934.3512133966157,934.4097865900078,1070.261359606666,
2021-01-08 02:00:00,979.4739528760646,1000.0,1000.0,1000.0,1021.020197310073,1000.0,979.412554849109,979.4739528760646,1021.020197310073,
2021-01-08 03:00:00,973.8588431261923,1000.0,1000.0,1000.0,1026.9072316633558,1000.0,973.7977970806845,973.8588431261923,1026.9072316633558,
2021-01-08 04:00:00,961.8226270116336,1000.0,1000.0,1000.0,1039.7579143389194,1000.0,961.7623354526735,961.8226270116336,1039.7579143389194,
2021-01-08 05:00:00,988.5190259978687,1000.0,1000.0,1000.0,1011.6777343926941,1000.0,988.4570609832545,988.5190259978687,1011.6777343926941,
2021-01-08 06:00:00,1041.0252276940444,1000.0,1000.0,1000.0,960.65173256254,1000.0,1040.95997134414,1041.0252276940444,960.65173256254,
2021-01-08 07:00:00,1036.7176235637594,1000.0,1000.0,1000.0,964.6432798044273,1000.0,1036.6526372347103,1036.7176235637594,964.6432798044273,
2021-01-08 08:00:00,1042.2700446880351,1000.0,1000.0,1000.0,959.5043949717735,1000.0,1042.2047103071557,1042.2700446880351,959.5043949717735,
2021-01-08 09:00:00,1048.753839678318,1000.0,1000.0,1000.0,953.5723739827675,1000.0,1048.688098862721,1042.2700446880351,953.5723739827675,
2021-01-08 10:00:00,1022.2455065688727,1000.0,1000.0,1000.0,978.2999115176041,1000.0,1022.1814274200775,1042.2700446880351,978.2999115176041,
2021-01-08 11:00:00,1022.2455065688727,1000.0,1000.0,1000.0,982.0164446203224,1000.0,1018.3128861825023,1042.2700446880351,982.0164446203224,
2021-01-08 12:00:00,1022.2455065688727,1000.0,1000.0,1000.0,972.0493380106371,1000.0,1028.7543655413272,1042.2700446880351,972.0493380106371,
2021-01-08 13:00:00,1022.2455065688727,1000.0,1000.0,1000.0,982.396565526827,1000.0,1017.9188680934903,1042.2700446880351,982.396565526827,
2021-01-08 14:00:00,1022.2455065688727,1000.0,1000.0,1000.0,1018.7195533580249,1000.0,1017.9188680934903,1042.2700446880351,1018.7195533580249,
2021-01-08 15:00:00,1022.2455065688727,1000.0,982.9800208041892,1000.0,1001.3809677535055,1000.0,1017.9188680934903,1042.2700446880351,1001.3809677535055,
2021-01-08 16:00:00,1022.2455065688727,1000.0,981.8442384343227,1000.0,1000.2239240449633,1000.0,1017.9188680934903,1042.2700446880351,1000.2239240449633,
2021-01-08 17:00:00,1022.2455065688727,1000.0,1018.0166793588293,1000.0,1037.073496907446,1000.0,1017.9188680934903,1042.2700446880351,1037.073496907446,
2021-01-08 18:00:00,1022.2455065688727,1000.0,1025.2338196782644,1000.0,1044.4257388701833,1000.0,1017.9188680934903,1042.2700446880351,1044.4257388701833,
2021-01-08 19:00:00,1022.2455065688727,1000.0,1052.7437911760746,1000.0,1072.4506847473244,1000.0,1017.9188680934903,1042.2700446880351,1072.4506847473244,
2021-01-08 20:00:00,1022.2455065688727,1000.0,1009.6527585889288,1000.0,1028.553007276411,1000.0,1017.9188680934903,1042.2700446880351,1028.553007276411,
2021-01-08 21:00:00,1022.2455065688727,1000.0,995.9659101233854,1000.0,1014.6099471207137,1000.0,1017.9188680934903,1042.2700446880351,1014.6099471207137,
2021-01-08 22:00:00,1022.2455065688727,1000.0,992.188702129778,1000.0,1010.7620314805257,1000.0,1017.9188680934903,1042.2700446880351,1010.7620314805257,
2021-01-08 23:00:00,1022.2455065688727,1000.0,1017.6669915981993,1000.0,1036.7172631481224,1000.0,1017.9188680934903,1042.2700446880351,1036.7172631481224,
2021-01-09 00:00:00,1022.2455065688727,1000.0,1018.215257716637,1000.0,1037.2757925634187,1000.0,1017.9188680934903,1042.2700446880351,1037.2757925634187,
2021-01-09 01:00:00,1022.2455065688727,1000.0,1008.3432219370623,1000.0,1027.2189566833158,1000.0,1017.9188680934903,1042.2700446880351,1027.2189566833158,
2021-01-09 02:00:00,1022.2455065688727,1000.0,980.0797525168531,1000.0,998.4264077392121,1000.0,1017.9188680934903,1042.2700446880351,998.4264077392121,
2021-01-09 03:00:00,1022.2455065688727,1000.0,971.8510900499143,1000.0,998.4264077392121,1000.0,1017.9188680934903,1042.2700446880351,998.4264077392121,
2021-01-09 04:00:00,1022.2455065688727,1000.0,999.3071635640961,1000.0,998.4264077392121,1000.0,1017.9188680934903,1042.2700446880351,998.4264077392121,
2021-01-09 05:00:00,1022.2455065688727,1000.0,1019.3609581907452,1000.0,998.4264077392121,1000.0,1017.9188680934903,1063.1860054494248,998.4264077392121,
2021-01-09 06:00:00,1022.2455065688727,1000.0,991.4887073870062,1000.0,998.4264077392121,1000.0,1017.9188680934903,1034.1154522201666,998.4264077392121,
2021-01-09 07:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,1000.0,1017.9188680934903,1018.827374235946,998.4264077392121,
2021-01-09 08:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,1000.0,1017.9188680934903,1019.5633045471997,998.4264077392121,
2021-01-09 09:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,997.0835371004316,1017.9188680934903,1016.5897859957263,998.4264077392121,
2021-01-09 10:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,988.0608324815848,1017.9188680934903,1007.3905674585817,998.4264077392121,
2021-01-09 11:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,989.7876321782269,1017.9188680934903,1009.151149063581,998.4264077392121,
2021-01-09 12:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,981.5054704595187,1017.9188680934903,1000.7069608928607,998.4264077392121,
2021-01-09 13:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,966.6732756911458,1017.9188680934903,985.5845993811307,998.4264077392121,
2021-01-09 14:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,965.1008675296064,1017.9188680934903,983.9814297198545,1000.0531121439489,
2021-01-09 15:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,986.7479739183237,1017.9188680934903,1006.0520250434199,978.1141199340293,
2021-01-09 16:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,978.8666003247262,1017.9188680934903,998.0164657379607,985.9894349093443,
2021-01-09 17:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,970.8915228703286,1017.9188680934903,989.885369414535,994.0885293265792,
2021-01-09 18:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,971.9518431522107,1017.9188680934903,990.9664330650094,993.0040597234217,
2021-01-09 19:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,998.4264077392121,942.327731092437,1017.9188680934903,960.76277547907,1024.2212918714706,
2021-01-09 20:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,994.3236303158127,946.2159630751581,1017.9188680934903,964.7270741282191,1020.0125169830236,
2021-01-09 21:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,984.7588731324287,955.4063610261483,1017.9188680934903,974.0972666332345,1010.2006491449272,
2021-01-09 22:00:00,1022.2455065688727,1000.0,976.8308114562728,1000.0,985.6650080234862,954.5280433098686,1017.9188680934903,973.2017661199822,1011.1301945190627,
2021-01-09 23:00:00,1033.7489119407612,1000.0,976.8308114562728,1000.0,996.75677030106,943.9061960757906,1017.9188680934903,962.3721204536101,1022.5085184506099,
2021-01-10 00:00:00,1044.7563308480524,1000.0,976.8308114562728,1000.0,1007.3702947194643,933.9613212732995,1017.9188680934903,952.232691036674,1033.3962489902524,
