Date,DUSK,PSG,ONG,TRU,TRX,LTC,CHZ,NEO,RLC,1INCH
2021-01-01 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1011.6337163657128,1011.6337163657128,1011.6337163657128,,1000.0,1000.0,1000.0,1000.0,988.5000705517144,988.5000705517144
2021-01-08 01:00:00,1109.25027390828,1109.25027390828,1109.25027390828,,1000.0,1000.0,1000.0,1000.0,901.5098066883025,901.5098066883025
2021-01-08 02:00:00,1063.076576914423,1063.076576914423,1063.076576914423,,1000.0,1000.0,1000.0,958.3739593489838,940.6660081839988,940.6660081839988
2021-01-08 03:00:00,1045.2031561094316,1045.2031561094316,1045.2031561094316,,1000.0,1000.0,1000.0,942.2608952142172,956.7517990687174,956.7517990687174
2021-01-08 04:00:00,1075.4172989377846,1075.4172989377846,1075.4172989377846,,1000.0,1000.0,1000.0,969.4992412746586,929.8715958797799,929.8715958797799
2021-01-08 05:00:00,1046.1288655989372,1046.1288655989372,1046.1288655989372,,1000.0,1000.0,1000.0,943.0954313971512,955.9051784958375,955.9051784958375
2021-01-08 06:00:00,1014.6027201145312,1014.6027201145312,1014.6027201145312,,1000.0,1000.0,1000.0,914.6743020758769,985.6074502610413,985.6074502610413
2021-01-08 07:00:00,1023.3935018050541,1023.3935018050541,1023.3935018050541,,1000.0,1000.0,1000.0,922.5992779783394,977.1412445322421,977.1412445322421
2021-01-08 08:00:00,993.8994460416521,993.8994460416521,993.8994460416521,,1000.0,1000.0,1000.0,896.0100974686209,1006.1379991533794,1006.1379991533794
2021-01-08 09:00:00,984.442283650507,984.442283650507,993.8994460416521,,1000.0,1000.0,1000.0,887.4843728295597,1015.8035840270918,1015.8035840270918
2021-01-08 10:00:00,987.9417299783927,987.9417299783927,993.8994460416521,,1000.0,1000.0,1000.0,890.639158012128,1015.8035840270918,1012.2054465923522
2021-01-08 11:00:00,991.6742461344714,991.6742461344714,993.8994460416521,,1000.0,1000.0,1000.0,890.639158012128,1015.8035840270918,1008.3956540143926
2021-01-08 12:00:00,1000.0,1000.0,993.8994460416521,,1000.0,1000.0,1000.0,890.639158012128,1024.3319194651633,1000.0
2021-01-08 13:00:00,1003.3269625539747,1003.3269625539747,993.8994460416521,,1000.0,1003.3269625539747,1000.0,890.639158012128,1027.739833404065,996.684069422887
2021-01-08 14:00:00,1023.5413056036973,1023.5413056036973,993.8994460416521,,1000.0,1023.5413056036973,1000.0,890.639158012128,1048.4460302209145,996.684069422887
2021-01-08 15:00:00,1022.0651860398037,1022.0651860398037,993.8994460416521,,1000.0,1022.0651860398037,1000.0,890.639158012128,1046.9339938346714,996.684069422887
2021-01-08 16:00:00,1022.3600692440853,1022.3600692440853,993.8994460416521,,1000.0,1022.3600692440853,1000.0,890.639158012128,1047.2360521133312,996.684069422887
2021-01-08 17:00:00,1060.9281437125749,1060.9281437125749,993.8994460416521,,1000.0,1060.9281437125749,1000.0,890.639158012128,1086.7425618637144,996.684069422887
2021-01-08 18:00:00,1060.9281437125749,1060.7693459063014,993.8994460416521,,1000.0,1060.7693459063014,1000.0,890.639158012128,1086.5799002020074,996.684069422887
2021-01-08 19:00:00,1060.9281437125749,1090.4754577627327,993.8994460416521,,1000.0,1090.4754577627327,1000.0,890.639158012128,1117.0088187797523,996.684069422887
2021-01-08 20:00:00,1060.9281437125749,1068.3651164543605,993.8994460416521,,1000.0,1068.3651164543605,1000.0,890.639158012128,1094.3604904273177,996.684069422887
2021-01-08 21:00:00,1060.9281437125749,1050.2371072910491,993.8994460416521,,1000.0,1050.2371072910491,1000.0,890.639158012128,1075.7913920049812,996.684069422887
2021-01-08 22:00:00,1060.9281437125749,1053.0460624071322,993.8994460416521,,1000.0,1053.0460624071322,1000.0,890.639158012128,1078.6686943907298,996.684069422887
2021-01-08 23:00:00,1060.9281437125749,1057.761194029851,993.8994460416521,,1000.0,1057.761194029851,1000.0,890.639158012128,1083.49855421636,996.684069422887
2021-01-09 00:00:00,1060.9281437125749,1057.761194029851,993.8994460416521,,1000.0,1045.6658059756546,1000.0,890.639158012128,1071.1088621541294,996.684069422887
2021-01-09 01:00:00,1060.9281437125749,1057.761194029851,993.8994460416521,,1000.0,1042.2825207735862,1000.0,890.639158012128,1067.6432551289965,999.919340470811
2021-01-09 02:00:00,1060.9281437125749,1057.761194029851,993.8994460416521,,1000.0,1018.8326624496838,1000.0,890.639158012128,1043.6228167408872,1022.9338822435415
2021-01-09 03:00:00,1056.7503640960363,1057.761194029851,989.9856156176319,,1000.0,1014.8206486718694,1000.0,890.639158012128,1039.5131829669378,1026.9779710534463
2021-01-09 04:00:00,1082.0844820622683,1057.761194029851,1013.7191417398435,,1000.0,1014.8206486718694,1000.0,890.639158012128,1064.434063526336,1002.9340248563763
2021-01-09 05:00:00,1074.6000972209204,1057.761194029851,1013.7191417398435,,1000.0,1014.8206486718694,1000.0,890.639158012128,1057.0717602110828,1009.9192691643934
2021-01-09 06:00:00,1035.3277451830345,1057.761194029851,1013.7191417398435,,1000.0,1014.8206486718694,1000.0,890.639158012128,1018.4399990529757,1048.2278195273093
2021-01-09 07:00:00,1012.5982666938352,1081.5044307084108,1013.7191417398435,,1000.0,1037.6000122784208,1000.0,890.639158012128,1018.4399990529757,1071.7570635122095
2021-01-09 08:00:00,1004.7401181299756,1089.9629587751479,1021.6475159274354,,1000.0,1045.7151605632548,1007.821075740944,897.6049143247914,1018.4399990529757,1080.1393566818306
2021-01-09 09:00:00,1001.263980417159,1093.7470371207933,1025.194420169253,,1000.0,1049.345621638049,1011.3199780461033,900.721173727825,1018.4399990529757,1083.889329941924
2021-01-09 10:00:00,990.24705369536,1105.9154459185554,1036.600151456666,,1000.0,1061.0200454864066,1022.5713501646543,910.7420863179725,1007.2340842697027,1095.9480674841852
2021-01-09 11:00:00,990.24705369536,1108.4381648156523,1038.9647542845444,,1000.0,1063.4403528696027,1024.9039517014269,912.8195925866615,1004.9416979744238,1098.4480496575811
2021-01-09 12:00:00,990.24705369536,1163.418597249443,1090.499186503893,,1000.0,1116.1888167210236,1075.7409440175632,958.0970086189741,957.4505118647905,1152.9329552601157
2021-01-09 13:00:00,975.0902110367575,1145.611169740523,1073.8078724247516,,1000.0,1099.10429401611,1059.2755214050496,943.4322584870511,972.3331623082847,1135.2860222714405
2021-01-09 14:00:00,977.237430413393,1148.13388863762,1076.1724752526302,,1000.0,1101.524601399306,1061.608122941822,945.5097647557401,970.1967187566186,1137.7860044448362
2021-01-09 15:00:00,956.5230787799694,1123.797071042096,1053.3610126778037,,1000.0,1078.1757537025906,1039.10537870472,925.4679395754451,991.2071851340233,1113.6685293603132
2021-01-09 16:00:00,973.6376802819748,1143.9046246042515,1072.2082881588342,,982.42200168645,1097.4670272568892,1057.6975850713502,942.0268865994084,973.7837469053588,1133.594857860026
2021-01-09 17:00:00,975.6585926364551,1146.2789482721073,1074.4337967027195,,980.3870800699075,1099.7449636175443,1059.8929747530185,943.9821866169981,971.7667179778573,1135.9477822585159
2021-01-09 18:00:00,975.5322856143,1146.1305530428665,1074.2947024187265,,980.5140156664725,1099.6025925950032,1059.7557628979143,943.8599803658988,971.8925374532218,1135.80072448361
2021-01-09 19:00:00,978.9425752124856,1150.1372242323735,1078.0502480865334,,977.098251725695,1103.446610203609,1063.4604829857299,947.1595491455814,968.5068076924016,1139.771284406062
2021-01-09 20:00:00,986.7736105860969,1159.3377284453154,1086.6740936940898,,969.3439999999999,1112.2736136011474,1071.9676180021954,954.7363367137417,968.5068076924016,1148.888866450211
2021-01-09 21:00:00,1005.2144358207298,1181.0034319145016,1106.981859157045,,951.5612238487153,1133.059782892126,1092.0005488474205,972.5784493742481,968.5068076924016,1170.3593015864324
2021-01-09 22:00:00,989.8681326288948,1162.9734115617198,1090.0819036519144,,951.5612238487153,1115.7617036534007,1075.3293084522502,957.730389865676,953.7209086995479,1152.4917819353989
2021-01-09 23:00:00,1025.9287874541533,1205.3402495100256,1129.7933217318714,,951.5612238487153,1156.4086305888413,1114.5032930845227,992.620274554543,988.4647289667064,1194.4767766709554
