Date,FUN,TFUEL,TRU,KNC,ARDR,ZRX,1INCH,CHZ,SNX,TROY
2021-01-01 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,1024.1537627969317,,1000.0,1024.1537627969317,1000.0,1000.0,1000.0,1000.0,1024.1537627969317
2021-01-08 01:00:00,1000.0,1097.046155725937,,1000.0,1097.046155725937,1000.0,1000.0,1000.0,1000.0,1097.046155725937
2021-01-08 02:00:00,1000.0,1051.7776606337493,,1000.0,1051.7776606337493,1000.0,1043.039985337691,1000.0,1000.0,1051.7776606337493
2021-01-08 03:00:00,987.963659510445,1039.118106591054,,1000.0,1039.118106591054,1000.0,1055.74731954669,1000.0,1000.0,1039.118106591054
2021-01-08 04:00:00,1027.9366608465289,1081.1608164248298,,1000.0,1081.1608164248298,1000.0,1014.692855179155,1000.0,1040.459991570835,1081.1608164248298
2021-01-08 05:00:00,978.7599965603233,1029.4378995041134,,1000.0,1081.1608164248298,1000.0,1065.6749243974705,1000.0,990.6842090176856,1029.4378995041134
2021-01-08 06:00:00,937.6390147458603,986.1877694483344,,1000.0,1081.1608164248298,1000.0,1112.4110333872986,1000.0,949.0622511464423,986.1877694483344
2021-01-08 07:00:00,949.7135228347332,998.8874673193525,,1000.0,1081.1608164248298,1000.0,1098.2680147844944,1000.0,961.2838627134671,998.8874673193525
2021-01-08 08:00:00,924.2887691849606,972.1462794034053,,973.2290285033702,1081.1608164248298,1000.0,1128.4784800073312,1000.0,935.5493598245946,972.1462794034053
2021-01-08 09:00:00,881.4600650524033,972.1462794034053,,928.1325829934432,1081.1608164248298,1000.0,1183.3094052601032,1000.0,892.1988744901646,927.1000051628891
2021-01-08 10:00:00,912.5066809192945,972.1462794034053,,960.8230892570818,1081.1608164248298,1000.0,1143.0491492806302,1000.0,923.623730625334,959.7541421699626
2021-01-08 11:00:00,901.9970414201182,972.1462794034053,,949.7569737954352,1081.1608164248298,1000.0,1156.3674130189083,1000.0,912.9860524091291,948.7003381234149
2021-01-08 12:00:00,924.0386436825155,972.1462794034053,,972.9656590804535,1055.3712925123293,1000.0,1128.7839447719705,1000.0,935.2961870484127,971.8832029875788
2021-01-08 13:00:00,918.5452197772636,972.1462794034053,,967.1813633184483,1061.6830143115126,1000.0,1135.5347160705012,1000.0,929.7358368752353,966.1053424436434
2021-01-08 14:00:00,934.9433218334153,972.1462794034053,,984.4477301352608,1043.0620070125644,1000.0,1115.6184134160126,1000.0,946.3337166639284,983.3524998630961
2021-01-08 15:00:00,945.0087177925997,961.7918381710541,,995.0460797608836,1031.9522342529156,1000.0,1103.7358340715396,1000.0,946.3337166639284,993.9390584783994
2021-01-08 16:00:00,952.6546327037356,954.0725889232862,,1003.0968389922716,1023.6698843806842,1000.0,1094.8773558969974,1000.0,946.3337166639284,1001.9808609770387
2021-01-08 17:00:00,980.4743582380978,927.0019803543889,,1032.389593981508,994.6245401735822,1000.0,1063.8115893331706,1000.0,946.3337166639284,1031.241026819043
2021-01-08 18:00:00,1002.9372026082359,906.239861687978,,1056.0418257651413,972.3478749999935,1000.0,1039.985337691297,1000.0,946.3337166639284,1054.866944721847
2021-01-08 19:00:00,1034.38247856775,906.239861687978,,1089.15210081488,942.7884539042703,1000.0,1008.3697345511196,1000.0,946.3337166639284,1087.9403835085275
2021-01-08 20:00:00,1034.38247856775,906.239861687978,,1089.15210081488,988.5412969915637,1000.0,1057.3051898463511,1000.0,946.3337166639284,1037.5870337734377
2021-01-08 21:00:00,1034.38247856775,906.239861687978,,1089.15210081488,1007.2765435990945,1000.0,1077.3436784066957,1000.0,946.3337166639284,1018.2880149706541
2021-01-08 22:00:00,1034.38247856775,906.239861687978,,1089.15210081488,997.080685308106,1000.0,1066.4385863090693,1000.0,946.3337166639284,1028.7007332722274
2021-01-08 23:00:00,1034.38247856775,906.239861687978,,1058.8532244618386,997.080685308106,1000.0,1096.954516296545,1000.0,946.3337166639284,1000.0835398624376
2021-01-09 00:00:00,1034.38247856775,906.239861687978,,1077.3943315572235,997.080685308106,1000.0,1078.0767938418303,1000.0,946.3337166639284,1017.5955571926445
2021-01-09 01:00:00,1034.38247856775,906.239861687978,,953.0422112298634,997.080685308106,1000.0,1218.7433179582733,1000.0,946.3337166639284,900.1453706952728
2021-01-09 02:00:00,1056.8081852187377,925.8873999194708,,953.0422112298634,1018.6976784604323,1021.6802847260516,1245.1660200995814,1021.6802847260516,966.8505010870649,900.1453706952728
2021-01-09 03:00:00,1060.7748131003575,929.3626292251569,,953.0422112298634,1022.5212622203235,1025.5150634116999,1249.8396309985642,1025.5150634116999,970.4794814532382,900.1453706952728
2021-01-09 04:00:00,1027.3566213395216,900.0843901726779,,953.0422112298634,990.3081938118281,993.2076795829365,1210.4652228365458,993.2076795829365,939.9059148388765,929.4255933421099
2021-01-09 05:00:00,1031.3232492211412,903.559619478364,,956.7219108871215,994.1317775717192,997.0424582685848,1215.1388337355284,997.0424582685848,943.5348952050497,925.8508795215635
2021-01-09 06:00:00,1067.1525285178639,934.9502528146912,,989.9594594252311,1028.6689851283838,1031.680786004311,1257.3540642086934,1031.680786004311,976.3143126302226,894.765754515519
2021-01-09 07:00:00,1032.0750937215792,904.2183230722521,,957.4193702992816,994.8565091340516,997.7693117449496,1216.0246815529829,997.7693117449496,944.2227411568081,894.765754515519
2021-01-09 08:00:00,1050.015659042369,919.9363536574464,,974.0621948928936,1012.1501036559126,997.7693117449496,1237.162843266029,1015.1135395257909,960.6361686953172,894.765754515519
2021-01-09 09:00:00,1031.5825059454303,903.7867586486701,,956.9624141326938,994.3816850070062,997.7693117449496,1215.4442985001679,997.2930973983658,943.7720834642766,894.765754515519
2021-01-09 10:00:00,1037.4676335867878,903.7867586486701,,962.4218378071881,1000.0545837880214,997.7693117449496,1222.3783486574823,1002.9826056443933,949.15625694873,894.765754515519
2021-01-09 11:00:00,1091.963397032309,903.7867586486701,,1012.9756200265125,1052.5851266853506,997.7693117449496,1286.587042184684,1055.666950724347,999.0132290382476,894.765754515519
2021-01-09 12:00:00,1073.3228385559387,903.7867586486701,,995.6834366698549,1034.6167820882147,997.7693117449496,1264.6241256071112,1037.6459972930975,981.9593931998254,879.4914940274575
2021-01-09 13:00:00,1044.2860854355852,903.7867586486701,,968.7470731657429,1006.6271493360697,997.7693117449496,1230.4120719674984,1009.574414757632,955.3943081664003,855.6984874257486
2021-01-09 14:00:00,1044.8045988841627,903.7867586486701,,968.7470731657429,1007.1269642066438,997.2741408706346,1231.0230014967774,1010.0756930171939,955.3943081664003,856.1233625436363
2021-01-09 15:00:00,983.4385322449864,903.7867586486701,,1029.196400194539,947.9738742742089,1059.503542485081,1158.7194917066315,950.749410998045,955.3943081664003,805.8393923416317
2021-01-09 16:00:00,1003.3753743428007,903.7867586486701,,1008.7465001441642,947.9738742742089,1038.4514463615983,1182.2097321074011,950.749410998045,955.3943081664003,822.1758406244121
2021-01-09 17:00:00,1027.1232902876616,903.7867586486701,,985.4234703563897,947.9738742742089,1014.441614344151,1210.1903045483702,950.749410998045,933.3048239349796,841.6351210236669
2021-01-09 18:00:00,1009.2086506393006,903.7867586486701,,1002.9158951005586,964.8015246742775,1032.4491452484542,1189.0826893117878,950.749410998045,949.8720814513324,826.9556857006484
2021-01-09 19:00:00,1004.0753674983806,903.7867586486701,,1008.0432504990948,969.734022334571,1037.7274878537162,1189.0826893117878,950.749410998045,954.728253108937,822.7494220335604
2021-01-09 20:00:00,1004.0753674983806,903.7867586486701,,977.1608402017231,940.0252534476911,1005.93567134099,1189.0826893117878,950.749410998045,925.4792009274903,848.7517792482853
2021-01-09 21:00:00,1004.0753674983806,903.7867586486701,,1002.7870915591144,964.6776161254394,1032.316548779579,1189.0826893117878,975.6830169938584,949.7500902767908,827.0619044801202
2021-01-09 22:00:00,1004.0753674983806,903.7867586486701,,1016.1506259390798,977.5332886776575,1046.0736042968917,1204.9288719491549,988.685351837712,962.4068327604379,816.1851014621961
