Date,AVA,EOS,SUSHI,FUN,TRU,TROY,XTZ,RIF,SC,ADA
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,964.2587465391391,1000.0,1000.0,,1000.0,964.2587465391391,1000.0,1000.0,964.2587465391391
2021-01-08 01:00:00,1000.0,926.2522023659703,1000.0,1000.0,,1000.0,926.2522023659703,1000.0,1041.032608695652,926.2522023659703
2021-01-08 02:00:00,1000.0,976.0885980367481,1000.0,1000.0,,1000.0,976.0885980367481,1000.0,987.880350696235,976.0885980367481
2021-01-08 03:00:00,1000.0,978.8572866851244,1000.0,1000.0,,1000.0,978.8572866851244,1000.0,985.0861403959888,978.8572866851244
2021-01-08 04:00:00,1000.0,977.8504908129875,1000.0,1000.0,,1000.0,977.8504908129875,1000.0,986.1003861003862,977.8504908129875
2021-01-08 05:00:00,1000.0,971.3063176440975,993.3075933075934,1000.0,,1000.0,971.3063176440975,1000.0,992.7442342575797,971.3063176440975
2021-01-08 06:00:00,1000.2591344908008,971.5580166121317,993.5649935649936,1000.0,,1000.0,971.5580166121317,1000.0,992.4870466321244,971.5580166121317
2021-01-08 07:00:00,1012.6975900492356,983.6395670777749,981.361534073919,1000.0,,1000.0,983.6395670777749,1000.0,980.2968270214943,959.624857759168
2021-01-08 08:00:00,1037.0562321845036,1007.2992700729926,958.3110632585896,1000.0,,1000.0,1007.2992700729926,1000.0,957.2713643178412,937.0849435589278
2021-01-08 09:00:00,1063.2288157553771,1032.7208658444497,934.7211491983611,1000.0,,1000.0,1032.7208658444497,1000.0,957.2713643178412,937.0849435589278
2021-01-08 10:00:00,1043.7937289453225,1013.8434432418826,952.1253414004159,1000.0,,1018.6196623634557,1013.8434432418826,1000.0,957.2713643178412,937.0849435589278
2021-01-08 11:00:00,1021.2490282456595,991.9456330229045,973.1440941793645,1000.0,,1041.106318193352,991.9456330229045,1000.0,957.2713643178412,937.0849435589278
2021-01-08 12:00:00,1020.4716247732573,991.1905361188018,973.8854431591863,1000.0,,1041.899441340782,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 13:00:00,1020.4716247732573,1009.3128618172665,956.399220738373,1000.0,,1023.1920199501245,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 14:00:00,1056.568865308743,974.8301031965769,990.2300219883488,1000.0,,1059.385489284792,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 15:00:00,1033.3563675102932,996.727913415555,968.4749684749684,1000.0,,1036.111111111111,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 16:00:00,1049.7925129145106,981.1225773974326,983.8791367780594,1000.0,,1052.591072344792,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 17:00:00,1054.6626843661757,976.5919959728164,988.4435245259988,1000.0,,1057.4742268041234,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 18:00:00,1071.2280668431315,961.4900578907625,1003.9688154871402,1000.0,,1074.0837696335077,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 19:00:00,1100.024520252893,961.4900578907625,1030.9572245056115,1000.0,,1102.9569892473116,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 20:00:00,1086.8768168235754,961.4900578907625,1018.6350266031541,1000.0,,1089.7742363877821,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 21:00:00,1076.5827980375589,961.4900578907625,1008.9873389005195,1000.0,,1079.452775585372,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 22:00:00,1065.9263389790992,961.4900578907625,998.9999674813429,1000.0,,1068.7679083094554,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-08 23:00:00,1077.716938462144,961.4900578907625,1010.0502699923295,1000.0,,1080.5899394258622,991.1905361188018,1000.0,957.2713643178412,937.0849435589278
2021-01-09 00:00:00,1062.0532611836911,961.4900578907625,995.370068819329,1000.0,,1064.8845055800673,991.1905361188018,1000.0,957.2713643178412,923.4652298710741
2021-01-09 01:00:00,1019.2008008320703,961.4900578907625,955.2081880849006,1000.0,,1021.917808219178,991.1905361188018,1000.0,957.2713643178412,886.2046153656911
2021-01-09 02:00:00,986.9973987797302,961.4900578907625,925.0267426823142,1032.6276463262766,,989.6285576459236,991.1905361188018,1000.0,957.2713643178412,886.2046153656911
2021-01-09 03:00:00,986.9973987797302,932.0377575163951,925.0267426823142,1000.9962640099628,,1020.9007215725303,991.1905361188018,1000.0,927.9482906882305,859.05845372762
2021-01-09 04:00:00,997.1700718189379,922.5295345608909,925.0267426823142,990.7845579078459,,1031.4228255404723,991.1905361188018,1000.0,918.4817866030806,850.294732253912
2021-01-09 05:00:00,993.4241286490699,926.0081527153435,925.0267426823142,994.5205479452056,,1027.5482093663911,991.1905361188018,1000.0,921.9451417561843,853.5009718174637
2021-01-09 06:00:00,972.7176423971887,945.720322257243,925.0267426823142,1015.6911581569119,,1006.1304561059341,991.1905361188018,1000.0,941.5708209571047,871.6696626775899
2021-01-09 07:00:00,985.5260983094994,933.4292047781763,925.0267426823142,1002.4906600249068,,1019.3788819875773,991.1905361188018,1000.0,929.3336327494721,860.3409495530408
2021-01-09 08:00:00,976.549124986641,942.0097962258264,925.0267426823142,1011.706102117061,,1010.0935499753814,991.1905361188018,1000.0,937.8765754604608,868.2496738098015
2021-01-09 09:00:00,983.8151154999344,935.0525599169209,931.9093821367958,1004.2341220423414,,1010.0935499753814,991.1905361188018,1000.0,930.9498651542536,861.837194682698
2021-01-09 10:00:00,983.8151154999344,947.0313794486373,943.847934884592,991.5317559153176,,1010.0935499753814,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 11:00:00,983.8151154999344,947.5073942158896,944.3223495289168,991.0336239103365,,1010.0935499753814,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 12:00:00,983.8151154999344,908.4655232734999,905.4117177772434,991.0336239103365,,1010.0935499753814,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 13:00:00,970.7766019210196,920.6671359181989,905.4117177772434,977.8994433524887,,996.7067679877559,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 14:00:00,979.0738378348744,912.8648720544855,905.4117177772434,986.2575582529373,,1005.2256292526085,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 15:00:00,942.8030636971661,947.9838877508236,905.4117177772434,949.7206559738332,,967.9860357233956,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 16:00:00,942.8030636971661,896.5830966908502,905.4117177772434,1004.1678044681843,,1023.4803319630068,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 17:00:00,960.0672339479823,880.460514148768,905.4117177772434,1022.5556572491714,,1042.2218267456828,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 18:00:00,944.3725337199675,895.0930488093602,905.4117177772434,1005.8394274482738,,1025.1841042159772,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 19:00:00,946.1662137460264,893.396189949058,905.4117177772434,1007.7498537112338,,1027.1312725050868,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 20:00:00,944.3725337199675,895.0930488093602,905.4117177772434,1005.8394274482738,,1025.1841042159772,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 21:00:00,927.3325734724089,911.5405999963792,905.4117177772434,987.690377950157,,1006.6860054694404,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 22:00:00,927.3325734724089,914.8585104549926,905.4117177772434,984.1083287071077,,1003.035064927361,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-09 23:00:00,927.3325734724089,886.8811859762467,905.4117177772434,1015.1527554802025,,1034.6765496253847,991.1905361188018,1000.0,919.1744576337012,850.9359801666222
2021-01-10 00:00:00,927.3325734724089,883.1417010037537,905.4117177772434,1019.4512145718617,,1039.0576782758803,987.0112365989756,1000.0,919.1744576337012,850.9359801666222
2021-01-10 01:00:00,927.3325734724089,875.5531633964296,905.4117177772434,1028.2869360380503,,1048.0633316130102,978.5301832422265,1000.0,919.1744576337012,850.9359801666222
2021-01-10 02:00:00,927.3325734724089,830.0598682485745,905.4117177772434,1084.644510795361,,1105.5047961417306,927.6862547426304,1000.0,919.1744576337012,850.9359801666222
2021-01-10 03:00:00,1074.5379423569548,830.0598682485745,1049.1373559360707,1256.8216777446025,,1280.9933381976946,1074.947767219389,1000.0,1065.084801965251,986.0141047153089
2021-01-10 04:00:00,997.9748170702629,770.9163283296658,974.3840767272493,1167.2704466683672,,1189.7198246457021,998.3554410352218,1000.0,989.1952331381619,915.7584920859641
2021-01-10 05:00:00,1017.1666404754604,785.7416423360057,993.1222320489272,1189.7179552581438,,1212.5990520427351,1017.5545841320533,1000.0,1008.2182183908191,933.3692323183867
2021-01-10 06:00:00,1013.695778795797,783.0604685263485,989.733416724794,1185.6582994493542,,1208.461319428378,1014.082398678371,1000.0,1004.7778912706577,930.184311212523
2021-01-10 07:00:00,989.8080837063493,764.607684071649,966.4103936116417,1157.718315353569,,1179.9839832001564,990.1855929089107,1000.0,981.100345796606,908.2645600721675
