Date,ZEC,CELR,MDT,QTUM,NEO,XRP,SKL,CHZ,VET,RIF
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,1000.0,1000.0,1000.0,1015.4224475545703,1015.4224475545703,1000.0,1000.0,1000.0,1000.0
2021-01-08 01:00:00,1000.0,1000.0,1000.0,1000.0,1055.8765034567668,1055.8765034567668,1000.0,1000.0,1000.0,1000.0
2021-01-08 02:00:00,1000.0,1000.0,1000.0,1000.0,1009.2637296318647,1009.2637296318647,1000.0,1000.0,1000.0,1000.0
2021-01-08 03:00:00,1000.0,1000.0,1000.0,1000.0,991.1690620832713,991.1690620832713,1018.2558841279423,1000.0,1000.0,1000.0
2021-01-08 04:00:00,1000.0,1000.0,1000.0,1000.0,1010.8498549323017,1010.8498549323017,998.4308992154497,1000.0,1000.0,1000.0
2021-01-08 05:00:00,1000.0,1000.0,1000.0,1000.0,994.7063197026023,994.7063197026023,1014.6348823174411,1000.0,1000.0,1000.0
2021-01-08 06:00:00,1000.0,1000.0,1000.0,1000.0,966.6763005780347,966.6763005780347,1044.055522027761,1000.0,1000.0,1000.0
2021-01-08 07:00:00,1000.0,1000.0,1000.0,1000.0,989.3513177744254,989.3513177744254,1020.1267350633676,1000.0,1000.0,1000.0
2021-01-08 08:00:00,1000.0,1000.0,1000.0,1000.0,979.0129961362837,979.0129961362837,1009.4668227457928,1000.0,1000.0,1000.0
2021-01-08 09:00:00,1000.0,1000.0,1000.0,1000.0,977.439434232444,977.439434232444,1007.8443125832802,998.3927058067155,1000.0,1000.0
2021-01-08 10:00:00,1000.0,1000.0,1000.0,1000.0,970.8853410740205,970.8853410740205,1001.0863434626202,991.6981132075473,1000.0,1000.0
2021-01-08 11:00:00,1000.0,1000.0,1000.0,1000.0,977.2680788897004,977.2680788897004,1007.6676269477651,998.217677136596,1000.0,1000.0
2021-01-08 12:00:00,1000.0,1000.0,980.3360116873629,1000.0,996.8705293276109,977.2680788897004,1027.8798441907268,1018.2403433476395,1000.0,1000.0
2021-01-08 13:00:00,1000.0,1000.0,1002.7465303140976,1000.0,974.5913342463358,977.2680788897004,1004.9076177128491,995.48355138553,1000.0,1000.0
2021-01-08 14:00:00,1000.0,1000.0,969.408327246165,1000.0,974.5913342463358,977.2680788897004,1039.4666505602286,1029.7184881548014,1000.0,1000.0
2021-01-08 15:00:00,1000.0,1000.0,959.0942293644994,1000.0,974.5913342463358,977.2680788897004,1050.6450733370075,1040.7920792079208,1000.0,1000.0
2021-01-08 16:00:00,980.6704110898661,980.6704110898661,977.9985390796201,1000.0,974.5913342463358,977.2680788897004,1030.3365359789457,1020.6739961759082,1000.0,1000.0
2021-01-08 17:00:00,972.9962058335309,972.9962058335309,985.7121986851714,1000.0,974.5913342463358,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 18:00:00,990.0766121734932,972.9962058335309,968.7070854638422,1000.0,957.7780737373436,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 19:00:00,1026.2623104580268,972.9962058335309,934.5507669831995,1000.0,924.0071089005531,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 20:00:00,996.2366080912924,972.9962058335309,962.717311906501,1000.0,951.8558771663068,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 21:00:00,996.8114181597326,972.9962058335309,962.162162162162,1000.0,951.3069906548448,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 22:00:00,997.6293954958514,972.9962058335309,961.3732651570488,1000.0,950.5269940332935,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-08 23:00:00,1015.6564250131502,972.9962058335309,944.3097151205259,1000.0,933.6559559967789,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 00:00:00,1007.922129763257,972.9962058335309,951.5558802045289,1000.0,940.8203694095455,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 01:00:00,1009.5961615353859,972.9962058335309,949.9780861943021,1000.0,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 02:00:00,962.4406262827655,927.5501565784785,996.5230094959823,953.2926757755233,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 03:00:00,953.3836770258494,918.8215405247047,1005.9897735573411,944.3218123729304,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 04:00:00,953.3836770258494,943.5123517034683,979.6639883126368,969.6978734826567,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 05:00:00,953.3836770258494,940.1475717039312,983.1701972242513,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 06:00:00,953.3836770258494,935.726030533175,987.8159240321403,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 07:00:00,953.3836770258494,914.6243101730538,987.8159240321403,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 08:00:00,953.3836770258494,892.3088494701601,987.8159240321403,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 09:00:00,953.3836770258494,900.9747562162676,987.8159240321403,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 10:00:00,953.3836770258494,903.4964768454213,987.8159240321403,966.2397099468035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 11:00:00,953.3836770258494,912.9614048733251,987.8159240321403,976.3619290663295,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 12:00:00,953.3836770258494,885.3415884995404,987.8159240321403,946.8240569819035,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 13:00:00,949.4775648007932,881.7142517981434,987.8159240321403,942.9448202033888,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 14:00:00,958.4532973437148,890.0493948250172,978.5652160839032,951.8587965021912,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 15:00:00,1000.8609909065913,929.4304915317325,937.1022215301978,993.9747099943407,939.2603761664428,977.2680788897004,1022.2736700346001,1012.6867441308989,1000.0,1000.0
2021-01-09 16:00:00,985.9145529328179,915.5507666560237,951.308665879276,979.1311088495177,925.2338559192319,977.2680788897004,1022.2736700346001,1012.6867441308989,985.0664197030651,1000.0
2021-01-09 17:00:00,974.9107273985534,905.3322737104879,962.0460947477656,968.2029935631565,914.90728968827,977.2680788897004,1022.2736700346001,1012.6867441308989,974.0720602123458,1000.0
2021-01-09 18:00:00,964.66856055637,895.8210805987876,972.2604181072772,958.0312964851726,905.2955038675092,977.2680788897004,1022.2736700346001,1012.6867441308989,963.8387041966361,1000.0
2021-01-09 19:00:00,961.0219348760903,892.4347111336488,975.9496885390148,954.4097608913728,901.8733193290797,977.2680788897004,1022.2736700346001,1012.6867441308989,960.1952155269692,1000.0
2021-01-09 20:00:00,951.6259441166447,892.4347111336488,975.9496885390148,945.0784179026028,893.0556294646967,977.2680788897004,1022.2736700346001,1012.6867441308989,950.8073076708196,1000.0
2021-01-09 21:00:00,972.0732072332046,892.4347111336488,975.9496885390148,965.3849965495045,912.2444121437358,977.2680788897004,1022.2736700346001,1012.6867441308989,971.2369810243973,1000.0
2021-01-09 22:00:00,977.5404042436699,892.4347111336488,975.9496885390148,970.814577292817,917.3751161748462,977.2680788897004,1022.2736700346001,1012.6867441308989,976.699474877328,1000.0
