Date,TRU,FUN,KAVA,PAXG,STRAX,CHZ,RIF,ONT,ARDR,TFUEL
2021-01-02 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,974.4188407268296,1000.0,1000.0
2021-01-08 01:00:00,,1000.0,1000.0,1065.9633536923932,1000.0,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 02:00:00,,970.7848210435534,1000.0,1034.8210435532558,1000.0,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 03:00:00,,957.2658658445835,1000.0,1020.4103327309448,1000.0,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 04:00:00,,962.4839675074817,994.5785053683426,1025.9726378794353,1005.451047456178,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 05:00:00,,952.607637786946,1004.8899755501219,1015.4448323283614,995.1338199513385,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 06:00:00,,932.6773692387362,1026.3633464441373,994.1998964267218,974.3138270326257,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 07:00:00,,938.216295061471,1020.3040289146379,994.1998964267218,974.3138270326257,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 08:00:00,,938.9010530705871,1019.5599022004886,994.1998964267218,974.3138270326257,1000.0,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 09:00:00,,920.1921111792356,1019.5599022004886,994.1998964267218,974.3138270326257,980.0735744941752,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 10:00:00,,918.4089750127486,1019.5599022004886,996.130184392398,974.3138270326257,978.1744008159101,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 11:00:00,,931.2306101344365,1019.5599022004886,982.414980425751,974.3138270326257,991.8304033092037,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 12:00:00,,900.7702310693205,1019.5599022004886,1015.636252256074,974.3138270326257,959.3878163449031,1000.0,914.1203938686426,1000.0,1000.0
2021-01-08 13:00:00,,919.3466054109236,1019.5599022004886,995.1142433578318,954.6267816129408,959.3878163449031,1000.0,914.1203938686426,1000.0,979.7939381814545
2021-01-08 14:00:00,,942.3398911678527,1019.5599022004886,970.8332526316935,931.333693220343,959.3878163449031,1000.0,936.9829696466469,1000.0,955.8867660298087
2021-01-08 15:00:00,,940.0772523227891,1019.5599022004886,973.1699170111966,933.5752875008025,959.3878163449031,1000.0,934.7331932292885,1000.0,958.1874562368711
2021-01-08 16:00:00,,945.307579256771,1019.5599022004886,967.7854295279941,928.409874593657,959.3878163449031,1000.0,939.9337873129706,1000.0,952.8858657597276
2021-01-08 17:00:00,,952.8092265368741,1019.5599022004886,960.165871768746,928.409874593657,959.3878163449031,1000.0,947.392789963322,1000.0,945.3836150845253
2021-01-08 18:00:00,,954.7285835453774,1019.5599022004886,958.2355838030696,928.409874593657,959.3878163449031,1000.0,949.3012359990838,1000.0,943.4830449134738
2021-01-08 19:00:00,,954.7285835453774,1019.5599022004886,930.703581766319,928.409874593657,959.3878163449031,1000.0,977.3833924182248,1000.0,943.4830449134738
2021-01-08 20:00:00,,954.7285835453774,1019.5599022004886,940.0502392843302,928.409874593657,959.3878163449031,1000.0,967.6655417641151,1000.0,943.4830449134738
2021-01-08 21:00:00,,954.7285835453774,1019.5599022004886,967.2774590107113,928.409874593657,959.3878163449031,1000.0,940.4273981665114,1000.0,943.4830449134738
2021-01-08 22:00:00,,954.7285835453774,1019.5599022004886,979.3671573220518,928.409874593657,959.3878163449031,1000.0,928.8183877534602,1000.0,943.4830449134738
2021-01-08 23:00:00,,954.7285835453774,1019.5599022004886,970.8332526316935,928.409874593657,959.3878163449031,1000.0,936.9829696466469,1000.0,943.4830449134738
2021-01-09 00:00:00,,954.7285835453774,1019.5599022004886,946.7554501124689,928.409874593657,959.3878163449031,1000.0,960.8122392899836,1000.0,943.4830449134738
2021-01-09 01:00:00,,954.7285835453774,1019.5599022004886,949.4984909057982,928.409874593657,959.3878163449031,1000.0,958.0365137966356,1000.0,943.4830449134738
2021-01-09 02:00:00,,954.7285835453774,1003.7719209908105,949.4984909057982,928.409874593657,959.3878163449031,1000.0,943.201228056816,1000.0,943.4830449134738
2021-01-09 03:00:00,,954.7285835453774,990.5204621586036,949.4984909057982,928.409874593657,959.3878163449031,1000.0,930.749403112615,1000.0,943.4830449134738
2021-01-09 04:00:00,,954.7285835453774,1014.6743526744503,949.4984909057982,928.409874593657,959.3878163449031,1000.0,953.445773394032,1000.0,943.4830449134738
2021-01-09 05:00:00,,954.7285835453774,1023.8322602305539,949.4984909057982,928.409874593657,959.3878163449031,1000.0,962.0510645689648,1000.0,943.4830449134738
2021-01-09 06:00:00,,954.7285835453774,1014.2423465636791,949.4984909057982,919.713752298368,959.3878163449031,1000.0,953.0398358641147,1000.0,943.4830449134738
2021-01-09 07:00:00,,954.7285835453774,1011.5506205908456,949.4984909057982,917.2728983909943,959.3878163449031,1000.0,950.510536936662,1000.0,943.4830449134738
2021-01-09 08:00:00,,954.7285835453774,1016.6229431308828,949.4984909057982,921.8724744311498,959.3878163449031,1000.0,955.2767798936686,1000.0,943.4830449134738
2021-01-09 09:00:00,,954.7285835453774,1001.0302390971498,949.4984909057982,907.7330289781668,959.3878163449031,1000.0,940.6249877028425,1000.0,929.0121420289937
2021-01-09 10:00:00,,954.7285835453774,995.7996494895774,949.4984909057982,902.9899365496046,959.3878163449031,1000.0,935.7100280011869,1000.0,924.1578618428247
2021-01-09 11:00:00,,954.7285835453774,989.9030590033001,949.4984909057982,897.6429153171794,959.3878163449031,1000.0,930.1692559675209,1000.0,918.6854955302296
2021-01-09 12:00:00,,954.7285835453774,987.0319915025652,949.4984909057982,895.0394347258305,959.3878163449031,1000.0,927.4714375329766,1000.0,916.0209840453687
2021-01-09 13:00:00,,954.7285835453774,977.2132956584726,949.4984909057982,886.13585302463,959.3878163449031,1000.0,918.2452320729521,1000.0,906.9086842348468
2021-01-09 14:00:00,,954.7285835453774,966.4104306253314,960.112308515144,876.3398278745608,959.3878163449031,1000.0,908.0942452275211,1000.0,906.9086842348468
2021-01-09 15:00:00,,936.3311767630629,985.3988465321373,941.6111585538989,876.3398278745608,959.3878163449031,1000.0,925.9368415660143,1000.0,906.9086842348468
2021-01-09 16:00:00,,954.2444412616327,966.9007454049481,959.6254361477432,876.3398278745608,959.3878163449031,1000.0,908.5549729014059,1000.0,906.9086842348468
2021-01-09 17:00:00,,950.9522737321657,970.2481260529239,956.3147040494149,876.3398278745608,959.3878163449031,1000.0,911.700362279132,1000.0,906.9086842348468
2021-01-09 18:00:00,,968.962366687484,952.2141347022853,974.4263561167389,876.3398278745608,959.3878163449031,1000.0,894.7545975760327,1000.0,906.9086842348468
2021-01-09 19:00:00,,976.3213294004098,945.0368785049855,981.826816101237,876.3398278745608,959.3878163449031,1000.0,888.0104391493958,1000.0,906.9086842348468
2021-01-09 20:00:00,,969.5433374279784,951.6435479841971,975.0106029576207,876.3398278745608,959.3878163449031,1000.0,894.2184418199696,1000.0,906.9086842348468
2021-01-09 21:00:00,,945.8203655244673,951.6435479841971,951.1538569549623,876.3398278745608,959.3878163449031,1000.0,916.6471394290905,1000.0,906.9086842348468
2021-01-09 22:00:00,,943.6901394759889,951.6435479841971,949.0116185383971,876.3398278745608,959.3878163449031,1000.0,918.7163203307364,1002.2573363431151,906.9086842348468
2021-01-09 23:00:00,,946.5949931784595,951.6435479841971,951.9328527428041,876.3398278745608,959.3878163449031,1000.0,915.8970190203925,999.1816693944353,906.9086842348468
2021-01-10 00:00:00,,976.3213294004098,951.6435479841971,981.826816101237,849.6576571756132,959.3878163449031,1000.0,888.0104391493958,968.7592978280275,906.9086842348468
2021-01-10 01:00:00,,971.9640488467037,951.6435479841971,977.4449647946262,853.4666424887137,959.3878163449031,1000.0,891.9913586315361,968.7592978280275,906.9086842348468
2021-01-10 02:00:00,,953.082499780644,951.6435479841971,958.4569424659799,870.3746984965668,959.3878163449031,1000.0,909.6626290707466,968.7592978280275,906.9086842348468
2021-01-10 03:00:00,,941.6567418842594,951.6435479841971,946.9667545953122,880.9355431672705,959.3878163449031,1000.0,920.7001807653836,968.7592978280275,906.9086842348468
2021-01-10 04:00:00,,941.6567418842594,951.6435479841971,970.4340027040492,859.6325664561215,936.187689539854,1000.0,898.4356068576519,968.7592978280275,906.9086842348468
2021-01-10 05:00:00,,941.6567418842594,951.6435479841971,967.2206450792015,862.4884886038162,936.187689539854,1000.0,901.4204427608333,968.7592978280275,906.9086842348468
2021-01-10 06:00:00,,941.6567418842594,951.6435479841971,999.3542213276801,834.7557397741115,936.187689539854,1000.0,872.4358626077517,968.7592978280275,906.9086842348468
2021-01-10 07:00:00,,936.7938550753474,951.6435479841971,994.1933742332276,839.088947825828,936.187689539854,1000.0,876.9646677711415,968.7592978280275,902.2252427202365
2021-01-10 08:00:00,,938.3536489574512,951.6435479841971,995.8487402823915,837.6941583359445,936.187689539854,1000.0,875.5069187389612,968.7592978280275,903.727478677753
2021-01-10 09:00:00,,907.524781640574,951.6435479841971,963.1309171930318,866.1508601053184,936.187689539854,1000.0,905.2481304158684,968.7592978280275,874.0362268115434
