Date,STRAX,XTZ,FUN,EOS,BNT,ETC,FLM,CKB,DASH,TRX
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-08 00:00:00,923.4390844560335,923.4390844560335,923.4390844560335,923.4390844560335,923.4390844560335,923.4390844560335,923.4390844560335,,923.4390844560335,923.4390844560335
2021-01-08 01:00:00,834.6371142981313,834.6371142981313,834.6371142981313,834.6371142981313,834.6371142981313,834.6371142981313,834.6371142981313,,834.6371142981313,834.6371142981313
2021-01-08 02:00:00,970.5924960162249,970.5924960162249,970.5924960162249,970.5924960162249,970.5924960162249,970.5924960162249,970.5924960162249,,970.5924960162249,970.5924960162249
2021-01-08 03:00:00,998.3340576560917,998.3340576560917,998.3340576560917,998.3340576560917,998.3340576560917,998.3340576560917,998.3340576560917,,998.3340576560917,998.3340576560917
2021-01-08 04:00:00,940.895262929161,940.895262929161,940.895262929161,940.895262929161,940.895262929161,940.895262929161,940.895262929161,,940.895262929161,940.895262929161
2021-01-08 05:00:00,1089.308996088657,1089.308996088657,1089.308996088657,1089.308996088657,1089.308996088657,1089.308996088657,1089.308996088657,,1089.308996088657,1089.308996088657
2021-01-08 06:00:00,1045.1977401129943,1045.1977401129943,1045.1977401129943,1045.1977401129943,1045.1977401129943,1045.1977401129943,1045.1977401129943,,1045.1977401129943,1045.1977401129943
2021-01-08 07:00:00,1042.2280168042878,1042.2280168042878,1042.2280168042878,1042.2280168042878,1042.2280168042878,1042.2280168042878,1042.2280168042878,,1042.2280168042878,1042.2280168042878
2021-01-08 08:00:00,1050.2679994205419,1050.2679994205419,1050.2679994205419,1050.2679994205419,1050.2679994205419,1050.2679994205419,1050.2679994205419,,1050.2679994205419,1050.2679994205419
2021-01-08 09:00:00,994.6400115891641,994.6400115891641,994.6400115891641,994.6400115891641,994.6400115891641,994.6400115891641,994.6400115891641,,994.6400115891641,994.6400115891641
2021-01-08 10:00:00,944.0822830653342,944.0822830653342,944.0822830653342,944.0822830653342,944.0822830653342,944.0822830653342,944.0822830653342,,944.0822830653342,944.0822830653342
2021-01-08 11:00:00,950.2390265102129,950.2390265102129,950.2390265102129,950.2390265102129,950.2390265102129,950.2390265102129,950.2390265102129,,950.2390265102129,950.2390265102129
2021-01-08 12:00:00,912.719107634362,912.719107634362,912.719107634362,912.719107634362,912.719107634362,912.719107634362,912.719107634362,,912.719107634362,912.719107634362
2021-01-08 13:00:00,884.4705200637404,912.719107634362,912.719107634362,884.4705200637404,912.719107634362,884.4705200637404,912.719107634362,,884.4705200637404,912.719107634362
2021-01-08 14:00:00,884.4705200637404,918.8896877997521,918.8896877997521,884.4705200637404,918.8896877997521,884.4705200637404,918.8896877997521,,884.4705200637404,912.719107634362
2021-01-08 15:00:00,884.4705200637404,921.1681149948914,921.1681149948914,884.4705200637404,921.1681149948914,884.4705200637404,921.1681149948914,,884.4705200637404,912.719107634362
2021-01-08 16:00:00,884.4705200637404,958.9754795494059,958.9754795494059,884.4705200637404,958.9754795494059,884.4705200637404,958.9754795494059,,920.7717107426604,912.719107634362
2021-01-08 17:00:00,902.6445718458717,978.6804551565851,978.6804551565851,902.6445718458717,978.6804551565851,884.4705200637404,978.6804551565851,,939.6916774017559,931.4736098460266
2021-01-08 18:00:00,851.9947272425021,923.7640301138161,923.7640301138161,851.9947272425021,923.7640301138161,834.8404709892976,923.7640301138161,,886.9630188355736,879.2060894261543
2021-01-08 19:00:00,900.7462657010857,976.6222417913771,976.6222417913771,900.7462657010857,976.6222417913771,882.6104348480441,976.6222417913771,,937.7154593630563,929.5146748095474
2021-01-08 20:00:00,862.2140902684775,934.8442395003517,934.8442395003517,862.2140902684775,934.8442395003517,844.8540750281728,934.8442395003517,,897.6018136429456,889.7518427215696
2021-01-08 21:00:00,854.1185196660398,926.0667239986035,926.0667239986035,854.1185196660398,926.0667239986035,836.9215024915561,926.0667239986035,,889.1739777524884,881.3977124159995
2021-01-08 22:00:00,814.3322810885517,882.9290203060439,882.9290203060439,814.3322810885517,882.9290203060439,797.936329120326,882.9290203060439,,847.7547985622432,840.3407643925019
2021-01-08 23:00:00,867.6725233545023,940.7624734804755,882.9290203060439,867.6725233545023,940.7624734804755,850.2026067768952,940.7624734804755,,903.284276378087,895.3846095151982
2021-01-09 00:00:00,878.574049929982,952.582309685743,882.9290203060439,878.574049929982,952.582309685743,860.8846395287075,952.582309685743,,914.6332326710425,906.6343135834661
2021-01-09 01:00:00,887.0656182413521,961.7891804731784,891.4626801502168,887.0656182413521,961.7891804731784,869.2052366660231,961.7891804731784,,923.4733191449081,915.3970891376038
2021-01-09 02:00:00,895.644888401219,971.091140831506,900.084476568852,895.644888401219,971.091140831506,877.6117698428054,971.091140831506,,932.4047070010628,924.2503675983753
2021-01-09 03:00:00,875.058856233999,948.7710073485307,879.3964022797915,875.058856233999,948.7710073485307,857.4402215447241,948.7710073485307,,910.973765408291,903.00685016826
2021-01-09 04:00:00,905.4273217810963,981.6976150200995,909.9154001216164,905.4273217810963,981.6976150200995,887.1972414767791,981.6976150200995,,942.5886393245129,934.3452364068132
2021-01-09 05:00:00,917.1410050125613,994.39802135289,921.6871464650884,917.1410050125613,994.39802135289,898.6750787371409,994.39802135289,,954.7830854970731,946.4330361283505
2021-01-09 06:00:00,912.0145847024035,988.8397678398717,916.5353151965854,912.0145847024035,988.8397678398717,893.651874943295,988.8397678398717,,949.4462622882795,941.1428860728023
2021-01-09 07:00:00,880.4553648120587,954.6221004987742,884.8196606064847,880.4553648120587,954.6221004987742,862.7280755876552,954.6221004987742,,916.5917620771901,908.5757146832163
2021-01-09 08:00:00,883.5582245298942,957.9863351661675,887.9379007719368,883.5582245298942,957.9863351661675,865.7684616198966,957.9863351661675,,919.8219720002749,911.7776748260748
2021-01-09 09:00:00,898.3845817322838,974.0616171406393,902.8377501818488,898.3845817322838,974.0616171406393,880.2963015631776,974.0616171406393,,935.256845153924,927.0775623952592
2021-01-09 10:00:00,898.5416419738452,974.2319076331463,902.9955889493631,898.5416419738452,974.2319076331463,880.4501995179962,974.2319076331463,,935.4203515953844,927.2396388921812
2021-01-09 11:00:00,886.1479641535161,960.794226148551,890.5404773776476,886.1479641535161,960.794226148551,868.3060588349892,960.794226148551,,922.5180019182066,914.4501266315993
2021-01-09 12:00:00,896.113362756585,971.5990779638385,900.5552730869769,896.113362756585,971.5990779638385,878.0708118286003,971.5990779638385,,932.8924088790162,924.7338042826739
2021-01-09 13:00:00,885.0035629944716,959.5534243067749,889.3904035799148,885.0035629944716,959.5534243067749,867.1846993100194,959.5534243067749,,921.3266312743174,913.2691751120578
2021-01-09 14:00:00,887.3719254299716,962.1212899968227,891.7705056613187,887.3719254299716,962.1212899968227,869.5053765958114,962.1212899968227,,923.792198053453,915.713179292693
2021-01-09 15:00:00,915.5073373869603,992.6267388068395,891.7705056613187,915.5073373869603,992.6267388068395,897.074303748297,992.6267388068395,,953.0823674965443,944.7471917462196
2021-01-09 16:00:00,920.9206579628013,998.4960601436295,891.7705056613187,920.9206579628013,998.4960601436295,902.3786312924098,998.4960601436295,,958.7178661755238,950.3334052075393
2021-01-09 17:00:00,907.9064108974375,984.3855346514036,891.7705056613187,907.9064108974375,984.3855346514036,889.6264160471538,984.3855346514036,,945.1694773230168,936.9035037031048
2021-01-09 18:00:00,901.6153306008935,977.5645139306368,891.7705056613187,901.6153306008935,977.5645139306368,883.4620017968489,977.5645139306368,,938.6201931629853,930.4114962658144
2021-01-09 19:00:00,903.5173054566925,979.6267050473056,891.7705056613187,903.5173054566925,979.6267050473056,885.3256818568937,979.6267050473056,,940.6002304870527,932.374217186126
2021-01-09 20:00:00,904.0735606139657,980.2298173547225,891.7705056613187,904.0735606139657,980.2298173547225,885.8707372458996,980.2298173547225,,941.1793159411784,932.9482382521156
2021-01-09 21:00:00,898.6201926899893,974.3170752096504,891.7705056613187,898.6201926899893,974.3170752096504,880.5271686760972,974.3170752096504,,935.5021262567703,927.3206983937889
