Date,ALGO,CKB,TROY,DCR,NEO,ROSE,ADA,BAND,FUN,XTZ
2021-01-01 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,974.1111111111112,,1000.0,1026.576936238166,1000.0,1000.0,974.1111111111112,974.1111111111112,1000.0,974.1111111111112
2021-01-08 01:00:00,963.0,,1000.0,1038.4215991692627,1000.0,1000.0,963.0,963.0,1000.0,963.0
2021-01-08 02:00:00,969.7777777777777,,1000.0,1031.1640696608615,1000.0,1007.038190838814,969.7777777777777,969.7777777777777,1000.0,969.7777777777777
2021-01-08 03:00:00,980.0,,1000.0,1020.4081632653061,1000.0,1017.6531671858775,980.0,980.0,1000.0,980.0
2021-01-08 04:00:00,958.7777777777777,,1000.0,1042.9945532506663,1000.0,995.6155532479519,958.7777777777777,958.7777777777777,1000.0,958.7777777777777
2021-01-08 05:00:00,973.3333333333333,,1000.0,1027.3972602739727,1000.0,1010.7303565247489,973.3333333333333,958.7777777777777,1000.0,973.3333333333333
2021-01-08 06:00:00,980.0,,1000.0,1020.4081632653061,1000.0,1017.6531671858775,980.0,952.2554799697657,1000.0,980.0
2021-01-08 07:00:00,980.0,,1000.0,1016.489722159476,1000.0,1021.5760932271836,976.2367291619607,948.5987500941194,1000.0,983.7777777777777
2021-01-08 08:00:00,980.0,,1000.0,1004.9129075480125,1000.0,1033.3448713511018,965.1183564091112,937.7951466428466,1000.0,995.1111111111111
2021-01-08 09:00:00,980.0,,1000.0,996.4570416297609,1000.0,1042.1137648551978,956.9973427812223,929.9040448774726,1000.0,1003.5555555555555
2021-01-08 10:00:00,980.0,,1007.8107565275609,1004.2401249721045,1000.0,1034.0371524172147,964.4722160232091,937.1672989660046,1000.0,1003.5555555555555
2021-01-08 11:00:00,980.0,,1007.136485280999,1003.5682426404995,1000.0,1034.7294334833275,963.8269402319357,936.5402914064822,1000.0,1003.5555555555555
2021-01-08 12:00:00,980.0,,1007.3611420923489,1003.7921035021191,1000.0,1034.4986731279566,964.0419362034353,936.7492006840657,1000.0,1003.5555555555555
2021-01-08 13:00:00,980.0,,997.6803269634376,994.1455870981996,1000.0,1044.536748586593,954.7774218491107,927.74697153798,1000.0,1003.5555555555555
2021-01-08 14:00:00,980.0,,1023.2241984819303,1019.5989577432875,1000.0,1018.4608284296759,979.2228390166534,951.500320984857,1000.0,1003.5555555555555
2021-01-08 15:00:00,980.0,,1020.5649717514125,1016.9491525423729,1000.0,1021.1145725164416,976.6779661016949,949.027495291902,1000.0,1003.5555555555555
2021-01-08 16:00:00,980.0,,1016.2016201620161,1012.6012601260126,1000.0,1025.4990192684895,972.5022502250224,944.9699969997,1000.0,1003.5555555555555
2021-01-08 17:00:00,980.0,,1022.4134027620557,1018.7910346388953,1000.0,1019.268489673474,972.5022502250224,950.7463587653762,1000.0,1003.5555555555555
2021-01-08 18:00:00,980.0,,1025.08228350925,1021.450459652707,997.3964229114785,1016.6147455867081,972.5022502250224,953.2281617674876,1000.0,1003.5555555555555
2021-01-08 19:00:00,980.0,,1028.350222019811,1024.7068199931687,994.2268508037129,1013.384100611515,972.5022502250224,956.2670310068694,1000.0,1003.5555555555555
2021-01-08 20:00:00,980.0,,1017.3462491552152,1024.7068199931687,1004.9807561693458,1024.345217491635,972.5022502250224,946.0343921303597,1000.0,1014.4103634546535
2021-01-08 21:00:00,980.0,,1007.2488011598082,1024.7068199931687,1015.0554675118859,1034.614053305642,972.5022502250224,936.6447343964908,1000.0,1024.5796045390719
2021-01-08 22:00:00,980.0,,1000.6647462884998,1024.7068199931687,1021.7342087389632,1041.421483789085,972.5022502250224,930.522195139966,1000.0,1031.3210115500904
2021-01-08 23:00:00,980.0,,1012.5560538116591,1024.7068199931687,1009.7351143309938,1029.191184954425,972.5022502250224,941.5799701046338,1000.0,1019.2093311574126
2021-01-09 00:00:00,980.0,,1022.876557191393,1024.7068199931687,999.547203984605,1018.8069689627322,972.5022502250224,951.1770479426198,1000.0,1019.2093311574126
2021-01-09 01:00:00,980.0,,1015.8587335507816,1024.7068199931687,1006.4523432193797,1025.845159801546,972.5022502250224,944.6511453529787,1000.0,1019.2093311574126
2021-01-09 02:00:00,980.0,,987.8595646943016,1024.7068199931687,1034.9784921892688,1054.9209645782853,972.5022502250224,918.6146049801305,1000.0,1019.2093311574126
2021-01-09 03:00:00,980.0,,982.2729744426318,1024.7068199931687,1034.9784921892688,1060.92073381793,972.5022502250224,913.4196121080297,1000.0,1019.2093311574126
2021-01-09 04:00:00,980.0,,989.6997589305282,1017.0173397778855,1034.9784921892688,1052.9595015576324,972.5022502250224,920.3258090437578,992.4959216965742,1019.2093311574126
2021-01-09 05:00:00,980.0,,972.6469954770622,1034.8480185379624,1034.9784921892688,1071.4203299873082,972.5022502250224,904.4683753320411,1009.8966829798803,1019.2093311574126
2021-01-09 06:00:00,980.0,,974.9568221070813,1032.396300208452,1032.5264647470801,1068.8819660782276,970.1982388633005,906.6162924582613,1007.5040783034257,1016.7946633472185
2021-01-09 07:00:00,980.0,,977.2776455312703,1029.9445818789413,1030.0744373048915,1068.8819660782276,967.8942275015785,908.7744355478612,1005.1114736269712,1014.3799955370246
2021-01-09 08:00:00,980.0,,977.4891774891775,1029.7216983944404,1029.851525719238,1068.8819660782276,967.6847719232401,908.9711399711399,1004.89396411093,1014.1604802815523
2021-01-09 09:00:00,980.0,,977.4891774891775,1038.414154289978,1038.5450775597249,1068.8819660782276,975.8535394784362,901.3622379623669,1013.3768352365415,1022.7215752449679
2021-01-09 10:00:00,980.0,,977.4891774891775,1027.1585383226793,1027.2880424842226,1068.8819660782276,965.2760327723489,911.2393765144118,1002.3926046764547,1022.7215752449679
2021-01-09 11:00:00,980.0,,977.4891774891775,1027.1585383226793,1027.2880424842226,1068.8819660782276,965.2760327723489,912.1300318563568,1001.4138118542686,1022.7215752449679
2021-01-09 12:00:00,980.0,,977.4891774891775,1027.1585383226793,1027.2880424842226,1068.8819660782276,965.2760327723489,912.1300318563568,1002.3926046764547,1022.7215752449679
2021-01-09 13:00:00,980.0,,977.4891774891775,1027.1585383226793,1027.2880424842226,1068.8819660782276,965.2760327723489,912.1300318563568,995.1060358890702,1022.7215752449679
2021-01-09 14:00:00,980.0,,972.8955125020698,1027.1585383226793,1027.2880424842226,1068.8819660782276,969.8337212986706,912.1300318563568,990.4295812941816,1022.7215752449679
2021-01-09 15:00:00,980.0,,968.3018475149622,1027.1585383226793,1027.2880424842226,1068.8819660782276,974.4346535599066,912.1300318563568,985.753126699293,1027.57340972594
2021-01-09 16:00:00,980.0,,985.6082132803443,1027.1585383226793,1009.2498175890952,1068.8819660782276,957.3244851362446,928.4324441644691,1003.3713974986405,1009.5301740468157
2021-01-09 17:00:00,980.0,,982.8306484044189,1027.1585383226793,1012.1020453344556,1068.8819660782276,960.029967376847,925.8160076211918,1000.5437737901033,1012.3831941039045
2021-01-09 18:00:00,980.0,,990.5223665223665,1027.1585383226793,1004.242754214516,1068.8819660782276,952.5750323411337,933.0615242025751,1008.3741163675912,1004.5217197752288
2021-01-09 19:00:00,980.0,,988.919925247794,1027.1585383226793,1005.8700245303007,1068.8819660782276,954.1185805192819,931.5520415814535,1006.7427949972812,1006.1494421255181
2021-01-09 20:00:00,980.0,,987.3174839732216,1025.4941353762777,1007.5025770479324,1068.8819660782276,955.6671391329791,930.042558960332,1005.1114736269712,1007.7824481449818
2021-01-09 21:00:00,980.0,,989.2404135027085,1027.4914189119597,1005.5441487124182,1068.8819660782276,953.8094708279689,931.8539381056779,1007.0690592713431,1005.8234757835769
2021-01-09 22:00:00,980.0,,983.6852837508574,1021.721488697767,1011.2227212290393,1068.8819660782276,959.1958839994562,926.6210650191232,1001.4138118542686,1011.5036257337014
2021-01-09 23:00:00,980.0,,1044.5780521846095,1084.9688006610304,952.2743727834928,1068.8819660782276,903.2803947501526,983.9814046217407,1063.4040239260466,952.5389022045327
2021-01-10 00:00:00,980.0,,1021.0755801575473,1060.5575574471393,974.1932221256532,1044.8326684164144,903.2803947501526,961.8423261786252,1039.4779771615008,974.4638403176315
