Date,ZRX,ATOM,ZEC,KNC,XTZ,FUN,XLM,1INCH,ETC,SKL
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 02:00:00,1000.0,975.9965709387058,1000.0,1000.0,1000.0,975.9965709387058,1000.0,1000.0,1000.0,1000.0
2021-01-08 03:00:00,1000.0,951.5252820727122,1000.0,1000.0,1000.0,951.5252820727122,1000.0,1000.0,1000.0,1000.0
2021-01-08 04:00:00,1000.0,951.5252820727122,1000.0,1000.0,1000.0,978.5131070047271,1000.0,1000.0,1000.0,1000.0
2021-01-08 05:00:00,1000.0,951.5252820727122,1000.0,1000.0,1000.0,944.8132780082991,1000.0,1000.0,1000.0,1000.0
2021-01-08 06:00:00,1000.0,951.5252820727122,1000.0,1000.0,1000.0,926.3628966639545,1000.0,1019.9170124481329,1000.0,1000.0
2021-01-08 07:00:00,1000.0,951.5252820727122,1000.0,1000.0,1000.0,926.3628966639545,1000.0,1024.4813278008303,1000.0,1000.0
2021-01-08 08:00:00,1000.0,951.5252820727122,1002.4301336573509,997.5757575757577,1002.4301336573509,926.3628966639545,1000.0,1026.9709543568465,1002.4301336573509,1000.0
2021-01-08 09:00:00,1000.0,951.5252820727122,1004.8602673147022,995.1632406287788,1004.8602673147022,926.3628966639545,1000.0,1029.4605809128632,1004.8602673147022,1000.0
2021-01-08 10:00:00,1000.0,951.5252820727122,1012.9607128392062,987.2051179528188,1004.8602673147022,926.3628966639545,1000.0,1037.7593360995854,1012.9607128392062,1000.0
2021-01-08 11:00:00,1000.0,951.5252820727122,1005.6703118671528,994.361659283125,1004.8602673147022,926.3628966639545,1000.0,1030.2904564315359,1005.6703118671528,1000.0
2021-01-08 12:00:00,1000.0,951.5252820727122,1001.2150668286755,998.7864077669904,1004.8602673147022,926.3628966639545,1000.0,1025.7261410788383,1001.2150668286755,1000.0
2021-01-08 13:00:00,1000.0,951.5252820727122,1024.7063588497367,975.889328063241,1004.8602673147022,926.3628966639545,1000.0,1049.7925311203321,1024.7063588497367,1000.0
2021-01-08 14:00:00,1000.0,923.6941078144586,994.7347104090721,1005.2931596091208,1004.8602673147022,926.3628966639545,970.7509881422922,1019.0871369294605,994.7347104090721,1000.0
2021-01-08 15:00:00,1000.0,933.0965315503552,1004.8602673147022,995.1632406287788,1004.8602673147022,926.3628966639545,980.6324110671934,1029.4605809128632,1004.8602673147022,1000.0
2021-01-08 16:00:00,1000.0,952.2774759715838,1025.516403402187,975.1184834123223,1004.8602673147022,926.3628966639545,1000.7905138339919,1050.6224066390043,1025.516403402187,1000.0
2021-01-08 17:00:00,1000.0,942.1228583368159,1014.580801944107,985.62874251497,994.1449327106357,926.3628966639545,990.1185770750989,1039.4190871369299,1014.580801944107,1000.0
2021-01-08 18:00:00,1000.0,942.1228583368159,1014.580801944107,985.62874251497,994.1449327106357,926.3628966639545,990.1185770750989,1039.4190871369299,1014.580801944107,1000.0
2021-01-08 19:00:00,970.4590818363272,914.2916840785625,1014.580801944107,985.62874251497,964.7769786106007,898.9972861437418,960.8695652173911,1008.7136929460582,984.6091535034426,970.4590818363272
2021-01-08 20:00:00,990.0199600798401,932.7204346009192,1014.580801944107,985.62874251497,984.2233265957587,917.1177579746933,980.2371541501974,1029.0456431535272,1004.455245038477,990.0199600798401
2021-01-08 21:00:00,1004.7904191616768,946.6360217300462,1014.580801944107,985.62874251497,998.9073036457766,930.8005632347999,994.8616600790515,1044.3983402489632,1019.4410692588094,1004.7904191616768
2021-01-08 22:00:00,1000.7984031936126,942.8750522356875,1014.580801944107,985.62874251497,994.9386611998256,927.1025077590953,990.9090909090908,1040.2489626556016,1015.3908464965573,1000.7984031936126
2021-01-08 23:00:00,997.205588822355,939.4901796907646,1014.580801944107,985.62874251497,991.3668829984699,923.7742578309612,987.3517786561263,1036.5145228215767,1011.7456460105303,997.205588822355
2021-01-09 00:00:00,1009.9800399201597,951.5252820727122,1014.580801944107,985.62874251497,1004.0665388255121,935.6080353532155,1000.0,1049.7925311203321,1024.7063588497367,1009.9800399201597
2021-01-09 01:00:00,1025.5489021956087,966.1930631007103,1014.580801944107,985.62874251497,1019.5442443647194,950.0304517084626,1015.4150197628455,1065.97510373444,1040.502227622519,1025.5489021956087
2021-01-09 02:00:00,1056.2874251497008,966.1930631007103,1044.9905807489718,985.62874251497,1050.1027911985398,978.5054788713868,1045.8498023715417,1097.92531120332,1071.6889428918591,1056.2874251497008
2021-01-09 03:00:00,1043.11377245509,966.1930631007103,1031.9578184040297,985.62874251497,1037.0062711269027,966.3018958015623,1032.806324110672,1084.2323651452286,1058.323207776428,1043.11377245509
2021-01-09 04:00:00,1073.4530938123753,966.1930631007103,1061.9726650166228,985.62874251497,1067.1679537161272,994.4071174169155,1062.8458498023715,1115.767634854772,1089.1049007695422,1073.4530938123753
2021-01-09 05:00:00,1084.2315369261478,966.1930631007103,1072.6358342079388,995.5253494498546,1077.8832883201942,1004.3918672013177,1073.5177865612648,1126.970954356847,1100.0405022276225,1084.2315369261478
2021-01-09 06:00:00,1128.1437125748503,1005.3245936386626,1116.078375357745,1035.8448591845688,1121.5383552256512,1045.0704774340663,1116.99604743083,1172.614107883818,1144.5929526123937,1128.1437125748503
2021-01-09 07:00:00,1104.9900199600797,984.6916048095604,1093.172308206029,1014.5854813244466,1098.5202290391373,1023.6217556749805,1094.0711462450593,1148.5477178423241,1121.1016605913323,1104.9900199600797
2021-01-09 08:00:00,1115.3692614770457,993.9408756639854,1103.440545205074,1024.1155472617427,1108.8386993986087,1033.236699911812,1104.3478260869563,1159.3360995850624,1131.6322397731872,1115.3692614770457
2021-01-09 09:00:00,1102.994011976048,982.9128988760172,1091.1976472446743,1012.7527763365051,1096.535907816162,1021.7727279371283,1092.094861660079,1146.4730290456434,1119.0765492102066,1102.994011976048
2021-01-09 10:00:00,1101.3972055888223,981.4899341291825,1089.6179184755904,1011.286612346152,1094.9484508377818,1020.2935057468466,1090.5138339920948,1144.8132780082992,1117.456460105306,1101.3972055888223
2021-01-09 11:00:00,1132.53493013972,1009.2377466924573,1120.4226294727252,1039.87681015804,1125.9038619161965,1049.1383384573408,1121.343873517786,1177.1784232365146,1149.0481976508704,1132.53493013972
2021-01-09 12:00:00,1163.2734530938121,1036.629818069024,1150.8324082775896,1068.10046697234,1156.4624087500165,1077.6133656202644,1151.7786561264818,1209.128630705394,1180.2349129202103,1163.2734530938121
