Date,FUN,TRX,DCR,1INCH,KNC,PAXG,PSG,CTK,ASR,ZRX
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,943.5779816513759,1059.7958191541081,943.5779816513759,943.5779816513759,1000.0,1000.0,1000.0,1000.0,943.5779816513759
2021-01-08 01:00:00,1000.0,863.7614678899082,1157.7270313329795,863.7614678899082,863.7614678899082,1092.405735528412,1000.0,1000.0,1000.0,863.7614678899082
2021-01-08 02:00:00,1000.0,907.7981651376145,1101.566447700859,907.7981651376145,907.7981651376145,1039.4138453764529,951.4906518443659,951.4906518443659,951.4906518443659,907.7981651376145
2021-01-08 03:00:00,1000.0,900.0,1111.111111111111,900.0,900.0,1048.4199796126402,959.7349643221202,959.7349643221202,959.7349643221202,900.0
2021-01-08 04:00:00,1000.0,900.0,1145.5596426694692,872.9357798165137,900.0,1080.9248554913293,989.4902785076193,989.4902785076193,989.4902785076193,872.9357798165137
2021-01-08 05:00:00,972.9038854805726,900.0,1114.519427402863,897.2477064220184,900.0,1051.6359918200405,962.6789366053168,962.6789366053168,962.6789366053168,872.9357798165137
2021-01-08 06:00:00,940.2173913043479,900.0,1077.0750988142295,928.4403669724769,900.0,1016.3043478260869,930.3359683794465,930.3359683794465,930.3359683794465,872.9357798165137
2021-01-08 07:00:00,949.6007984031937,900.0,1087.8243512974052,919.2660550458714,908.9820359281437,1026.447105788423,939.6207584830338,939.6207584830338,939.6207584830338,872.9357798165137
2021-01-08 08:00:00,931.9294809010773,900.0,1067.5808031341821,936.697247706422,892.0666013712046,1026.447105788423,922.1351616062682,922.1351616062682,922.1351616062682,872.9357798165137
2021-01-08 09:00:00,941.6130628401781,900.0,1078.6739238000991,927.0642201834862,901.3359722909449,1026.447105788423,931.7169717961405,931.7169717961405,931.7169717961405,872.9357798165137
2021-01-08 10:00:00,935.1351351351352,900.0,1071.2530712530715,927.0642201834862,895.1351351351351,1026.447105788423,925.3071253071253,925.3071253071253,925.3071253071253,866.9303248202332
2021-01-08 11:00:00,940.682155215027,900.0,1077.6075135936726,927.0642201834862,900.4448838358871,1026.447105788423,930.7958477508648,930.7958477508648,930.7958477508648,872.0727686649402
2021-01-08 12:00:00,946.295375435107,900.0,1084.0377921432125,927.0642201834862,905.8180009945302,1026.447105788423,936.3500745897563,936.3500745897563,936.3500745897563,877.2765842909869
2021-01-08 13:00:00,943.4804164600893,900.0,1080.8130887456618,927.0642201834862,903.1234506693108,1026.447105788423,933.5647000495786,933.5647000495786,933.5647000495786,874.6669365439635
2021-01-08 14:00:00,960.6259464916709,900.0,1100.4543160020194,927.0642201834862,919.5355880868248,1026.447105788423,950.5300353356889,950.5300353356889,950.5300353356889,890.5619439723242
2021-01-08 15:00:00,957.7252138902871,900.0,1097.1313537996982,927.0642201834862,916.7589330649221,1026.447105788423,947.6597886260695,947.6597886260695,947.6597886260695,887.8727785652615
2021-01-08 16:00:00,957.2434607645877,900.0,1096.5794768611672,927.0642201834862,916.2977867203219,1026.447105788423,947.1830985915493,947.1830985915493,947.1830985915493,887.4261624794641
2021-01-08 17:00:00,986.5215137376879,900.0,1130.1192327630897,927.0642201834862,944.3234836702954,995.9841383631128,976.1534473820631,976.1534473820631,976.1534473820631,914.568797827462
2021-01-08 18:00:00,976.3981528989227,900.0,1118.5223191380198,927.0642201834862,934.6331452026681,1006.3105679988112,966.1364802462801,966.1364802462801,966.1364802462801,905.1837922058361
2021-01-08 19:00:00,1000.5257623554154,900.0,1146.1619348054678,927.0642201834862,957.7287066246055,982.0434583549201,990.0105152471082,990.0105152471082,990.0105152471082,927.5516356515111
2021-01-08 20:00:00,949.1271820448877,900.0,1087.2817955112218,927.0642201834862,908.5286783042392,1035.224570978767,939.152119700748,939.152119700748,939.152119700748,927.5516356515111
2021-01-08 21:00:00,949.1271820448877,900.0,1095.4773869346732,927.0642201834862,908.5286783042392,1027.4797487519932,946.2311557788943,946.2311557788943,946.2311557788943,927.5516356515111
2021-01-08 22:00:00,949.1271820448877,900.0,1090.0,927.0642201834862,908.5286783042392,1032.6429635698423,941.4999999999998,941.4999999999998,941.4999999999998,927.5516356515111
2021-01-08 23:00:00,949.1271820448877,900.0,1121.976325270201,927.0642201834862,908.5286783042392,1003.2126391081017,941.4999999999998,969.1199176531137,941.4999999999998,927.5516356515111
2021-01-09 00:00:00,949.1271820448877,900.0,1126.6149870801034,927.0642201834862,908.5286783042392,999.0820672538224,941.4999999999998,973.12661498708,941.4999999999998,927.5516356515111
2021-01-09 01:00:00,949.1271820448877,900.0,1128.9487312273436,927.0642201834862,908.5286783042392,997.0167813266826,941.4999999999998,975.1424132573796,941.4999999999998,927.5516356515111
2021-01-09 02:00:00,949.1271820448877,900.0,1116.2314388120842,927.0642201834862,898.2943562752105,997.0167813266826,941.4999999999998,964.15770609319,941.4999999999998,927.5516356515111
2021-01-09 03:00:00,949.1271820448877,899.539406345957,1115.6601842374619,927.0642201834862,897.834635519696,997.0167813266826,941.4999999999998,963.6642784032753,941.4999999999998,927.5516356515111
2021-01-09 04:00:00,949.1271820448877,921.2264150943395,1142.5576519916142,927.0642201834862,919.4805439232106,997.0167813266826,941.4999999999998,986.8972746331235,941.4999999999998,927.5516356515111
2021-01-09 05:00:00,949.1271820448877,935.4443853113356,1142.5576519916142,927.0642201834862,933.671568816118,997.0167813266826,941.4999999999998,1002.1287919105906,941.4999999999998,941.8672276865797
2021-01-09 06:00:00,949.1271820448877,911.6701244813277,1142.5576519916142,927.0642201834862,909.9423640069947,997.0167813266826,941.4999999999998,976.6597510373442,941.4999999999998,917.9297307173669
2021-01-09 07:00:00,949.1271820448877,936.4411294619072,1142.5576519916142,927.0642201834862,934.66642397735,997.0167813266826,941.4999999999998,1003.1965903036759,941.4999999999998,942.8708155690375
2021-01-09 08:00:00,949.1271820448877,948.0582524271842,1156.7317760454473,927.0642201834862,946.2615306394206,997.0167813266826,941.4999999999998,1015.6418554476805,941.4999999999998,954.567702709322
2021-01-09 09:00:00,933.0232213739248,931.9724284199363,1137.1053620298303,911.334604570617,930.2061918374792,997.0167813266826,941.4999999999998,998.4093319194061,941.4999999999998,938.37143203769
2021-01-09 10:00:00,915.071136511296,914.0405616224648,1115.2265797130838,893.7998253875111,912.3083087912044,997.0167813266826,941.4999999999998,979.1991679667186,941.4999999999998,920.3164434857429
2021-01-09 11:00:00,920.3356671083798,919.2991631799163,1121.642632211433,898.9419791946568,917.5569444589361,997.0167813266826,941.4999999999998,984.8326359832636,941.4999999999998,925.611151058098
2021-01-09 12:00:00,881.1626417181885,880.1702553830747,1073.9012082064398,860.6795514372478,878.5021921910296,997.0167813266826,941.4999999999998,942.914371557336,941.4999999999998,886.2135807827158
