Date,TRU,FIO,LSK,ROSE,AUDIO,WING,TWT,SKL,AVA,SAND
2021-01-02 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-08 00:00:00,,1023.397207430081,1023.397207430081,1023.397207430081,1023.397207430081,1000.0,,1023.397207430081,1023.397207430081,1023.397207430081
2021-01-08 01:00:00,,1046.2534293552812,1046.2534293552812,1046.2534293552812,1046.2534293552812,1000.0,,1046.2534293552812,1046.2534293552812,1046.2534293552812
2021-01-08 02:00:00,,1037.3156530239278,1046.2534293552812,1046.2534293552812,1037.3156530239278,1000.0,,1046.2534293552812,1037.3156530239278,1037.3156530239278
2021-01-08 03:00:00,,1032.0084566596192,1046.2534293552812,1046.2534293552812,1032.0084566596192,1000.0,,1046.2534293552812,1032.0084566596192,1032.0084566596192
2021-01-08 04:00:00,,1041.0322030283644,1046.2534293552812,1046.2534293552812,1041.0322030283644,1000.0,,1046.2534293552812,1041.0322030283644,1041.0322030283644
2021-01-08 05:00:00,,1019.8052897672669,1046.2534293552812,1046.2534293552812,1019.8052897672669,979.609743868299,,1046.2534293552812,1019.8052897672669,1019.8052897672669
2021-01-08 06:00:00,,998.7314837548081,1046.2534293552812,1046.2534293552812,998.7314837548081,959.3665602749816,,1046.2534293552812,998.7314837548081,998.7314837548081
2021-01-08 07:00:00,,1008.5537190082645,1046.2534293552812,1046.2534293552812,1008.5537190082645,968.801652892562,,1046.2534293552812,1008.5537190082645,1008.5537190082645
2021-01-08 08:00:00,,989.9411883999189,1046.2534293552812,1046.2534293552812,989.9411883999189,950.9227337254107,,1026.9451628634274,1008.5537190082645,989.9411883999189
2021-01-08 09:00:00,,956.4995885096212,1046.2534293552812,1046.2534293552812,956.4995885096212,918.799231884626,,992.2535168866954,1008.5537190082645,956.4995885096212
2021-01-08 10:00:00,,956.4995885096212,1046.2534293552812,1021.6521024903218,979.5320463940284,918.799231884626,,1016.1469274149297,1008.5537190082645,979.5320463940284
2021-01-08 11:00:00,,956.4995885096212,1046.2534293552812,1019.2329720152675,981.8569474615819,918.799231884626,,1018.5587332206052,1008.5537190082645,981.8569474615819
2021-01-08 12:00:00,,956.4995885096212,1046.2534293552812,1026.941387766288,974.4869440229977,918.799231884626,,1010.9132392556817,1008.5537190082645,974.4869440229977
2021-01-08 13:00:00,,956.4995885096212,1046.2534293552812,1027.7614319951201,974.4869440229977,918.799231884626,,1010.1066380913508,1008.5537190082645,973.7094071650841
2021-01-08 14:00:00,,956.4995885096212,1046.2534293552812,997.7478132198696,974.4869440229977,918.799231884626,,1040.4920272210818,1038.8923942081517,1002.999917810471
2021-01-08 15:00:00,,956.4995885096212,1046.2534293552812,996.271733607972,974.4869440229977,918.799231884626,,1042.0336237714134,1040.431620736734,1004.4859659231212
2021-01-08 16:00:00,,956.4995885096212,1046.2534293552812,996.271733607972,980.3371740931065,924.3151466208192,,1048.2893632425705,1046.677742750845,1010.5162919720119
2021-01-08 17:00:00,,956.4995885096212,1046.2534293552812,996.271733607972,995.5886038712862,938.6950231817956,,1064.5979477104572,1062.9612547055108,1026.2372282722954
2021-01-08 18:00:00,,952.8138099905473,1046.2534293552812,996.271733607972,991.752199617625,935.0778528306865,,1060.4956226344627,1058.865236467483,1022.2827225130889
2021-01-08 19:00:00,,976.5789350701604,1046.2534293552812,996.271733607972,1016.4885277698461,958.4006068658298,,1060.4956226344627,1085.2755010157618,1022.2827225130889
2021-01-08 20:00:00,,952.8936335410011,1046.2534293552812,996.271733607972,991.8352852959745,935.1561905220392,,1060.4956226344627,1058.9539446513284,1022.2827225130889
2021-01-08 21:00:00,,932.5420067854521,1046.2534293552812,996.271733607972,970.6519539997868,935.1561905220392,,1060.4956226344627,1036.337112431793,1022.2827225130889
2021-01-08 22:00:00,,926.7295275807356,1046.2534293552812,996.271733607972,970.6519539997868,935.1561905220392,,1060.4956226344627,1029.877684469025,1022.2827225130889
2021-01-08 23:00:00,,928.0149191663329,1046.2534293552812,996.271733607972,971.9982668311821,935.1561905220392,,1060.4956226344627,1031.3061445217297,1020.8667607839388
2021-01-09 00:00:00,,925.1465986223238,1046.2534293552812,999.36057021525,971.9982668311821,935.1561905220392,,1060.4956226344627,1028.1185701192062,1024.0318517079213
2021-01-09 01:00:00,,910.7751016344765,1046.2534293552812,1015.1298939471432,987.3358294620537,935.1561905220392,,1060.4956226344627,1012.1474765048308,1040.1904737935154
2021-01-09 02:00:00,,895.0436620052062,1046.2534293552812,1032.9719896128672,1004.6894119232715,935.1561905220392,,1079.1350740632383,994.665073995167,1058.4730384728346
2021-01-09 03:00:00,,895.0436620052062,1046.2534293552812,1026.916244159125,998.7994716346121,935.1561905220392,,1072.8086998880958,1000.5306336589686,1052.2677944245006
2021-01-09 04:00:00,,895.0436620052062,1082.5423996527388,992.4919730227505,965.3177305306223,935.1561905220392,,1036.846022530071,1035.2337232047973,1016.9936889953817
2021-01-09 05:00:00,,895.0436620052062,1090.0864046645452,992.4919730227505,958.6371942300622,935.1561905220392,,1029.6704706132987,1042.448044231626,1009.9555262828419
2021-01-09 06:00:00,,895.0436620052062,1069.8808288283576,992.4919730227505,976.7418429025856,935.1561905220392,,1049.1166408966226,1023.125481430295,1029.0293636931565
2021-01-09 07:00:00,,895.0436620052062,1059.1644456716972,992.4919730227505,986.624293051343,935.1561905220392,,1059.731362666996,1012.8774197949102,1029.0293636931565
2021-01-09 08:00:00,,895.0436620052062,1055.7382348051071,992.4919730227505,989.8262068995405,935.1561905220392,,1063.170532520597,1009.6009393235288,1029.0293636931565
2021-01-09 09:00:00,,873.1112741676872,1029.8681444356962,992.4919730227505,1014.6904514738142,935.1561905220392,,1089.8771724948565,984.8614095080119,1003.8137546019182
2021-01-09 10:00:00,,883.2969414972752,1041.8825286532883,981.0471320077233,1002.9896304976855,935.1561905220392,,1077.3093419187346,984.8614095080119,1003.8137546019182
2021-01-09 11:00:00,,870.4662017559468,1026.7481803518813,995.507843290224,1017.7737759202265,935.1561905220392,,1093.1889656872129,984.8614095080119,1003.8137546019182
2021-01-09 12:00:00,,865.3574769917898,1020.7222440835508,1001.3849238114541,1023.782305610671,935.1561905220392,,1099.6427165236,990.6756377382997,1003.8137546019182
2021-01-09 13:00:00,,871.5155271663696,1027.9858998102302,994.3092281839204,1016.5483521017807,935.1561905220392,,1091.8727401876868,983.6756129610454,1003.8137546019182
2021-01-09 14:00:00,,861.432651597431,1016.0927624061147,1005.9473942160932,1028.4468220808844,935.1561905220392,,1104.6528651992162,995.1893149170756,1003.8137546019182
2021-01-09 15:00:00,,885.0410021170619,1043.9397148647429,979.113881836266,1001.0131404679341,935.1561905220392,,1075.1863975646597,968.6427728656305,1003.8137546019182
2021-01-09 16:00:00,,848.3248153454092,1000.6315681713876,1021.49072559461,1044.3378019200863,935.1561905220392,,1121.7213378059764,1010.5664185261261,1003.8137546019182
2021-01-09 17:00:00,,845.763738126358,1000.6315681713876,1024.5839258689418,1047.5001859676886,937.9879591446883,,1125.1180487724962,1013.6265386473302,1006.853426821463
2021-01-09 18:00:00,,848.6781769391988,1000.6315681713876,1021.0654105568894,1043.902974113541,934.7668223364251,,1121.2542900480803,1010.1456520094605,1003.3957996717309
2021-01-09 19:00:00,,839.8371167132715,990.207541492543,1031.8142815101921,1054.8922586789593,944.6072183001302,,1133.0578606567353,1020.7795694306445,1013.9586606346489
2021-01-09 20:00:00,,835.0183791583592,984.526022811848,1037.7686920382805,1060.979847970594,950.0583728987295,,1139.5965292672854,1026.6703006639625,1019.8100296572727
2021-01-09 21:00:00,,835.0183791583592,984.526022811848,1011.5538197133194,1034.1786431671637,926.0591338217794,,1110.8094038260328,1000.735782636758,994.0488075966306
2021-01-09 22:00:00,,835.0183791583592,984.526022811848,1019.0934953820027,1034.1786431671637,932.9615698394862,,1119.0888868069237,1008.1948254321928,1001.4580086317708
2021-01-09 23:00:00,,835.0183791583592,984.526022811848,1079.8748807726206,1095.8597459883795,988.6058232745385,,1185.8342572990316,1068.3261858138526,1061.1875677458258
2021-01-10 00:00:00,,816.7806616859613,984.526022811848,1056.2892286808415,1071.9249669038109,967.0135875268401,,1159.9343361793206,1044.9927698896718,1038.0100670717968
2021-01-10 01:00:00,,821.7138147727576,984.526022811848,1062.6689542466509,1078.399128459473,972.8541103110539,,1166.9400525477674,1051.3042676396553,1044.2793910246082
2021-01-10 02:00:00,,810.5021032118573,984.526022811848,1048.1695779607207,1063.6851249238778,959.5801948923867,,1151.0179698922072,1036.9599545715112,1030.030927495492
2021-01-10 03:00:00,,826.8562531420238,1004.3915927140234,1069.3193348364637,1085.147951414466,978.942412849749,,1174.242981125784,1057.8835259002437,1050.8146862966291
2021-01-10 04:00:00,,833.2843011036066,1012.1998148876393,1077.63231057373,1093.5839801082075,986.552791023118,,1183.3716418483052,1066.1075987259796,1058.9838053866558
2021-01-10 05:00:00,,851.9704870384406,1034.898135159778,1101.7979377169465,1093.5839801082075,1008.6759833875632,,1157.416866576155,1090.0147871728864,1082.7312446018495
2021-01-10 06:00:00,,851.462222781013,1034.280740848376,1101.140632658651,1093.5839801082075,1008.0742325552503,,1157.416866576155,1089.3645116471307,1082.0853142551962
2021-01-10 07:00:00,,878.7590031946183,1067.4384471019157,1136.441780789461,1093.5839801082075,1040.3917919612315,,1157.416866576155,1124.288132530372,1116.775573460751
