Date,ASR,TRU,SNX,OXT,STRAX,HARD,TWT,DIA,FIO,SC
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-08 00:00:00,947.050478238982,,947.050478238982,947.050478238982,947.050478238982,947.050478238982,,947.050478238982,947.050478238982,947.050478238982
2021-01-08 01:00:00,919.1341357374948,,919.1341357374948,919.1341357374948,919.1341357374948,919.1341357374948,,919.1341357374948,919.1341357374948,919.1341357374948
2021-01-08 02:00:00,1000.6407029426572,,1000.6407029426572,1000.6407029426572,1000.6407029426572,1000.6407029426572,,1000.6407029426572,1000.6407029426572,1000.6407029426572
2021-01-08 03:00:00,984.5773648803257,,984.5773648803257,984.5773648803257,984.5773648803257,984.5773648803257,,984.5773648803257,984.5773648803257,984.5773648803257
2021-01-08 04:00:00,986.8198251796256,,986.8198251796256,986.8198251796256,986.8198251796256,986.8198251796256,,986.8198251796256,986.8198251796256,986.8198251796256
2021-01-08 05:00:00,1121.504736625326,,1121.504736625326,1121.504736625326,1121.504736625326,1121.504736625326,,1121.504736625326,1121.504736625326,1121.504736625326
2021-01-08 06:00:00,1108.7822067639922,,1108.7822067639922,1108.7822067639922,1108.7822067639922,1108.7822067639922,,1108.7822067639922,1108.7822067639922,1108.7822067639922
2021-01-08 07:00:00,1198.3433252482723,,1198.3433252482723,1198.3433252482723,1198.3433252482723,1198.3433252482723,,1198.3433252482723,1198.3433252482723,1198.3433252482723
2021-01-08 08:00:00,1106.9516269278292,,1106.9516269278292,1106.9516269278292,1106.9516269278292,1106.9516269278292,,1106.9516269278292,1106.9516269278292,1106.9516269278292
2021-01-08 09:00:00,1070.2942657086633,,1070.2942657086633,1070.2942657086633,1070.2942657086633,1070.2942657086633,,1070.2942657086633,1070.2942657086633,1070.2942657086633
2021-01-08 10:00:00,1071.9417875612098,,1071.9417875612098,1071.9417875612098,1071.9417875612098,1071.9417875612098,,1071.9417875612098,1071.9417875612098,1071.9417875612098
2021-01-08 11:00:00,1046.084847375406,,1046.084847375406,1046.084847375406,1046.084847375406,1046.084847375406,,1046.084847375406,1046.084847375406,1046.084847375406
2021-01-08 12:00:00,1033.4996110017846,,1033.4996110017846,1033.4996110017846,1033.4996110017846,1033.4996110017846,,1033.4996110017846,1033.4996110017846,1033.4996110017846
2021-01-08 13:00:00,998.3524781474532,,998.3524781474532,998.3524781474532,998.3524781474532,998.3524781474532,,998.3524781474532,998.3524781474532,998.3524781474532
2021-01-08 14:00:00,990.3436913642395,,990.3436913642395,990.3436913642395,990.3436913642395,990.3436913642395,,990.3436913642395,990.3436913642395,990.3436913642395
2021-01-08 15:00:00,988.9707564871172,,988.9707564871172,988.9707564871172,988.9707564871172,988.9707564871172,,988.9707564871172,988.9707564871172,988.9707564871172
2021-01-08 16:00:00,1011.1665370005949,,1011.1665370005949,1011.1665370005949,1011.1665370005949,1011.1665370005949,,1011.1665370005949,1011.1665370005949,1011.1665370005949
2021-01-08 17:00:00,971.0310740927189,,971.0310740927189,971.0310740927189,971.0310740927189,971.0310740927189,,971.0310740927189,971.0310740927189,971.0310740927189
2021-01-08 18:00:00,971.0310740927189,,1064.5279392247496,1064.5279392247496,1064.5279392247496,1064.5279392247496,,1064.5279392247496,971.0310740927189,1064.5279392247496
2021-01-08 19:00:00,899.2713726024396,,985.8587707656399,985.8587707656399,985.8587707656399,985.8587707656399,,985.8587707656399,899.2713726024396,985.8587707656399
2021-01-08 20:00:00,899.2713726024396,,977.8957484783305,977.8957484783305,977.8957484783305,977.8957484783305,,977.8957484783305,899.2713726024396,977.8957484783305
2021-01-08 21:00:00,899.2713726024396,,977.1635165438652,977.1635165438652,977.8957484783305,977.8957484783305,,977.1635165438652,899.2713726024396,977.1635165438652
2021-01-08 22:00:00,893.5797816366013,,977.1635165438652,977.1635165438652,977.8957484783305,977.8957484783305,,977.1635165438652,893.5797816366013,977.1635165438652
2021-01-08 23:00:00,967.7070027117875,,1058.2244553721687,977.1635165438652,1059.0174298610202,1059.0174298610202,,1058.2244553721687,967.7070027117875,977.1635165438652
2021-01-09 00:00:00,973.5457256911874,,1064.6093212743788,983.059296012948,1065.4070802262518,1065.4070802262518,,1064.6093212743788,973.5457256911874,983.059296012948
2021-01-09 01:00:00,973.8419814275644,,1064.9332882027982,983.3584467851789,1065.73128991745,1065.73128991745,,1064.9332882027982,973.8419814275644,983.3584467851789
2021-01-09 02:00:00,961.4080887145648,,1051.3363530690253,970.8030490318132,1052.1241659975146,1052.1241659975146,,1051.3363530690253,961.4080887145648,970.8030490318132
2021-01-09 03:00:00,985.5888691000561,,1077.7789571653104,995.2201260272753,1078.5865847090836,1078.5865847090836,,1077.7789571653104,985.5888691000561,995.2201260272753
2021-01-09 04:00:00,1006.4599196879805,,1100.602245701571,1016.295130268549,1101.4269757470577,1101.4269757470577,,1100.602245701571,1006.4599196879805,1016.295130268549
2021-01-09 05:00:00,1002.257143115528,,1096.006349488181,1012.0512838116387,1096.8276356249276,1096.8276356249276,,1096.006349488181,1002.257143115528,1012.0512838116387
2021-01-09 06:00:00,969.5148875439176,,1060.201446275919,978.9890681779033,1060.995902211682,1060.995902211682,,1060.201446275919,969.5148875439176,978.9890681779033
2021-01-09 07:00:00,972.9537546393356,,1063.9619783883747,982.4615401704268,1064.7592522575305,1064.7592522575305,,1063.9619783883747,972.9537546393356,982.4615401704268
2021-01-09 08:00:00,939.4413791187088,,1027.314919687586,948.6216789110707,1028.0847322913237,1028.0847322913237,,1027.314919687586,939.4413791187088,948.6216789110707
2021-01-09 09:00:00,958.8635379679046,,1048.553789937307,968.233632722266,1049.3395177679083,1049.3395177679083,,1048.553789937307,958.8635379679046,968.233632722266
2021-01-09 10:00:00,970.9857065894962,,1061.8098429074373,980.4742601903097,1062.6055040860867,1062.6055040860867,,1061.8098429074373,970.9857065894962,980.4742601903097
2021-01-09 11:00:00,969.3680506768623,,1060.0408745706065,978.8407964086922,1060.8352101828737,1060.8352101828737,,1060.0408745706065,969.3680506768623,978.8407964086922
2021-01-09 12:00:00,949.7572512146851,,1038.5957186276191,959.0383585726554,1039.3739844340093,1039.3739844340093,,1038.5957186276191,949.7572512146851,959.0383585726554
2021-01-09 13:00:00,949.7572512146851,,1041.6872373614417,961.8930642091273,1042.4678197798466,1042.4678197798466,,1041.6872373614417,952.58433039675,961.8930642091273
2021-01-09 14:00:00,949.7572512146851,,1051.86302191637,971.2893745748611,1052.6512295011705,1052.6512295011705,,1051.86302191637,961.8897078352514,971.2893745748611
2021-01-09 15:00:00,949.7572512146851,,1078.720248830957,996.0893139102685,1079.528581726297,1079.528581726297,,1078.720248830957,986.449645404947,996.0893139102685
2021-01-09 16:00:00,949.7572512146851,,1064.5013760960494,982.9596195317299,1065.2990541598158,1065.2990541598158,,1064.5013760960494,973.4470138305343,982.9596195317299
2021-01-09 17:00:00,949.7572512146851,,1015.4901409050914,937.7026887490146,1016.2510926779689,1016.2510926779689,,1015.4901409050914,928.6280576392749,937.7026887490146
2021-01-09 18:00:00,949.7572512146851,,1016.0798278971486,938.247205190582,1016.8412215486264,1016.8412215486264,,1016.0798278971486,929.167304515233,938.247205190582
2021-01-09 19:00:00,949.7572512146851,,1019.48386305567,941.3904882143803,1020.2478075015715,1020.2478075015715,,1019.48386305567,932.2801683728535,941.3904882143803
2021-01-09 20:00:00,949.7572512146851,,998.3971110976452,921.9190002978164,999.1452543056615,999.1452543056615,,1019.48386305567,912.9971160575955,921.9190002978164
2021-01-09 21:00:00,957.479589189946,,990.3447619797461,914.4834683172992,991.0868712056583,991.0868712056583,,1019.48386305567,905.6335415435946,921.9190002978164
2021-01-09 22:00:00,923.7903252744804,,1026.4611675544866,947.8333249542128,1027.2303404039092,991.0868712056583,,983.6129564506548,905.6335415435946,921.9190002978164
2021-01-09 23:00:00,937.4286063769879,,1011.5275866410336,934.043669682213,1012.2855690963661,991.0868712056583,,998.1344226634089,905.6335415435946,921.9190002978164
2021-01-10 00:00:00,932.7771396433513,,1016.5717571287618,938.701452203504,1017.3335194046172,991.0868712056583,,998.1344226634089,905.6335415435946,921.9190002978164
2021-01-10 01:00:00,945.5122233218516,,1002.8795741268843,926.0581026538366,1003.6310762431277,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 02:00:00,924.0612845016826,,1026.160181971194,947.5553951355379,1026.9291292787786,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 03:00:00,923.6096857896791,,1026.661922721229,948.0187020958035,1027.4312460053964,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 04:00:00,925.4160806376933,,1024.6578978867155,946.1681873542541,1025.4257194662487,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 05:00:00,943.1639100194333,,1005.3765689966278,928.3638254854382,1006.1299422218035,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 06:00:00,943.5703488602364,,1004.9435073942077,927.9639367887133,1005.6965561071296,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 07:00:00,951.7894454187011,,996.2654034681426,919.9505833774614,997.0119492931469,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
2021-01-10 08:00:00,939.5511203234048,,1009.2424726505442,931.9335974651947,1009.998742768679,991.0868712056583,,984.6905717205289,905.6335415435946,921.9190002978164
