Date,ZRX,DCR,ATOM,XRP,RIF,LTC,OG,BTC,PAXG,SUSHI
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,989.3955461293745,1010.7181136120042,989.3955461293745,1010.7181136120042,1000.0,1000.0,1000.0,1010.7181136120042,1000.0,1000.0
2021-01-08 01:00:00,971.049840933192,1029.8132576171236,971.049840933192,1029.8132576171236,1000.0,1000.0,1000.0,1029.8132576171236,1000.0,1000.0
2021-01-08 02:00:00,971.6861081654296,1029.1389282985922,971.6861081654296,1029.8132576171236,1000.0,1000.6552364311456,1000.0,1029.1389282985922,1000.0,1000.0
2021-01-08 03:00:00,981.2301166489926,1019.1289311574623,981.2301166489926,1029.8132576171236,1000.0,1010.4837828983293,1000.0,1019.1289311574623,1000.0,1000.0
2021-01-08 04:00:00,959.49098621421,1042.2192749778956,959.49098621421,1029.8132576171236,1000.0,988.0965381675222,1000.0,1042.2192749778956,1000.0,1000.0
2021-01-08 05:00:00,946.5535524920466,1056.4642617073716,946.5535524920466,1029.8132576171236,1000.0,974.7733974008955,1000.0,1056.4642617073716,1000.0,1000.0
2021-01-08 06:00:00,946.5535524920466,1025.3343481570075,946.5535524920466,1029.8132576171236,1000.0,974.7733974008955,970.5338697401327,1025.3343481570075,970.5338697401327,970.5338697401327
2021-01-08 07:00:00,946.5535524920466,1046.266503938755,946.5535524920466,1029.8132576171236,1000.0,974.7733974008955,990.3472761566625,1046.266503938755,970.5338697401327,990.3472761566625
2021-01-08 08:00:00,946.5535524920466,1025.1114251549081,946.5535524920466,1008.9908567130268,1000.0,974.7733974008955,970.322861180563,1025.1114251549081,970.5338697401327,970.322861180563
2021-01-08 09:00:00,946.5535524920466,982.2916666666666,946.5535524920466,966.8444678024099,1000.0,974.7733974008955,929.7916666666666,982.2916666666666,970.5338697401327,929.7916666666666
2021-01-08 10:00:00,946.5535524920466,1028.1290885303097,946.5535524920466,1011.9610652968964,1000.0,974.7733974008955,888.3384548611111,1028.1290885303097,927.2642347142184,973.1792411687745
2021-01-08 11:00:00,946.5535524920466,1035.5809356468262,946.5535524920466,1019.2957270923715,1000.0,981.8385241556132,888.3384548611111,1035.5809356468262,927.2642347142184,980.232813529541
2021-01-08 12:00:00,946.5535524920466,995.1456310679611,946.5535524920466,979.4962949454552,1000.0,943.501646365662,888.3384548611111,995.1456310679611,927.2642347142184,941.9586323343182
2021-01-08 13:00:00,946.5535524920466,899.9809123878601,946.5535524920466,979.4962949454552,1000.0,853.2755870357905,888.3384548611111,899.9809123878601,927.2642347142184,851.8801297957624
2021-01-08 14:00:00,898.8554922023156,899.9809123878601,898.8554922023156,930.138207168093,1000.0,810.2779243182015,843.5739287906142,854.6297077933964,880.5381881472106,808.9527859770792
2021-01-08 15:00:00,925.3243021737004,899.9809123878601,925.3243021737004,957.528206635455,1000.0,834.1383697277727,868.414849507765,879.796190646006,906.4676041398873,832.774209724947
2021-01-08 16:00:00,932.189932063889,899.9809123878601,932.189932063889,964.6327798761359,1000.0,840.3274272401528,874.8582282603364,886.3240155497546,913.1933229639263,838.9531455776362
2021-01-08 17:00:00,904.3660635615461,899.9809123878601,904.3660635615461,935.8405620060081,1000.0,815.2454573215593,848.7455880525466,859.8691462029843,885.9364624665052,813.9121950167378
2021-01-08 18:00:00,905.1790986801209,900.7900052069082,905.1790986801209,936.6818930476676,1000.0,815.9783720269728,849.5086197469301,860.6421780994806,886.7329291693518,814.6439111045562
2021-01-08 19:00:00,871.3026354061643,867.0778044132364,871.3026354061643,901.6264329785184,1000.0,785.4402593014124,817.7156324809521,828.4325157454582,853.5468165507384,784.1557407787868
2021-01-08 20:00:00,879.2523121211194,874.9889341994849,879.2523121211194,909.8527809414121,1000.0,792.6065364210106,825.176386826035,835.9910498445355,861.334490978573,791.3102980819007
2021-01-08 21:00:00,905.4501103863125,901.0597028132576,905.4501103863125,936.9623367282207,1000.0,816.2226769287771,849.7629636450579,860.8998553983129,886.9984180703007,814.8878164671622
2021-01-08 22:00:00,905.630784857107,901.2395012174904,905.630784857107,937.1492991819229,1000.0,816.3855468633135,849.9325262438097,861.0716402642009,887.1754106709332,815.0504200422331
2021-01-08 23:00:00,898.8554922023156,894.4970610587561,898.8554922023156,930.138207168093,1000.0,810.2779243182015,843.5739287906142,854.6297077933964,880.5381881472106,808.9527859770792
2021-01-09 00:00:00,918.1876605773202,913.7354903116781,918.1876605773202,950.1431897142209,1000.0,827.7050073135879,861.7171268570656,873.0106884434254,899.4763964148993,826.3513685096515
2021-01-09 01:00:00,924.9629532321117,920.4779304704125,924.9629532321117,957.1542817280507,1000.0,833.8126298587,868.0757243102612,879.4526209142298,906.113618938622,832.4490025748055
2021-01-09 02:00:00,922.9755340533728,918.5001480238504,922.9755340533728,955.0976947373273,1000.0,832.0210605788004,866.2105357239906,877.5629873894605,904.1667003316635,830.660363249027
2021-01-09 03:00:00,931.1962224745195,926.680975416448,922.9755340533728,963.6044863807741,1000.0,839.431642600203,873.9256339672011,885.3791987873699,912.2198636604468,830.660363249027
2021-01-09 04:00:00,942.0366907221857,937.4688796704229,922.9755340533728,974.8222336029019,1000.0,849.2038386723824,884.099389892314,895.6862907406571,922.8394196984032,830.660363249027
2021-01-09 05:00:00,934.9903863612027,930.4567419053392,922.9755340533728,967.5306979085188,1000.0,842.8519112254658,877.4864485409905,888.9866809710204,915.9367082737315,824.447138437613
2021-01-09 06:00:00,948.5409716707854,943.941622222808,922.9755340533728,981.5528819361787,1000.0,855.0671563156901,890.2036434473819,901.8705459126295,929.2111533211771,836.3956476903322
2021-01-09 07:00:00,941.1333183682136,936.5698876492585,922.9755340533728,973.8874213343913,1000.0,848.3894889997008,883.2515768985547,894.8273664112166,921.9544566952402,829.8637959655125
2021-01-09 08:00:00,952.1544610866741,947.5375903074663,922.9755340533728,985.2921310102212,1000.0,858.3245550064165,893.5948954224195,905.3062432303918,932.7510053338292,829.8637959655125
2021-01-09 09:00:00,952.1544610866741,919.219341640782,922.9755340533728,955.8455445521357,1000.0,832.6725403169457,866.888786118998,878.250126853013,904.8746707341938,829.8637959655125
2021-01-09 10:00:00,964.7982721842475,919.219341640782,935.2318735205367,943.3190601540933,1000.0,821.7602547030123,855.5280920026221,866.740540838509,893.0161664918094,829.8637959655125
2021-01-09 11:00:00,956.7393243525198,919.219341640782,927.4198934449425,943.3190601540933,1000.0,821.7602547030123,862.7345024495769,866.740540838509,893.0161664918094,829.8637959655125
2021-01-09 12:00:00,954.114010643987,919.219341640782,924.8750328984454,943.3190601540933,1000.0,821.7602547030123,865.1083788321032,866.740540838509,893.0161664918094,829.8637959655125
2021-01-09 13:00:00,941.7468915274949,919.219341640782,912.8869061419749,943.3190601540933,1000.0,821.7602547030123,876.4690729484794,866.740540838509,893.0161664918094,819.1071942379656
2021-01-09 14:00:00,948.9063708198092,912.2838503805788,919.8269820366215,943.3190601540933,1000.0,821.7602547030123,869.856131597156,866.740540838509,886.2783776558294,825.3343249543947
2021-01-09 15:00:00,945.1295373858113,915.9294291199163,916.1658902723751,943.3190601540933,1000.0,821.7602547030123,873.3321648715695,866.740540838509,889.8200358901266,822.0493324951062
2021-01-09 16:00:00,968.2525474501483,894.0559566838908,938.5802919637729,943.3190601540933,1000.0,821.7602547030123,852.4759652250881,866.740540838509,868.5700864843435,842.1611311817095
2021-01-09 17:00:00,967.5789469897875,894.6783725662166,937.927334098165,943.3190601540933,1000.0,821.7602547030123,852.4759652250881,866.740540838509,869.1747598414186,841.5752508479516
2021-01-09 18:00:00,973.0913907657415,889.6101289529912,943.270848145501,943.3190601540933,1000.0,821.7602547030123,852.4759652250881,866.740540838509,864.250991076664,846.3698324869655
2021-01-09 19:00:00,964.7982721842475,889.6101289529912,935.2318735205367,935.2796746449015,1000.0,814.7568475179503,852.4759652250881,866.740540838509,864.250991076664,839.1566915104636
