Date,STRAX,1INCH,UTK,AAVE,ASR,NEAR,HARD,BNT,TRU,SKL
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,1000.0,988.2278481012659,1000.0,988.2278481012659,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-08 01:00:00,968.489816831049,957.0886075949367,968.489816831049,957.0886075949367,1000.0,1000.0,1000.0,1000.0,,968.489816831049
2021-01-08 02:00:00,990.7775073651854,979.1139240506333,990.7775073651854,979.1139240506333,1000.0,1000.0,1000.0,1023.0128289908746,,990.7775073651854
2021-01-08 03:00:00,1010.7595747406175,998.860759493671,1010.7595747406175,998.860759493671,1000.0,1000.0,1000.0,1043.6450204999342,,1010.7595747406175
2021-01-08 04:00:00,994.3640322787242,982.6582278481013,994.3640322787242,982.6582278481013,1000.0,1000.0,983.7789887213281,1026.7160428514749,,994.3640322787242
2021-01-08 05:00:00,988.5999743819648,976.9620253164557,988.5999743819648,976.9620253164557,1000.0,994.2032719309544,978.0762894436699,1020.7644491469383,,988.5999743819648
2021-01-08 06:00:00,1002.9460740361218,991.1392405063295,1002.9460740361218,991.1392405063295,1000.0,1008.6306840139125,992.2696743125082,1035.5773045893407,,1002.9460740361218
2021-01-08 07:00:00,1000.7685410529012,988.9873417721518,1000.7685410529012,991.1392405063295,1002.1758607449127,1006.440808965606,990.1153212520592,1033.328924745404,,1000.7685410529012
2021-01-08 08:00:00,1006.5325989496605,994.6835443037975,1006.5325989496605,991.1392405063295,996.436752354289,1012.2375370346515,995.8180205297174,1039.2805184499405,,1000.7685410529012
2021-01-08 09:00:00,1056.7439477392088,1044.3037974683548,1056.7439477392088,991.1392405063295,949.090909090909,1062.7334793250036,1045.4948675706505,1091.1255124983475,,1000.7685410529012
2021-01-08 10:00:00,1059.6900217753298,1047.2151898734178,1059.6900217753298,991.1392405063295,949.090909090909,1065.6962514491822,1048.4095805347863,1094.1674381695545,,1000.7685410529012
2021-01-08 11:00:00,1061.0990137056488,1048.6075949367091,1061.0990137056488,992.4570855015634,949.090909090909,1067.1132294216154,1049.8035736915474,1095.622272186219,,1002.0991894212781
2021-01-08 12:00:00,1076.726015114641,1064.0506329113928,1076.726015114641,1007.0731845396119,963.068346429042,1067.1132294216154,1065.264225066532,1111.757704007407,,1016.8572895069128
2021-01-08 13:00:00,1066.9911617778919,1054.4303797468356,1066.9911617778919,997.9680736634505,954.3610903823361,1076.8491964607565,1055.63299961982,1101.706123528634,,1007.6637189617633
2021-01-08 14:00:00,1049.18662738568,1036.8354430379752,1049.18662738568,981.315305087314,938.4359773495459,1095.1231603611402,1038.0179951843877,1083.3223118635108,,1007.6637189617633
2021-01-08 15:00:00,1070.0653259894966,1057.4683544303798,1070.0653259894966,1000.8433718348695,957.1107501865587,1073.7555430354446,1058.6744392345709,1104.88030683772,,1007.6637189617633
2021-01-08 16:00:00,1057.8967593185607,1045.4430379746839,1057.8967593185607,989.4619832396686,946.2266801281771,1086.1065270030392,1046.6354074261822,1092.3158312392545,,1007.6637189617633
2021-01-08 17:00:00,1041.885487383118,1029.6202531645572,1041.885487383118,974.4864719301929,931.9055353145164,1102.7973698694493,1030.794576099354,1075.783626504431,,1007.6637189617633
2021-01-08 18:00:00,1041.6293070321506,1029.367088607595,1041.6293070321506,974.2468637492411,931.6763969974977,1103.0685940135397,1030.5411227981244,1075.5191112286734,,1007.4159531100388
2021-01-08 19:00:00,1007.0449596515954,995.1898734177221,1007.0449596515954,941.8997593207744,900.7427241999915,1140.9506240801447,996.3249271321763,1039.8095490014557,,973.9675631272911
2021-01-08 20:00:00,1023.952862815422,1011.8987341772153,1023.952862815422,957.7138992635801,900.7427241999915,1122.110808921454,1013.0528450133063,1057.2675572014284,,990.3201093410786
2021-01-08 21:00:00,1023.952862815422,1032.6582278481012,1044.9596515947223,977.3617701016117,900.7427241999915,1099.5530530176643,1033.8360157141044,1078.9578098135166,,1010.6369091824514
2021-01-08 22:00:00,1023.952862815422,1031.2658227848103,1043.550659664404,976.0439251063784,900.7427241999915,1101.0376588336937,1032.442022557344,1077.5029757968525,,1009.2741969979697
2021-01-08 23:00:00,1023.952862815422,1111.392405063291,1124.6317407454846,1051.8799143775623,900.7427241999915,1021.6576089428364,1032.442022557344,1161.2220605739983,,1087.6920890686351
2021-01-09 00:00:00,1012.9902695233211,1099.4936708860764,1112.5912642500323,1040.618329872837,891.0992371755272,1032.7140002899034,1021.3885430447714,1148.7898426134113,,1076.0470940376047
2021-01-09 01:00:00,1012.2905295259528,1098.73417721519,1111.822723197131,1039.899505329982,890.4836954505612,1032.7140002899034,1020.6830017992878,1147.9962967861397,,1075.303796482432
2021-01-09 02:00:00,1019.8710461641076,1106.9620253164555,1120.1485846035605,1047.6867712109088,897.1520641376907,1032.7140002899034,1028.326365292024,1156.5930432482473,,1083.356186663464
2021-01-09 03:00:00,1070.7188193061954,1162.1518987341778,1175.9959011143853,1099.9213546583603,941.8814294852082,1032.7140002899034,1079.5956957971505,1214.2573733633126,,1137.3691423393104
2021-01-09 04:00:00,1014.8562428496366,1101.5189873417728,1114.6407070577693,1042.5351953204502,892.7406817754363,978.8342479602156,1023.2699863660608,1150.905964819469,,1078.0292208513974
2021-01-09 05:00:00,1015.5559828470047,1102.2784810126589,1115.4092481106707,1043.2540198633048,893.3562235004022,979.5091509121531,1023.9755276115441,1151.6995106467405,,1078.7725184065696
2021-01-09 06:00:00,1049.0268793877817,1138.607594936709,1152.171128474446,1077.6377938298604,922.799636011267,1011.7920087798362,1023.9755276115441,1189.6574527178948,,1114.326918128972
2021-01-09 07:00:00,1143.2585323666954,1240.886075949367,1255.667990265147,1174.4394989343102,1005.692588306665,1102.678939640771,1023.9755276115441,1296.5216241237933,,1214.4243222254934
2021-01-09 08:00:00,1220.2299320771942,1324.4303797468363,1340.207506084284,1253.5101986483414,1073.4021780529063,1176.9182643539111,1023.9755276115441,1383.8116651236617,,1296.1870532944347
2021-01-09 09:00:00,1162.5013822943195,1261.772151898734,1276.8028692199305,1194.2071738628176,1022.6199857432248,1121.2387708190556,1023.9755276115441,1318.34413437376,,1234.8650049927282
2021-01-09 10:00:00,1118.651009125915,1214.1772151898742,1228.6409632381203,1149.160835843916,984.0460376453672,1078.9448524976312,1023.9755276115441,1268.615262531412,,1188.2850248686054
2021-01-09 11:00:00,1151.3055423364292,1249.620253164557,1264.506212373511,1182.7059811771408,1012.7713181437719,1110.4403235880538,1023.9755276115441,1305.647401137416,,1222.9722441099734
2021-01-09 12:00:00,1125.7650324324907,1221.898734177215,1236.4544639426153,1156.4688853629393,990.3040451825191,1085.8063658423298,1023.9755276115441,1276.682978442005,,1195.8418833461883
2021-01-09 13:00:00,1125.4151624338067,1221.518987341772,1236.0701934161648,1156.109473091512,989.9962743200362,1085.468914366361,1023.9755276115441,1276.2862055283692,,1195.4702345686023
2021-01-09 14:00:00,1104.6562091785518,1198.9873417721526,1213.2701421800955,1134.7843449868196,971.7352031460507,1065.4467934588788,1023.9755276115441,1252.7443459859815,,1173.4190737651616
2021-01-09 15:00:00,1102.0904958548679,1196.2025316455697,1210.4521583194569,1132.1486549963513,969.4782168211755,1062.9721493017735,1023.9755276115441,1249.8346779526519,,1170.6936493961964
2021-01-09 16:00:00,1107.9216624996025,1202.5316455696202,1216.8566670936339,1138.1388595201413,974.6077311958906,1068.5963405679202,1023.9755276115441,1256.4475598465813,,1176.8877956892977
2021-01-09 17:00:00,1129.8468490838054,1226.3291139240512,1240.93762008454,1160.662028529593,993.89470524482,1089.7432997286332,1023.9755276115441,1281.3119957677561,,1200.17778575136
2021-01-09 18:00:00,1176.7294289074728,1277.215189873418,1292.429870628923,1208.8232729008662,1035.1360008175304,1134.9617975084545,1023.9755276115441,1334.4795661949481,,1249.9787219478967
2021-01-09 19:00:00,1193.6398121772036,1295.569620253165,1311.0029460740363,1226.194866019858,1050.0115925042046,1151.2719521802808,1038.6907358874287,1353.6569236873436,,1267.9417461978912
