Date,DOT,CKB,KNC,ARDR,CTK,STRAX,LRC,SUSHI,BNT,HARD
2021-01-01 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,973.5760422783322,,973.5760422783322,973.5760422783322,973.5760422783322,973.5760422783322,973.5760422783322,973.5760422783322,973.5760422783322,973.5760422783322
2021-01-08 01:00:00,913.6817381092189,,913.6817381092189,913.6817381092189,913.6817381092189,913.6817381092189,913.6817381092189,913.6817381092189,913.6817381092189,913.6817381092189
2021-01-08 02:00:00,928.3617146212565,,928.3617146212565,928.3617146212565,928.3617146212565,928.3617146212565,928.3617146212565,928.3617146212565,928.3617146212565,928.3617146212565
2021-01-08 03:00:00,923.6641221374045,,923.6641221374045,923.6641221374045,923.6641221374045,923.6641221374045,923.6641221374045,923.6641221374045,923.6641221374045,923.6641221374045
2021-01-08 04:00:00,899.0017615971814,,899.0017615971814,899.0017615971814,899.0017615971814,923.6641221374045,899.0017615971814,899.0017615971814,899.0017615971814,899.0017615971814
2021-01-08 05:00:00,906.0481503229593,,906.0481503229593,906.0481503229593,899.0017615971814,923.6641221374045,906.0481503229593,906.0481503229593,906.0481503229593,906.0481503229593
2021-01-08 06:00:00,906.0481503229593,,906.0481503229593,931.297709923664,899.0017615971814,923.6641221374045,906.0481503229593,906.0481503229593,931.297709923664,931.297709923664
2021-01-08 07:00:00,906.0481503229593,,906.0481503229593,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,915.8651156228257,931.297709923664,921.3153258954785
2021-01-08 08:00:00,906.0481503229593,,892.3977073802406,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,902.0667711313331,931.297709923664,921.3153258954785
2021-01-08 09:00:00,906.0481503229593,,887.9385058442992,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,897.5592544735874,931.297709923664,921.3153258954785
2021-01-08 10:00:00,906.0481503229593,,872.140826905965,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,881.5904088418487,931.297709923664,921.3153258954785
2021-01-08 11:00:00,906.0481503229593,,897.4681488994464,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,907.192150512761,931.297709923664,921.3153258954785
2021-01-08 12:00:00,906.0481503229593,,845.1780902834264,921.3153258954785,899.0017615971814,923.6641221374045,906.0481503229593,854.3355329442411,931.297709923664,921.3153258954785
2021-01-08 13:00:00,924.9017087422836,,827.9496493050223,940.4865722726139,899.0017615971814,942.8842435849724,906.0481503229593,836.9204230705961,931.297709923664,940.4865722726139
2021-01-08 14:00:00,895.2746883690597,,855.348705088281,910.3603279656869,870.2043842600558,912.6811955959373,877.0250587284557,864.6163456150501,931.297709923664,910.3603279656869
2021-01-08 15:00:00,899.0454000529246,,851.7612629459095,914.1945772411141,873.8695050120537,916.5252198854508,880.7189067495744,860.990033800008,931.297709923664,914.1945772411141
2021-01-08 16:00:00,899.0454000529246,,851.7612629459095,914.1945772411141,873.8695050120537,916.5252198854508,880.7189067495744,860.990033800008,931.297709923664,914.1945772411141
2021-01-08 17:00:00,888.8106111967201,,861.5694229434683,903.787329207812,863.9213201137738,906.091439671057,870.6927478351097,870.9044644922504,931.297709923664,903.787329207812
2021-01-08 18:00:00,892.5813228805847,,857.9297210963931,907.6215784832389,867.5864408657715,909.9354639605704,874.386595856228,870.9044644922504,931.297709923664,907.6215784832389
2021-01-08 19:00:00,869.4183796797006,,857.9297210963931,884.0683329341869,845.0721276749276,886.3221718964156,851.6958151550706,870.9044644922504,907.1300566184633,884.0683329341869
2021-01-08 20:00:00,892.0426497828898,,857.9297210963931,907.0738285867494,867.0628521869147,909.3863176334971,873.8589032817827,870.9044644922504,930.735671474706,907.0738285867494
2021-01-08 21:00:00,917.360285374554,,882.2791757410371,932.8180737217598,891.6715200931859,935.1961950059455,898.6604542807222,870.9044644922504,957.1514785757394,932.8180737217598
2021-01-08 22:00:00,899.0454000529246,,864.664676636401,914.1945772411141,873.8695050120537,916.5252198854508,880.7189067495744,870.9044644922504,938.0421713111621,914.1945772411141
2021-01-08 23:00:00,879.1144954382103,,864.664676636401,893.9278310709993,854.4967238943507,896.2068057837363,861.1942814950901,870.9044644922504,917.2467486997102,893.9278310709993
2021-01-09 00:00:00,885.039899512855,,864.664676636401,899.9530799323849,854.4967238943507,902.2474153815433,861.1942814950901,870.9044644922504,923.4291716382498,887.9429216724717
2021-01-09 01:00:00,878.0371492428203,,864.664676636401,892.8323312780202,854.4967238943507,895.1085131295895,861.1942814950901,870.9044644922504,916.122671801794,895.0246750355036
2021-01-09 02:00:00,897.9680538575346,,864.664676636401,913.0990774481348,854.4967238943507,895.1085131295895,842.0795913839213,870.9044644922504,936.9180944132457,875.1591003646496
2021-01-09 03:00:00,898.5067269552297,,864.1462925376981,913.6468273446244,854.4967238943507,895.1085131295895,841.5747475041946,870.382339513538,937.4801328622038,874.6344246450066
2021-01-09 04:00:00,866.1863410935308,,896.3905571846271,880.7818335552494,854.4967238943507,895.1085131295895,872.9767903215154,902.859292480461,903.7578259247146,907.2700375048948
2021-01-09 05:00:00,867.8023603866156,,894.7213010259967,882.4250832447182,852.905482322853,895.1085131295895,871.351135218496,901.1779902598272,905.4439412715889,905.5805216063756
2021-01-09 06:00:00,893.1199959782798,,869.358272589192,908.1693283797287,828.7278238975367,869.7345082338772,846.6505903721331,875.6319314285774,931.8597483726223,879.9096624293552
2021-01-09 07:00:00,922.7470163515038,,841.4454267092121,938.2955726866555,802.1195166503888,841.809582400332,819.4668294436643,847.5176545876133,962.7718630653208,851.6580387086229
2021-01-09 08:00:00,932.4431321100136,,841.4454267092121,948.1550708234682,802.1195166503888,833.0559298970355,819.4668294436643,838.7046460477072,972.8885551465678,842.8019759144256
2021-01-09 09:00:00,924.3630356445888,,834.1538718850421,939.9388223761243,802.1195166503888,833.0559298970355,819.4668294436643,846.0359803663063,964.4579784121953,850.1691260535379
2021-01-09 10:00:00,929.7497666215387,,839.0149084344889,945.4163213410203,802.1195166503888,833.0559298970355,819.4668294436643,841.1342655322023,970.0783629017769,845.2434648365415
2021-01-09 11:00:00,931.9044590123184,,840.9593230542673,947.6073209269784,802.1195166503888,833.0559298970355,819.4668294436643,839.1894464211454,972.3265166976093,843.2891446866306
2021-01-09 12:00:00,915.2055929837742,,825.8901097509829,930.6270741358015,802.1195166503888,833.0559298970355,819.4668294436643,839.1894464211454,954.9033247799067,858.6758212524255
2021-01-09 13:00:00,915.2055929837742,,825.8901097509829,918.5765764130305,802.1195166503888,833.0559298970355,819.4668294436643,839.1894464211454,954.9033247799067,869.9405010780389
2021-01-09 14:00:00,915.2055929837742,,815.1958293422001,918.5765764130305,802.1195166503888,822.2688607635835,819.4668294436643,828.3229556493587,954.9033247799067,858.6758212524255
2021-01-09 15:00:00,915.2055929837742,,827.3701995534038,918.5765764130305,802.1195166503888,834.5488616710444,819.4668294436643,840.6933701602512,954.9033247799067,871.4995342340925
2021-01-09 16:00:00,915.2055929837742,,818.0848872134661,918.5765764130305,802.1195166503888,825.1829854916293,819.4668294436643,831.2585361182875,954.9033247799067,861.718972420479
2021-01-09 17:00:00,915.2055929837742,,809.4785003228511,918.5765764130305,802.1195166503888,816.5019254455455,819.4668294436643,822.5135602853657,954.9033247799067,852.6535478128994
2021-01-09 18:00:00,915.2055929837742,,794.6171623938026,918.5765764130305,802.1195166503888,801.51164339491,819.4668294436643,807.4129097236147,954.9033247799067,836.9995526723297
2021-01-09 19:00:00,915.2055929837742,,804.3076155937271,918.5765764130305,802.1195166503888,811.2861756314334,819.4668294436643,817.2594086226832,954.9033247799067,847.206864290285
2021-01-09 20:00:00,915.2055929837742,,799.6638071896062,913.2730165030246,802.1195166503888,806.6020753102357,819.4668294436643,812.5408208130834,954.9033247799067,842.3153696927661
2021-01-09 21:00:00,915.2055929837742,,799.6638071896062,910.1201752492742,802.1195166503888,803.8174881687734,819.4668294436643,809.7357316733376,954.9033247799067,839.407491546531
