Date,HARD,ASR,AXS,STRAX,KNC,TRU,CTK,EGLD,FIL,BNT
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,1000.0,996.6201943388256,1000.0,996.6201943388256,,1000.0,996.6201943388256,1000.0,1000.0
2021-01-08 01:00:00,1000.0,1000.0,956.9074778200268,1000.0,956.9074778200268,,1000.0,956.9074778200268,1000.0,1000.0
2021-01-08 02:00:00,1000.0,964.6507666098814,991.9729615547111,1036.644591611478,991.9729615547111,,1000.0,991.9729615547111,1000.0,1036.644591611478
2021-01-08 03:00:00,1000.0,964.6507666098814,982.2560202788346,1026.4900662251648,982.2560202788346,,1000.0,982.2560202788346,1000.0,1026.4900662251648
2021-01-08 04:00:00,1000.0,964.6507666098814,997.4651457541204,1026.4900662251648,997.4651457541204,,1000.0,997.4651457541204,1000.0,1042.3841059602648
2021-01-08 05:00:00,995.3409572215163,964.6507666098814,992.8179129700054,1026.4900662251648,992.8179129700054,,1000.0,992.8179129700054,995.3409572215163,1037.5275938189843
2021-01-08 06:00:00,1008.0474375264712,964.6507666098814,1005.4921841994092,1026.4900662251648,1005.4921841994092,,1000.0,992.8179129700054,1008.0474375264712,1050.7726269315665
2021-01-08 07:00:00,1013.9771283354506,959.0095340566073,1011.4068441064645,1026.4900662251648,1005.4921841994092,,1000.0,992.8179129700054,1008.0474375264712,1056.9536423841053
2021-01-08 08:00:00,1021.177467174926,952.2475423191688,1018.588931136461,1026.4900662251648,998.402442543917,,1000.0,992.8179129700054,1008.0474375264712,1064.459161147903
2021-01-08 09:00:00,1016.5184243964411,952.2475423191688,1013.941698352345,1026.4900662251648,1002.9784537389113,,1000.0,992.8179129700054,1008.0474375264712,1059.6026490066213
2021-01-08 10:00:00,1035.5781448538758,952.2475423191688,1032.9531051964527,1026.4900662251648,984.5187275964761,,1000.0,992.8179129700054,1008.0474375264712,1059.6026490066213
2021-01-08 11:00:00,1040.237187632358,952.2475423191688,1037.600337980566,1026.4900662251648,980.1092381813467,,1000.0,992.8179129700054,1008.0474375264712,1059.6026490066213
2021-01-08 12:00:00,1054.2143159678103,952.2475423191688,1051.5420363329122,1026.4900662251648,967.1146199169884,,1000.0,992.8179129700054,1008.0474375264712,1059.6026490066213
2021-01-08 13:00:00,1060.9911054637853,952.2475423191688,1058.3016476552598,1033.0886363575873,960.9374407079391,,1000.0,992.8179129700054,1014.5274531955835,1059.6026490066213
2021-01-08 14:00:00,1031.766200762388,952.2475423191688,1029.1508238276303,1004.6323026615103,988.1561120580404,,1000.0,992.8179129700054,986.5823856225319,1059.6026490066213
2021-01-08 15:00:00,1074.1211351122392,952.2475423191688,1071.398394592311,1045.8733659891582,949.1909656835123,,1000.0,992.8179129700054,1027.0824835544909,1059.6026490066213
2021-01-08 16:00:00,1082.5921219822096,952.2475423191688,1079.8479087452472,1054.1215786546877,949.1909656835123,,1007.8864353312302,1000.6477072363302,1035.1825031408828,1067.9591367748124
2021-01-08 17:00:00,1124.523506988564,989.130369662518,1121.6730038022827,1094.9502313490607,949.1909656835123,,1046.9242902208214,1039.40518885464,1075.2776000935237,1109.323751227359
2021-01-08 18:00:00,1143.5832274459967,1005.8952911822212,1140.6844106463884,1113.5087098465017,965.2789481527238,,1064.6687697160887,1057.0222259538707,1093.502644162905,1128.125848705788
2021-01-08 19:00:00,1083.8627700127056,953.3652037538163,1081.1153358681881,1055.3588105545177,914.8699364158595,,1009.0694006309153,1001.8221763762796,1036.397506078842,1069.2126099400414
2021-01-08 20:00:00,1091.9102075391777,960.4437261732469,1089.1423743134778,1063.1946125867712,921.6626401250825,,1016.5615141955844,1009.2604809292884,1044.0925246859144,1077.151273319823
2021-01-08 21:00:00,1169.8432867429046,1028.9936274982574,1166.8779045204906,1139.0781691096436,987.4446128880827,,1089.1167192429027,1081.294588179478,1118.6127048807198,1154.0309607871804
2021-01-08 22:00:00,1140.6183820415074,1003.2874145013786,1137.727080692861,1110.6218354135667,962.7763731019577,,1061.9085173501585,1054.281797960657,1090.667637307668,1125.2010779869217
2021-01-08 23:00:00,1414.654807285048,1244.3297305735628,1411.0688635403474,1377.4515151434505,1194.0858099370735,,1317.0347003154584,1307.5756424762699,1352.7032709274456,1395.5334572879012
2021-01-09 00:00:00,1412.9606099110547,1242.8395153273675,1409.378960709761,1375.8018726103455,1192.655767050922,,1315.457413249213,1306.0096836230055,1351.083267010168,1393.8621597342637
2021-01-09 01:00:00,1610.7581533248617,1416.8221453207364,1606.675116180821,1568.397638350462,1359.613274009189,,1499.6056782334397,1488.835379741693,1540.2187243524181,1588.9861491215238
2021-01-09 02:00:00,1522.236340533671,1338.958398707001,1518.377693282637,1482.2038159956765,1284.8935332077367,,1417.1924290220825,1407.0140296585964,1455.573519674622,1501.6608519439267
2021-01-09 03:00:00,1506.988564167725,1325.5464614912385,1503.1685678073522,1467.357033197724,1272.0231472323676,,1402.9968454258685,1392.920399979212,1440.9934844191173,1486.6191739611836
2021-01-09 04:00:00,1403.6425243540853,1234.6433314732883,1400.084495141529,1366.7288386782607,1184.7905311770833,,1306.7823343848577,1297.3969099300461,1342.1732454651349,1384.6700231892517
2021-01-09 05:00:00,1518.424396442185,1335.6054144030606,1514.5754119138164,1478.492120296189,1281.6759367138948,,1413.6435331230296,1403.4906222387508,1451.9285108607464,1497.9004324482414
2021-01-09 06:00:00,1487.0817450232948,1308.036432348437,1483.3122095479525,1447.9737334337294,1255.2201433200796,,1384.4637223974778,1374.5203834533488,1421.9584383910965,1466.981427705935
2021-01-09 07:00:00,1468.44557390936,1291.6440646402823,1464.7232784114929,1429.827665569564,1239.4896715724055,,1367.1135646687708,1357.2948360674336,1404.1383953010343,1448.5971546159144
2021-01-09 08:00:00,1431.5967810249883,1259.2318830355212,1427.9678918462193,1393.9479404745093,1208.3862387985948,,1332.8075709779184,1323.2352310089193,1368.9033101002287,1412.2464328242827
2021-01-09 09:00:00,1489.3189042365223,1210.427333722606,1372.6235741444873,1339.9221475152904,1161.5523342771107,,1281.15141955836,1271.9500785644907,1315.848181809362,1357.5114379426313
2021-01-09 10:00:00,1481.5667850166737,1216.7607485189394,1379.805661174484,1346.9331282809915,1167.6300165432585,,1287.8548895899066,1278.605403690868,1322.733198457796,1364.614452545595
2021-01-09 11:00:00,1481.5667850166737,1216.7607485189394,1379.805661174484,1346.9331282809915,1167.6300165432585,,1287.8548895899066,1278.605403690868,1322.733198457796,1364.614452545595
2021-01-09 12:00:00,1466.3021575346854,1229.427578111603,1394.169835234474,1346.9331282809915,1179.7853810755507,,1301.261829652997,1291.9160539436189,1336.503231754661,1378.8204817515182
2021-01-09 13:00:00,1427.3737816709315,1262.9574211510114,1432.1926489226882,1346.9331282809915,1211.961346013976,,1336.7507886435342,1327.1501281420824,1372.9533198934255,1416.424676708379
2021-01-09 14:00:00,1415.2667797205204,1273.7614816859314,1444.4444444444455,1346.9331282809915,1222.329156938579,,1348.186119873818,1338.5033298282533,1384.6983482936935,1428.5415839722557
2021-01-09 15:00:00,1415.2667797205204,1244.3297305735628,1411.0688635403474,1315.8106605611324,1222.329156938579,,1317.0347003154584,1307.5756424762699,1352.7032709274456,1395.5334572879012
2021-01-09 16:00:00,1415.2667797205204,1210.7998875341557,1373.046049852135,1315.8106605611324,1222.329156938579,,1281.5457413249223,1272.341568277808,1316.2531827886826,1357.9292623310419
2021-01-09 17:00:00,1401.4677130078285,1222.721609503722,1373.046049852135,1302.9813061619996,1210.4112614413114,,1281.5457413249223,1284.869239103927,1316.2531827886826,1357.9292623310419
2021-01-09 18:00:00,1416.1382494124662,1210.054779911058,1373.046049852135,1316.620888800394,1223.08182267561,,1281.5457413249223,1271.5585888511755,1316.2531827886826,1357.9292623310419
2021-01-09 19:00:00,1424.9123401771044,1210.054779911058,1373.046049852135,1324.7783912093191,1230.6597769672812,,1281.5457413249223,1271.5585888511755,1324.40840696953,1366.3427026181
