Date,ATM,UTK,ASR,DIA,AUDIO,XRP,MDT,TFUEL,TRU,HARD
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,1000.0,1000.0,1000.0,987.4088800530152,1012.7516778523491,1000.0,987.4088800530152,1000.0,,1000.0
2021-01-08 01:00:00,1000.0,1000.0,1000.0,960.9012591119945,1040.6896551724142,1027.586206896552,960.9012591119945,1000.0,,1000.0
2021-01-08 02:00:00,1000.0,1000.0,991.1141490088859,969.5162359178261,1031.442241968558,1018.4552289815449,969.5162359178261,1000.0,,1000.0
2021-01-08 03:00:00,997.9536152796719,1000.0,989.085948158253,971.5043074884034,1029.3315143246925,1016.3710777626189,971.5043074884034,1000.0,,1000.0
2021-01-08 04:00:00,1004.8076923076923,1000.0,995.8791208791209,964.8774022531475,1036.4010989010992,1023.3516483516485,971.5043074884034,1000.0,,1000.0
2021-01-08 05:00:00,987.1794871794866,1000.0,978.4075573549251,982.1073558648114,1018.2186234817812,1005.3981106612682,971.5043074884034,1000.0,,1000.0
2021-01-08 06:00:00,983.8601210490914,1000.0,975.1176866173496,985.4208084824392,1014.7948890383318,1005.3981106612682,971.5043074884034,1000.0,,1000.0
2021-01-08 07:00:00,980.5630026809646,1000.0,971.849865951742,988.7342611000664,1011.3941018766754,1005.3981106612682,971.5043074884034,1000.0,,1000.0
2021-01-08 08:00:00,969.5162359178261,1000.0,960.9012591119945,1000.0,1000.0,1005.3981106612682,971.5043074884034,1000.0,,1000.0
2021-01-08 09:00:00,955.584585238406,1000.0,947.0934030045719,1014.5791915175613,985.6303069888962,1005.3981106612682,971.5043074884034,1000.0,,1000.0
2021-01-08 10:00:00,953.0944625407161,1002.6126714565648,947.0934030045719,1017.2299536116637,983.0618892508139,1005.3981106612682,974.042529062508,1000.0,,1000.0
2021-01-08 11:00:00,985.8490566037727,969.3011103853696,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,941.6802039926789,1000.0,,966.7752442996745
2021-01-08 12:00:00,968.8741721854303,986.2834748530371,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,958.1786442243558,1000.0,,983.7133550488594
2021-01-08 13:00:00,959.3442622950818,996.0809928151536,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,967.696975127247,1000.0,,993.4853420195436
2021-01-08 14:00:00,959.3442622950818,980.4049640757678,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,952.4676456826218,984.2622950819675,,977.8501628664495
2021-01-08 15:00:00,959.3442622950818,996.0809928151536,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,967.696975127247,1000.0,,993.4853420195436
2021-01-08 16:00:00,959.3442622950818,992.815153494448,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,964.5241981596166,996.7213114754097,,990.2280130293155
2021-01-08 17:00:00,959.3442622950818,983.0176355323322,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,955.0058672567261,986.8852459016396,,980.4560260586319
2021-01-08 18:00:00,959.3442622950818,984.977139124755,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,956.9095334373039,988.8524590163934,,982.4104234527683
2021-01-08 19:00:00,959.3442622950818,964.7289353363815,947.0934030045719,983.4327369118628,983.0618892508139,1005.3981106612682,937.238316237996,968.5245901639344,,962.2149837133546
2021-01-08 20:00:00,959.3442622950818,969.3011103853696,947.0934030045719,983.4327369118628,978.4248048675549,1005.3981106612682,941.6802039926789,973.1147540983611,,966.7752442996745
2021-01-08 21:00:00,959.3442622950818,969.3011103853696,947.0934030045719,983.4327369118628,964.7723657298683,1005.3981106612682,955.0058672567261,973.1147540983611,,966.7752442996745
2021-01-08 22:00:00,959.3442622950818,969.3011103853696,947.0934030045719,983.4327369118628,964.7723657298683,1005.3981106612682,966.4278643401948,973.1147540983611,,966.7752442996745
2021-01-08 23:00:00,1051.9401956879758,969.3011103853696,947.0934030045719,983.4327369118628,964.7723657298683,1005.3981106612682,1059.7075071885265,973.1147540983611,,966.7752442996745
2021-01-09 00:00:00,1099.8129231564108,1013.4130172053028,990.1946596682532,1028.1877596695285,1008.678173990629,1051.1527552183081,1107.9337170965075,1017.4002159615203,,1010.7722015252884
2021-01-09 01:00:00,1049.4205784527949,966.9794310790572,944.8249158117466,981.0772093983012,962.461533716144,1002.9899714740556,1057.169285614422,970.7839403160896,,964.4596149720105
2021-01-09 02:00:00,1070.2074206430361,986.1332853561335,963.5399351525555,1000.5103113851823,981.5258978293689,1022.8571197685596,1078.1096136007823,990.0131540198296,,983.5635569252375
2021-01-09 03:00:00,1059.4990473935177,976.2661483043063,953.8988645830476,990.4993194525465,971.7048617710408,1012.6225282229058,1067.322171910839,980.1071954451755,,973.7221322826659
2021-01-09 04:00:00,1056.3495258495416,973.3640491714158,951.0632555920159,987.5549100605948,968.8163217538854,1009.6123542388899,1064.1493949432086,977.193678217336,,970.8275956230859
2021-01-09 05:00:00,1038.712205203276,957.1122940272298,935.1838452422385,971.0662174656651,952.6404976578156,992.7553799284015,1046.3818439244785,960.8779817414353,,954.6181903294387
2021-01-09 06:00:00,1052.570099996771,969.8815302119476,947.6605248027782,984.0216187902531,965.3500737332993,1006.0001454580714,1060.3420625820524,973.697457543929,,967.3541516315904
2021-01-09 07:00:00,1055.7196215407469,972.7836293448382,950.4961337938101,986.9660281822049,968.2386137504549,1009.0103194420874,1063.5148395496828,976.6109747717686,,970.2486882911705
2021-01-09 08:00:00,1057.6093344671324,974.5248888245724,952.197499188429,988.7326738173758,969.9717377607479,1010.8164238324969,1065.4185057302611,978.3590851084723,,968.5150694318057
2021-01-09 09:00:00,1039.342109512072,957.6927138538086,935.7509670404456,971.6550993440561,953.2182056612472,993.3574147252053,1047.0163993180056,961.4606851870038,,985.5374555006072
2021-01-09 10:00:00,1032.4131621153242,951.3080957614493,929.5126272601753,971.6550993440561,946.8634176235051,986.7350319603701,1040.0362899892182,955.0509472857566,,992.1518008395379
2021-01-09 11:00:00,1045.0112482912284,962.9164922930108,940.8550632243023,971.6550993440561,958.4175776921265,998.7757278964334,1052.7273978597395,966.7050161971143,,980.1909593586511
2021-01-09 12:00:00,1051.9401956879758,969.3011103853696,947.0934030045719,971.6550993440561,964.7723657298683,1005.3981106612682,1059.7075071885265,973.1147540983611,,973.734611722157
2021-01-09 13:00:00,1077.1363680397835,992.5179034484923,969.7782749328252,971.6550993440561,987.8806858671106,1029.4795025333945,1085.089722929569,996.4228919210765,,950.9571939040948
2021-01-09 14:00:00,1067.0578990990603,983.2311862232431,960.7043261615238,971.6550993440561,978.6373578122136,1019.8469457845438,1074.9368366331519,987.0996367919903,,959.9390800330592
2021-01-09 15:00:00,1041.8617267472528,960.0143931601208,938.019454233271,971.6550993440561,955.5290376749715,995.765553912418,1049.5546208921096,963.7914989692753,,983.154051738816
2021-01-09 16:00:00,1055.7196215407469,972.7836293448382,950.4961337938101,971.6550993440561,968.2386137504549,1009.0103194420874,1063.5148395496828,976.6109747717686,,970.2486882911705
2021-01-09 17:00:00,1063.9083775550844,980.3290870903528,957.8687171704921,971.6550993440561,975.7488177950582,1016.836771800528,1071.7640596655215,984.1861195641509,,962.7808179846076
2021-01-09 18:00:00,1067.0578990990603,983.2311862232431,960.7043261615238,971.6550993440561,978.6373578122136,1019.8469457845438,1074.9368366331519,987.0996367919903,,959.9390800330592
2021-01-09 19:00:00,1065.1681861726747,983.2311862232431,959.0029607669048,971.6550993440561,976.9042338019203,1018.0408413941344,1073.0331704525738,985.3515264552867,,961.6421061951521
2021-01-09 20:00:00,1079.6559852749638,983.2311862232431,972.0467621256503,971.6550993440561,990.1915178808346,1031.8876417206066,1073.0331704525738,985.3515264552867,,948.7379239066526
2021-01-09 21:00:00,1077.1363680397835,983.2311862232431,969.7782749328252,971.6550993440561,987.8806858671106,1031.8876417206066,1073.0331704525738,985.3515264552867,,950.9571939040948
2021-01-09 22:00:00,1072.0971335694219,983.2311862232431,965.2413005471744,971.6550993440561,987.8806858671106,1031.8876417206066,1073.0331704525738,985.3515264552867,,955.4270279529978
