Date,COS,SKL,CKB,ATOM,CELO,PAXG,TFUEL,EGLD,AUDIO,DUSK
2021-01-02 00:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,1000.0,,952.5867102650941,1000.0,1000.0,1000.0,952.5867102650941,1049.773200931715,1049.773200931715
2021-01-08 01:00:00,1000.0,1000.0,,915.5669741912878,1000.0,1040.4336734693882,1000.0,915.5669741912878,1092.2193877551024,1092.2193877551024
2021-01-08 02:00:00,1000.0,1000.0,,915.5669741912878,1000.0,1015.057242409159,1000.0,938.4561485460702,1065.5798904927826,1065.5798904927826
2021-01-08 03:00:00,1000.0,1018.0438028870085,,915.5669741912878,1000.0,997.0663733039972,1000.0,955.3894663085366,1046.6935582447134,1046.6935582447134
2021-01-08 04:00:00,1000.0,989.9203583872571,,915.5669741912878,1000.0,1025.3928346951607,1000.0,955.3894663085366,1076.4299182903837,1076.4299182903837
2021-01-08 05:00:00,1000.0,1012.4440019910403,,915.5669741912878,1000.0,1002.5811209439528,977.7531956735495,955.3894663085366,1052.4827925270404,1052.4827925270404
2021-01-08 06:00:00,1000.0,1023.6436037829766,,915.5669741912878,1000.0,991.6119620714809,967.0556771213224,944.936627508662,1040.9676635059568,1040.9676635059568
2021-01-08 07:00:00,1000.0,1023.6436037829766,,915.5669741912878,1000.0,986.2169024301777,961.7942207713694,939.7955141925102,1035.3040744770885,1035.3040744770885
2021-01-08 08:00:00,1000.0,1015.1746099387291,,915.5669741912878,1000.0,986.2169024301777,953.8369304556351,932.0202275642989,1026.7386091127098,1026.7386091127098
2021-01-08 09:00:00,1000.0,973.1673846998855,,915.5669741912878,1000.0,986.2169024301777,914.3678160919541,893.4538733202593,984.2528735632187,984.2528735632187
2021-01-08 10:00:00,1000.0,1000.5384361721818,,915.5669741912878,1000.0,959.2376354441568,914.3678160919541,918.5829234089168,1011.9357125974948,1011.9357125974948
2021-01-08 11:00:00,1000.0,1030.8725492376725,,915.5669741912878,1000.0,931.0114275470172,914.3678160919541,946.4323265416116,1042.615365883356,1042.615365883356
2021-01-08 12:00:00,1000.0,1008.7639993910402,,915.5669741912878,1000.0,951.415915183504,914.3678160919541,926.1347191571848,1020.2549743834146,1020.2549743834146
2021-01-08 13:00:00,1000.0,1014.4447935404985,,915.5669741912878,1000.0,946.0880767450881,914.3678160919541,931.3501914553382,1026.0004792715072,1026.0004792715072
2021-01-08 14:00:00,1000.0,1033.3890207358725,,915.5669741912878,1000.0,928.7442622540743,914.3678160919541,948.7426703144458,1045.1605028683025,1045.1605028683025
2021-01-08 15:00:00,1000.0,1025.5034213770598,,915.5669741912878,1000.0,935.8858329268444,914.3678160919541,941.5029915075407,1037.1850775193802,1037.1850775193802
2021-01-08 16:00:00,1000.0,1030.7470473446556,,915.5669741912878,1000.0,931.1247858116644,914.3678160919541,946.317104685446,1042.4884343803265,1042.4884343803265
2021-01-08 17:00:00,1000.0,1053.7095515729932,,915.5669741912878,1000.0,910.8336564398254,914.3678160919541,967.3987178452088,1065.712507778469,1065.712507778469
2021-01-08 18:00:00,1000.0,1051.3543085668698,,915.5669741912878,1000.0,912.8741052034737,914.3678160919541,965.2363961115428,1063.3304358624116,1065.712507778469
2021-01-08 19:00:00,1000.0,1071.7159806188613,,915.5669741912878,1000.0,895.5302907124601,914.3678160919541,983.9302149223108,1083.9240506329118,1065.712507778469
2021-01-08 20:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,912.6473886741796,914.3678160919541,983.9302149223108,1063.5945845236615,1065.712507778469
2021-01-08 21:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,918.2019436418899,914.3678160919541,983.9302149223108,1057.1604938271603,1065.712507778469
2021-01-08 22:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,945.8613602157934,914.3678160919541,983.9302149223108,1026.2464046021096,1065.712507778469
2021-01-08 23:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,907.5462667650579,914.3678160919541,983.9302149223108,1069.5728203847116,1065.712507778469
2021-01-09 00:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,906.1859675892921,914.3678160919541,983.9302149223108,1071.178383787841,1065.712507778469
2021-01-09 01:00:00,1000.0,1051.6154821623402,,915.5669741912878,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1065.712507778469
2021-01-09 02:00:00,1000.0,1051.6154821623402,,907.1342684238377,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1065.712507778469
2021-01-09 03:00:00,1000.0,1051.6154821623402,,905.2444053646216,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1063.492273387264
2021-01-09 04:00:00,1000.0,1051.6154821623402,,920.1288425230828,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1080.978693428011
2021-01-09 05:00:00,1000.0,1051.6154821623402,,920.817046593781,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1081.7872040438888
2021-01-09 06:00:00,1000.0,1051.6154821623402,,911.2749010332237,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1070.5769739501695
2021-01-09 07:00:00,1000.0,1051.6154821623402,,906.4663575623158,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1064.927837874595
2021-01-09 08:00:00,1000.0,1051.6154821623402,,892.9877112881177,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1049.0929582737033
2021-01-09 09:00:00,1000.0,1051.6154821623402,,901.5982360277446,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1059.2087087562645
2021-01-09 10:00:00,1000.0,1051.6154821623402,,908.1379822689095,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1066.891683162045
2021-01-09 11:00:00,1000.0,1051.6154821623402,,893.5278030452779,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1049.7274647199802
2021-01-09 12:00:00,1000.0,1051.6154821623402,,893.3116879641206,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1049.4735700616852
2021-01-09 13:00:00,1000.0,1051.6154821623402,,885.282160567511,1000.0,914.5744791731811,914.3678160919541,983.9302149223108,1071.178383787841,1040.0403824113225
2021-01-09 14:00:00,1000.0,1051.6154821623402,,891.6941511075943,1000.0,907.9979608665668,914.3678160919541,983.9302149223108,1071.178383787841,1047.5732678464599
2021-01-09 15:00:00,1000.0,1051.6154821623402,,909.4797276256231,1000.0,890.2413614387079,914.3678160919541,983.9302149223108,1071.178383787841,1068.467982127564
2021-01-09 16:00:00,1000.0,1051.6154821623402,,873.6598873773283,1000.0,926.741038040418,914.3678160919541,983.9302149223108,1071.178383787841,1026.3863927664192
2021-01-09 17:00:00,1000.0,1075.4960466301309,,854.2609399531989,1000.0,947.7858966215844,914.3678160919541,1006.273751440949,1071.178383787841,1026.3863927664192
2021-01-09 18:00:00,1000.0,1076.8642039694312,,854.2609399531989,1000.0,948.9915916444635,914.3678160919541,1007.5538498873291,1072.541048552692,1026.3863927664192
2021-01-09 19:00:00,1000.0,1094.525871440401,,854.2609399531989,1000.0,964.5560183034507,929.3643776402395,1024.078757104238,1090.1318118807676,1026.3863927664192
2021-01-09 20:00:00,1000.0,1092.535824401419,,854.2609399531989,1000.0,962.8022800883539,927.6746242263484,1022.2167957276853,1088.1497540409848,1026.3863927664192
2021-01-09 21:00:00,1000.0,1094.028359680656,,854.2609399531989,1000.0,964.1175837496768,928.9419392867669,1023.6132667601001,1089.6362974208223,1026.3863927664192
2021-01-09 22:00:00,1000.0,1100.7447684372216,,854.2609399531989,1000.0,970.0364502256296,934.6448570586501,1029.897386405967,1096.3257426300904,1032.6875370603466
2021-01-09 23:00:00,1005.5367231638419,1106.839287494106,,858.9907462874031,1000.0,975.4072735093648,939.8197268886925,1035.599643121661,1102.3957947644265,1038.4052420677995
2021-01-10 00:00:00,985.1977401129946,1084.4512583055523,,841.6159475086939,1000.0,955.6777185895215,920.8100009824149,1014.6525776354381,1080.0976440668655,1017.4014277547077
2021-01-10 01:00:00,985.536723163842,1084.4512583055523,,841.9055274883391,1000.0,956.0065445048522,921.1268297475194,1015.0016953935417,1080.4692799118247,1017.7514913265924
2021-01-10 02:00:00,994.4632768361587,1084.4512583055523,,849.531133618995,1000.0,964.6656269418949,929.4699872286081,1024.1951296902732,1080.4692799118247,1026.9698320528942
2021-01-10 03:00:00,985.8757062146893,1084.4512583055523,,842.1951074679843,1000.0,956.3353704201829,921.443658512624,1015.3508131516453,1080.4692799118247,1018.1015548984773
2021-01-10 04:00:00,985.4237288135593,1084.4512583055523,,841.8090008284572,1000.0,955.8969358664084,921.021220159151,1014.885322807507,1080.4692799118247,1017.6348034692973
