Date,AVA,EOS,ATOM,XTZ,STRAX,CKB,ZRX,LTC,HBAR,KMD
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,997.9074025634321,1000.0,997.9074025634321,1000.0,,1000.0,1000.0,1002.0969855832238,1000.0
2021-01-08 01:00:00,1000.0,918.1271252942715,920.0524246395804,918.1271252942715,1000.0,,920.0524246395804,1000.0,1089.1737891737891,1000.0
2021-01-08 02:00:00,1000.0,976.9814281977505,979.0301441677585,976.9814281977505,1064.1025641025642,,979.0301441677585,1000.0,1023.5609103078982,1000.0
2021-01-08 03:00:00,1000.0,996.0763798064347,998.1651376146787,996.0763798064347,1084.900284900285,,998.1651376146787,1019.5448460508702,1003.9390756302522,1000.0
2021-01-08 04:00:00,1000.0,950.8239602406485,952.817824377457,950.8239602406485,1035.6125356125353,,952.817824377457,973.226238286479,1051.71939477304,1000.0
2021-01-08 05:00:00,1000.0,974.6272560816114,976.6710353866317,974.6272560816114,1061.5384615384617,,976.6710353866317,997.5903614457834,1026.033279656468,1000.0
2021-01-08 06:00:00,1057.7026301663982,1030.8658121893802,1033.0275229357796,1030.8658121893802,1122.7920227920229,,1033.0275229357796,1055.153949129853,970.0583608221262,1000.0
2021-01-08 07:00:00,1052.8717122920018,1026.1574679571015,1028.3093053735251,1026.1574679571015,1117.6638176638173,,1028.3093053735251,1050.3346720214188,974.5093041040021,995.4326313118496
2021-01-08 08:00:00,1052.334943639291,1025.6343185979595,1027.785058977719,1025.6343185979595,1117.0940170940169,,1027.785058977719,1049.7991967871485,975.0063759245093,994.9251459020551
2021-01-08 09:00:00,1107.3537305421362,1079.2571279100184,1081.5203145478374,1079.2571279100184,1175.4985754985755,,1027.785058977719,1104.6854082998664,926.5632573921473,1046.9424004059883
2021-01-08 10:00:00,1120.2361782071926,1091.8127125294272,1094.102228047182,1091.8127125294272,1189.1737891737891,,1027.785058977719,1117.5368139223563,915.9080019166266,1059.1220502410556
2021-01-08 11:00:00,1144.9275362318838,1115.8775830499608,1118.217562254259,1115.8775830499608,1215.3846153846152,,1027.785058977719,1142.168674698795,896.1556493202064,1082.4663790916009
2021-01-08 12:00:00,1184.9168008588294,1154.8522103060423,1157.2739187418083,1154.8522103060423,1257.8347578347577,,1063.6828493639548,1182.0615796519412,865.9116647791619,1120.2740421212889
2021-01-08 13:00:00,1159.6886741814274,1130.2641904263667,1132.634338138925,1130.2641904263667,1231.054131054131,,1041.0359212008261,1156.8942436412315,884.7489007174266,1096.4222278609489
2021-01-08 14:00:00,1226.986964039654,1068.2709913680358,1070.5111402359107,1068.2709913680358,1163.5327635327637,,983.9367512576197,1156.8942436412315,936.0920666013711,1036.2852068003046
2021-01-08 15:00:00,1220.7100514343358,1073.7640596390268,1076.0157273918737,1073.7640596390268,1169.5156695156695,,988.9961713791695,1156.8942436412315,931.303288672351,1041.6138036031462
2021-01-08 16:00:00,1159.9571206337841,1130.0026157467958,1132.372214941022,1130.0026157467958,1230.7692307692307,,1040.7949964331333,1156.8942436412315,884.9537037037037,1096.1684851560515
2021-01-08 17:00:00,1226.986964039654,1068.2709913680358,1070.5111402359107,1068.2709913680358,1163.5327635327637,,983.9367512576197,1156.8942436412315,936.0920666013711,1036.2852068003046
2021-01-08 18:00:00,1254.6356437501122,1044.729270206644,1046.9200524246392,1044.729270206644,1137.8917378917376,,962.2535221652627,1156.8942436412315,957.1857786680022,1013.4483633595532
2021-01-08 19:00:00,1339.485367852967,978.5508762751763,980.6028833551765,978.5508762751763,1065.8119658119654,,901.2995559389701,1156.8942436412315,1021.9192729216791,949.2514590205527
2021-01-08 20:00:00,1253.6939607550535,1045.5139942453568,1047.7064220183481,1045.5139942453568,1138.7464387464383,,962.976296468341,1156.8942436412315,956.4673505128849,1014.2095914742448
2021-01-08 21:00:00,1210.097744780958,1083.1807481035837,1085.4521625163827,1083.1807481035837,1179.77207977208,,997.6694630161124,1156.8942436412315,923.2069548418254,1050.7485409794467
2021-01-08 22:00:00,1177.676794627015,1113.0002615746791,1115.3342070773258,1113.0002615746791,1212.250712250712,,1025.1348865330976,1156.8942436412315,898.4723854289074,1079.675209337731
2021-01-08 23:00:00,1241.5794750094024,1055.7154067486267,1057.9292267365659,1055.7154067486267,1149.8575498575499,,972.3723624083625,1156.8942436412315,947.2249752229931,1024.1055569652372
2021-01-09 00:00:00,1256.2082630077582,1043.421396808789,1045.6094364351243,1055.7154067486267,1136.4672364672365,,961.0488983267985,1156.8942436412315,958.3855602907996,1012.1796498350673
2021-01-09 01:00:00,1255.5787424550108,1043.9445461679309,1046.1336828309302,1055.7154067486267,1137.037037037037,,961.5307478621841,1156.8942436412315,957.905286895515,1012.1796498350673
2021-01-09 02:00:00,1227.8889392643835,1043.9445461679309,1023.0628591468374,1055.7154067486267,1137.037037037037,,983.2139769545408,1156.8942436412315,936.7802009311446,1012.1796498350673
2021-01-09 03:00:00,1245.5915389356073,1043.9445461679309,1037.8124603972763,1070.935763097476,1137.037037037037,,983.2139769545408,1156.8942436412315,936.7802009311446,1012.1796498350673
2021-01-09 04:00:00,1282.9018845719274,1043.9445461679309,1068.8990087501902,1103.0144841119163,1137.037037037037,,983.2139769545408,1156.8942436412315,936.7802009311446,1042.4983951066247
2021-01-09 05:00:00,1296.5109343177098,1043.9445461679309,1080.2379115597005,1114.7152845902058,1137.037037037037,,993.6439311732047,1156.8942436412315,936.7802009311446,1053.557239660149
2021-01-09 06:00:00,1232.72195845952,1043.9445461679309,1027.089674828596,1059.870744142963,1081.0942553869982,,944.75616088178,1156.8942436412315,936.7802009311446,1001.7217051135241
2021-01-09 07:00:00,1212.4400583445313,1043.9445461679309,1010.191030287501,1042.432754643393,1063.3070767355787,,929.2121446853218,1156.8942436412315,952.45081683848,985.2404382498124
2021-01-09 08:00:00,1215.086023554304,1043.9445461679309,1012.3956178899716,1044.707704883886,1065.6275819951861,,931.240008240649,1156.8942436412315,950.376764733097,987.3905749967207
2021-01-09 09:00:00,1173.5397567067796,1043.9445461679309,977.7797489878789,1008.9870198925399,1029.1916037817678,,899.3990149846454,1156.8942436412315,984.0224988870817,953.629679458191
2021-01-09 10:00:00,1173.5397567067796,1029.2411018557063,964.0082032274861,994.775935105321,1014.6959473904751,,886.7314232242983,1156.8942436412315,998.0799631568972,940.1982755221601
2021-01-09 11:00:00,1173.5397567067796,1037.3849690800707,971.6359153312176,1002.6470967980321,1022.7247261224453,,893.7476830310532,1156.8942436412315,990.2446552032297,947.6375916421864
2021-01-09 12:00:00,1173.5397567067796,1006.4671962377658,942.6776988435861,972.7646364735031,992.2438808191799,,867.1108137241897,1156.8942436412315,1020.6640860821745,919.3946108120288
2021-01-09 13:00:00,1253.0299185970564,942.6185688596031,882.8757725054434,911.0540441829444,992.2438808191799,,812.1027265773811,1235.2569153712768,1089.799156261595,861.0697253724835
2021-01-09 14:00:00,1245.0809024080286,948.6365635533227,877.2749534791875,905.2744668250486,992.2438808191799,,817.2874641379943,1227.4206481982724,1082.885649243653,866.5670847598371
2021-01-09 15:00:00,1205.6007886691912,979.7018048652889,849.4575523154506,876.5692326141669,960.7809443982267,,844.0513832932827,1188.5005212390163,1048.548564387874,866.5670847598371
2021-01-09 16:00:00,1256.7394594852692,939.8362243594905,885.4894880510293,913.7511802832956,1001.5349492924814,,809.7056280802099,1238.9138400520123,1093.0254595366346,866.5670847598371
2021-01-09 17:00:00,1235.5420829811949,955.9603714640929,870.5539706476803,898.3389739955736,984.6420975228419,,823.5972108051548,1218.0171275906666,1074.5894408221222,866.5670847598371
2021-01-09 18:00:00,1278.9967048145463,923.4810880748009,901.1717813245452,898.3389739955736,1019.2724436506024,,795.6150391515301,1260.8553881364248,1112.3832791868722,866.5670847598371
2021-01-09 19:00:00,1302.5787861753283,906.7622481971244,917.7875444357705,898.3389739955736,1038.0657412443259,,781.2111053670536,1284.1029807496716,1132.893350006767,866.5670847598371
