Date,COS,AXS,HARD,DENT,SKL,ASR,DIA,NMR,CKB,ATOM
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,1000.0,959.0230265577871,1042.7278306228905,1000.0,1000.0,1000.0,1000.0,1000.0,,959.0230265577871
2021-01-08 01:00:00,1000.0,903.3325976605606,1107.01197165893,1061.6499714960503,1000.0,1061.6499714960503,1000.0,1061.6499714960503,,903.3325976605606
2021-01-08 02:00:00,1000.0,903.3325976605606,1078.8095238095236,1034.6031746031745,1000.0,1034.6031746031745,1000.0,1034.6031746031745,,880.3191243392082
2021-01-08 03:00:00,1000.0,903.3325976605606,1072.0877040776086,1028.1567946998975,1000.0,1028.1567946998975,1000.0,1028.1567946998975,,874.8340536851506
2021-01-08 04:00:00,1017.7396050730454,903.3325976605606,1091.1061165516135,1046.3958901910419,1000.0,1046.3958901910419,1000.0,1046.3958901910419,,890.3532643019764
2021-01-08 05:00:00,997.0118738696233,903.3325976605606,1068.8841707949987,1025.0845325155306,1000.0,1025.0845325155306,1000.0,1025.0845325155306,,872.2199391895905
2021-01-08 06:00:00,979.4515256855929,903.3325976605606,1050.0579374275783,1007.0297412128235,1000.0,1007.0297412128235,1000.0,1007.0297412128235,,856.8575486036326
2021-01-08 07:00:00,990.2374258044362,903.3325976605606,1061.6213683223991,1018.1193377069666,1000.0,1018.1193377069666,1000.0,1018.1193377069666,,866.2934213272433
2021-01-08 08:00:00,965.6511805026657,903.3325976605606,1035.2627570449354,992.8408225437929,975.1713632901751,992.8408225437929,1000.0,992.8408225437929,,844.784536684998
2021-01-08 09:00:00,951.8768768768768,903.3325976605606,1020.4954954954954,978.6786786786787,961.2612612612612,978.6786786786787,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 10:00:00,968.9721054642721,903.3325976605606,1020.4954954954954,996.2552541077571,978.5250286587695,996.2552541077571,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 11:00:00,971.7942822104699,903.3325976605606,1020.4954954954954,999.1568943052042,981.3750287422396,999.1568943052042,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 12:00:00,950.6635675189323,903.3325976605606,1020.4954954954954,977.431206418235,960.0359901027217,977.431206418235,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 13:00:00,950.6635675189323,903.3325976605606,1020.4954954954954,965.6296296296296,948.4444444444443,965.6296296296296,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 14:00:00,950.6635675189323,903.3325976605606,988.8979312645978,996.4837180859196,978.7494266931661,996.4837180859196,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 15:00:00,950.6635675189323,903.3325976605606,987.5372706039371,997.8567054500919,980.0979791794243,997.8567054500919,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 16:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1000.7676953784738,982.9571625978812,1000.7676953784738,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 17:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1024.2790916948222,1006.0501296456353,1024.2790916948222,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 18:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1024.8427672955975,1006.6037735849056,1024.8427672955975,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 19:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1038.642339255836,1020.1577563540753,1038.642339255836,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 20:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1026.7800882167612,1008.5066162570888,1026.7800882167612,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 21:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1002.8463727979075,1008.5066162570888,1002.8463727979075,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 22:00:00,950.6635675189323,903.3325976605606,987.5372706039371,978.8991514605391,1008.5066162570888,978.8991514605391,1000.0,992.8408225437929,,832.7343068073591
2021-01-08 23:00:00,950.6635675189323,903.3325976605606,987.5372706039371,1008.8221637517412,1008.5066162570888,978.8991514605391,1000.0,963.3918381700752,,808.0342954542836
2021-01-09 00:00:00,950.6635675189323,903.3325976605606,974.9374750358375,995.9507983803194,1008.5066162570888,978.8991514605391,987.241194896478,975.842421436938,,818.477085064318
2021-01-09 01:00:00,950.6635675189323,903.3325976605606,964.2554489001116,985.0385371014055,1008.5066162570888,989.7434005981186,976.4243614931238,986.6528081057711,,827.5441778394975
2021-01-09 02:00:00,950.6635675189323,917.8716518619889,948.9816770093014,969.4355618353536,1008.5066162570888,1005.6732286415975,960.9578344612182,1002.5328933503328,,827.5441778394975
2021-01-09 03:00:00,950.6635675189323,957.6663401222356,948.9816770093014,929.1518175338562,1008.5066162570888,1049.2745889671758,921.0263720598717,1045.9981031981235,,793.1565616113844
2021-01-09 04:00:00,955.3389621132876,962.3761745818531,953.6488000109864,924.6045818852402,1013.4664848616317,1054.4349557981618,916.5189020497908,1051.1423561646718,,793.1565616113844
2021-01-09 05:00:00,930.3357649347784,937.1887989934636,928.6898378715401,949.4537509104151,986.9419701503799,1026.8382114411493,916.5189020497908,1023.6317859522621,,793.1565616113844
2021-01-09 06:00:00,943.5488366144784,950.4992007271655,928.6898378715401,936.1579892280072,1000.9589901197406,1041.4218568330666,916.5189020497908,1038.1698921620723,,793.1565616113844
2021-01-09 07:00:00,940.1608695171193,947.0862772057034,928.6898378715401,939.5315315315315,997.3648824352891,1037.6824605787288,916.5189020497908,1034.4421726210953,,793.1565616113844
2021-01-09 08:00:00,933.9270100579788,940.8064979262134,934.8887397857955,945.8028005514038,990.7517242958985,1030.8019714707473,916.5189020497908,1027.5831686656977,,793.1565616113844
2021-01-09 09:00:00,947.953193841045,954.936001305066,921.0558613629464,931.8084345961402,1005.6313301095277,1046.2830719637054,916.5189020497908,1043.015927565342,,793.1565616113844
2021-01-09 10:00:00,953.3739411968195,960.3966789394053,915.8188699692693,926.5103056147832,1011.38190240465,1052.2661059706459,916.5189020497908,1048.9802788309053,,793.1565616113844
2021-01-09 11:00:00,958.7269292106466,965.7890981033152,910.7054562490366,921.3371969750513,1017.0605925460834,1058.1743520524997,916.5189020497908,1054.8700757056488,,793.1565616113844
2021-01-09 12:00:00,955.4067214552348,962.4444330522823,913.8703191821007,921.3371969750513,1013.5383670153209,1054.5097437232487,916.5189020497908,1051.2169105554913,,793.1565616113844
2021-01-09 13:00:00,970.17825799972,977.3247796058567,899.9561042371573,921.3371969750513,1029.2086765195295,1070.8135113921612,916.5189020497908,1067.4697677541508,,793.1565616113844
2021-01-09 14:00:00,967.9421997154632,975.0722500816919,902.0351067880727,921.3371969750513,1026.8365654477916,1068.3455098642985,916.5189020497908,1065.009472857106,,793.1565616113844
2021-01-09 15:00:00,966.1126974828892,973.2292713801023,903.7432669706565,921.3371969750513,1024.8957472981876,1066.326235886956,916.5189020497908,1062.9965043049785,,793.1565616113844
2021-01-09 16:00:00,970.9236107611391,978.0756227805784,903.7432669706565,921.3371969750513,1029.999380210109,1071.6361785681156,916.5189020497908,1068.2898660531657,,797.106212044433
2021-01-09 17:00:00,985.8984253314658,993.1607447454405,903.7432669706565,935.5472270212153,1045.8853361753843,1088.1643100122888,916.5189020497908,1084.7663864242838,,809.4001943782889
2021-01-09 18:00:00,1014.7639050009642,1022.2388531482967,903.7432669706565,962.9385066577129,1076.5071336469111,1120.0239660992463,943.3530637180527,1116.5265569134071,,833.0980969765811
2021-01-09 19:00:00,998.6371816175356,1005.9933371861374,889.3808940046431,947.6353973772284,1059.3991810689217,1102.2244399285985,928.3612081381317,1098.782611898357,,819.8584236939671
2021-01-09 20:00:00,998.7727003014298,1006.1298541269958,889.5015862144414,947.7639949342072,1059.5429453763002,1102.374015778772,928.4871901177949,1098.931720679996,,819.9696814526446
2021-01-09 21:00:00,980.0711219240083,987.2905162885257,872.8460612622579,930.0175320711243,1039.7034709581276,1081.7325484548276,911.101676924273,1078.3547088138032,,804.6161107551595
