reference_coin,trading_coin,trading_type,is_sharpe,is_return,is_trades,oos_trades,oos_total_return,oos_mean_return
ALCX,APT,both,3.469570,1.109186,57,339,1.082636,0.003194
ATA,APT,both,4.116751,0.873504,59,302,0.326630,0.001082
BAL,APT,both,2.587107,0.387691,56,325,-0.013583,-0.000042
BICO,APT,both,4.741183,1.021837,55,314,1.043188,0.003322
CAKE,APT,both,2.313337,0.638142,55,279,1.118009,0.004007
CHR,APT,both,4.799901,1.067761,54,289,0.972033,0.003363
COTI,APT,both,2.353433,0.409683,46,307,0.024642,0.000080
DATA,APT,both,4.605536,0.982418,58,343,0.172753,0.000504
DIA,APT,both,2.420306,0.594350,60,330,1.290045,0.003909
DOT,APT,both,3.097587,0.857568,48,269,-0.063882,-0.000237
DYDX,APT,both,2.062833,0.287892,57,294,0.369003,0.001255
FET,APT,both,3.198495,0.527433,52,303,0.042915,0.000142
FLOW,APT,both,2.598137,0.451026,51,271,0.465933,0.001719
GHST,APT,both,2.675252,0.980965,57,390,-0.540607,-0.001386
HFT,APT,both,2.568192,0.242516,37,325,0.502091,0.001545
HOOK,APT,both,3.635360,0.163261,22,308,-0.425922,-0.001383
HOT,APT,both,2.236076,0.488560,49,271,0.405530,0.001496
ICP,APT,both,2.897196,0.666904,57,284,0.904881,0.003186
INJ,APT,both,2.663551,0.556519,57,332,0.559591,0.001686
KMD,APT,both,3.338578,0.625087,64,379,0.230487,0.000608
LOKA,APT,both,2.713350,0.568686,55,346,-0.068484,-0.000198
MBOX,APT,both,2.494680,0.620248,51,320,-0.085774,-0.000268
MDT,APT,both,2.327420,0.366352,69,337,0.722325,0.002143
MLN,APT,both,2.113945,0.612499,55,354,-0.562952,-0.001590
NEO,APT,both,3.044648,0.585015,58,276,0.994771,0.003604
NEXO,APT,both,2.900205,0.781871,61,375,-0.432304,-0.001153
NKN,APT,both,2.112261,0.679657,55,287,2.049628,0.007142
OXT,APT,both,2.311134,0.746984,70,344,0.176849,0.000514
PEOPLE,APT,both,3.321942,0.641925,54,259,1.441008,0.005564
PSG,APT,both,2.041697,0.344961,59,362,0.655633,0.001811
RAD,APT,both,2.371070,0.507777,61,305,0.950406,0.003116
SLP,APT,both,2.357662,0.495897,51,293,0.102187,0.000349
SUPER,APT,both,2.703610,0.535599,54,316,0.372639,0.001179
TFUEL,APT,both,3.016183,0.915652,59,328,0.793845,0.002420
THETA,APT,both,3.055503,0.716928,52,287,0.670404,0.002336
TRU,APT,both,2.120931,0.434565,61,344,0.808942,0.002352
TRX,APT,both,2.558226,0.571661,69,332,-0.258573,-0.000779
UTK,APT,both,4.262482,0.950439,60,328,1.519010,0.004631
WIN,APT,both,2.344609,0.428419,50,333,0.535219,0.001607
XVG,APT,both,4.069061,0.934039,54,321,0.351924,0.001096
HOOK,AR,both,3.695602,0.165680,23,309,0.049498,0.000160
SUN,AR,both,2.320223,6.299999,345,340,0.405146,0.001192
GMX,ATOM,both,4.295961,0.797798,64,313,-0.868123,-0.002774
TRX,ATOM,both,2.851297,9.276453,304,339,-0.975858,-0.002879
1INCH,AUDIO,both,2.274321,6.964148,243,287,-1.835734,-0.006396
HOOK,AUDIO,both,2.143931,0.087768,22,321,-3.561726,-0.011096
KNC,AUDIO,both,2.252417,5.600617,271,306,-1.119578,-0.003659
STRAX,AUDIO,both,2.230054,3.937025,314,343,-0.842788,-0.002457
1INCH,AVAX,both,2.074032,3.074794,240,291,0.879325,0.003022
APE,AVAX,both,3.485488,5.448798,185,298,1.421559,0.004770
API3,AVAX,both,2.106716,2.662331,257,321,0.607588,0.001893
EOS,AVAX,both,2.053027,2.848410,234,253,1.609744,0.006363
FUN,AVAX,both,2.053685,4.271812,315,341,-0.222933,-0.000654
GMX,AVAX,both,3.613507,0.936423,76,269,0.209687,0.000780
HOOK,AVAX,both,2.659961,0.100296,20,300,0.202429,0.000675
KNC,AVAX,both,2.558100,6.480385,276,281,1.019024,0.003626
NEO,AVAX,both,2.023247,2.771962,226,275,0.685437,0.002492
OSMO,AVAX,both,2.111796,0.187297,34,270,-0.375484,-0.001391
STG,AVAX,both,2.138568,0.457171,102,325,0.603956,0.001858
SUSHI,AVAX,both,2.134699,3.105575,234,257,1.041870,0.004054
TUSD,AVAX,both,2.163334,3.214915,283,313,0.731519,0.002337
USDP,AVAX,both,2.167482,2.970678,310,333,-0.048737,-0.000146
DIA,AXS,both,2.061099,3.896915,277,331,-0.456467,-0.001379
FUN,AXS,both,2.237877,6.258112,294,354,-1.733334,-0.004896
GMX,AXS,both,2.664942,0.713692,63,279,-1.018773,-0.003652
PHB,AXS,both,2.569481,0.232309,30,340,-0.742870,-0.002185
RIF,AXS,both,2.184046,3.923060,304,345,-1.075121,-0.003116
STRAX,AXS,both,2.803541,8.551574,283,313,-0.692602,-0.002213
TUSD,AXS,both,2.513426,6.271313,293,317,-0.574498,-0.001812
HOOK,BAKE,both,2.030937,0.082122,26,349,-0.585599,-0.001678
NEO,BAKE,both,2.096089,4.287684,235,319,0.319182,0.001001
REQ,BAKE,both,2.172426,8.728486,305,341,2.234530,0.006553
RAD,BAL,both,2.235823,3.848507,343,361,-0.588928,-0.001631
STG,BAL,both,2.628919,0.846381,111,369,-1.656925,-0.004490
GMX,BAND,both,2.536808,2.390180,77,318,-1.631996,-0.005132
STG,BAND,both,2.182869,2.805795,115,339,-1.170221,-0.003452
HOOK,BAT,both,3.618729,0.187493,24,331,-1.230711,-0.003718
HOOK,BCH,both,4.404562,0.108638,24,335,0.382542,0.001142
COMP,BICO,both,2.028781,5.113148,310,342,-1.915707,-0.005601
GMT,BICO,both,2.053971,2.735420,239,293,-1.376847,-0.004699
HFT,BNB,both,3.942534,0.260429,35,317,0.371526,0.001172
HOOK,BNB,both,5.811296,0.214291,17,291,-0.297688,-0.001023
PHB,BNT,both,4.335971,0.192847,25,349,0.457589,0.001311
GMX,BTC,both,2.335557,0.301564,61,280,0.091235,0.000326
HOOK,BTC,both,4.239257,0.082856,19,323,-0.039130,-0.000121
OSMO,BTC,both,2.052544,0.103699,29,260,0.406544,0.001564
PHB,BTC,both,2.249510,0.058463,27,342,0.466107,0.001363
CELO,C98,both,2.080289,3.834455,236,286,-1.395646,-0.004880
FUN,C98,both,2.119000,5.534466,310,372,-2.664813,-0.007163
HIVE,C98,both,2.084313,4.637248,300,360,-0.736323,-0.002045
NKN,C98,both,2.104111,4.131882,254,319,-0.876015,-0.002746
REQ,C98,both,2.197513,8.473009,322,364,-0.493957,-0.001357
TUSD,C98,both,2.032386,4.891567,312,355,-1.085272,-0.003057
USDP,C98,both,2.030572,3.905285,314,377,-1.346232,-0.003571
ZRX,C98,both,2.137004,5.342243,231,315,-1.610147,-0.005112
GMX,CELO,both,2.894301,1.018344,69,310,-0.954018,-0.003077
HFT,CELO,both,2.495658,0.275928,42,330,0.247462,0.000750
OSMO,CELO,both,2.253501,0.415302,38,282,-0.153093,-0.000543
STG,CELO,both,2.037182,0.866143,120,320,-0.594455,-0.001858
FUN,CELR,both,2.383237,7.034911,340,380,-0.847796,-0.002231
GMT,CHR,both,2.134685,2.424717,207,283,0.272365,0.000962
GMX,CHZ,both,2.008539,0.493890,66,301,-1.663017,-0.005525
GMX,COTI,both,2.788711,0.513048,68,302,-1.168597,-0.003870
HOOK,COTI,both,2.727108,0.131378,23,326,-0.924791,-0.002837
POLYX,COTI,both,2.225249,0.280538,59,379,-0.521531,-0.001376
STG,COTI,both,2.008959,0.429576,116,340,-0.833306,-0.002451
1INCH,CRV,both,2.407439,7.239112,262,288,-0.403709,-0.001402
AGLD,CRV,both,2.031348,3.859546,287,302,0.238441,0.000790
APE,CRV,both,2.524274,4.200386,209,317,-0.246173,-0.000777
ARDR,CRV,both,2.090589,4.239938,302,368,-0.295805,-0.000804
BTC,CRV,both,2.006673,3.424836,239,295,0.143242,0.000486
BTTC,CRV,both,2.425748,4.464215,302,453,-1.181767,-0.002609
CELO,CRV,both,3.165312,13.107926,254,299,-0.132278,-0.000442
DEXE,CRV,both,2.085740,4.932020,314,369,-1.217510,-0.003299
DOGE,CRV,both,2.236139,4.854929,241,300,-0.004621,-0.000015
FUN,CRV,both,3.280762,20.759343,313,368,-1.408657,-0.003828
HOOK,CRV,both,4.648655,0.222050,20,319,-0.966092,-0.003029
HOT,CRV,both,2.205647,4.368350,230,303,-0.027944,-0.000092
JST,CRV,both,2.059053,4.923292,296,343,-0.362525,-0.001057
LOKA,CRV,both,2.805612,7.268824,291,354,-1.517633,-0.004287
MDT,CRV,both,2.776727,10.798093,321,345,-0.079923,-0.000232
MLN,CRV,both,2.189175,4.714242,320,360,-0.870594,-0.002418
PERP,CRV,both,2.389360,5.814485,312,324,0.087114,0.000269
RIF,CRV,both,2.352788,5.026811,323,342,-0.602298,-0.001761
SUN,CRV,both,2.071663,4.651743,325,367,-1.232613,-0.003359
TUSD,CRV,both,3.165881,8.791266,283,329,-0.645015,-0.001961
USDC,CRV,both,2.418580,4.293001,304,322,-0.519280,-0.001613
USDP,CRV,both,3.489674,13.376011,305,348,-0.796633,-0.002289
WIN,CRV,both,2.716392,8.510674,296,351,-0.805013,-0.002293
XTZ,CRV,both,2.090404,3.846026,258,302,0.152737,0.000506
ZEC,CRV,both,2.711955,10.045951,259,308,-0.434773,-0.001412
GNO,CTK,both,2.007514,2.069802,306,333,-0.255012,-0.000766
PHB,CTSI,both,2.524191,0.141057,37,345,-0.920822,-0.002669
GMT,CTXC,both,2.322350,7.219359,250,329,-0.791773,-0.002407
GMX,CTXC,both,2.217954,1.069093,76,353,-1.141669,-0.003234
HFT,CTXC,both,2.492131,0.741278,44,364,-0.240048,-0.000659
HOOK,CTXC,both,4.815031,1.328410,20,354,-1.728074,-0.004882
OSMO,CTXC,both,2.557429,0.971823,41,299,-0.558338,-0.001867
PHB,CTXC,both,3.650691,1.219890,42,368,-1.828239,-0.004968
FUN,CVC,both,2.141058,3.808815,305,234,-0.373258,-0.001595
HFT,CVX,both,2.946133,0.224564,33,330,0.948689,0.002875
HOOK,CVX,both,3.764640,0.166103,18,322,0.287688,0.000893
TUSD,CVX,both,3.934370,37.571989,274,318,0.292749,0.000921
USDC,CVX,both,3.562443,19.616580,275,305,0.732198,0.002401
USDP,CVX,both,3.419223,22.177858,280,315,0.837109,0.002657
FUN,DASH,both,2.021563,2.625855,328,361,-1.892573,-0.005243
HFT,DASH,both,2.911270,0.232349,41,326,0.294488,0.000903
KAVA,DASH,both,2.109166,2.519977,297,332,0.811782,0.002445
THETA,DASH,both,2.016345,1.985980,214,287,-0.680289,-0.002370
HOOK,DATA,both,3.252272,0.124931,20,361,0.042330,0.000117
GMX,DEGO,both,3.613887,1.346101,71,356,-1.392319,-0.003911
OSMO,DEGO,both,2.095871,0.352358,45,299,-1.007511,-0.003370
PHB,DEGO,both,3.112191,0.317517,28,372,-0.772118,-0.002076
GMT,DENT,both,2.741602,3.346850,202,296,-1.506219,-0.005089
POLYX,DENT,both,2.443747,0.399269,67,375,-1.259477,-0.003359
OSMO,DF,both,2.257644,0.214851,41,307,-1.981851,-0.006456
CHZ,DGB,both,2.342367,2.875163,252,293,0.108437,0.000370
GMT,DOGE,both,2.832653,4.128747,208,263,-0.257177,-0.000978
HOOK,DOGE,both,2.767535,0.104066,18,315,-1.580177,-0.005016
KNC,DOGE,both,2.019406,2.789693,263,280,-0.694277,-0.002480
POLYX,DOGE,both,2.445935,0.686959,60,339,-1.250893,-0.003690
FUN,DOT,both,2.315719,3.646496,293,373,-1.200838,-0.003219
HOOK,DOT,both,3.269308,0.098163,22,313,-0.659237,-0.002106
TRX,DOT,both,2.122003,2.539868,286,335,-0.785010,-0.002343
GMT,DUSK,both,2.021344,2.042115,248,310,-0.643980,-0.002077
ADA,DYDX,both,2.529438,6.233802,236,323,-1.033081,-0.003198
API3,DYDX,both,2.163988,5.215565,257,349,-0.194927,-0.000559
AXS,DYDX,both,2.133667,4.603117,252,323,-0.201783,-0.000625
IMX,DYDX,both,2.415264,7.052643,246,331,-0.947245,-0.002862
NEAR,DYDX,both,2.086922,9.118115,249,314,0.093445,0.000298
PHB,DYDX,both,2.026302,0.141043,28,351,0.248128,0.000707
STRAX,DYDX,both,2.183350,5.406902,327,371,0.667713,0.001800
XEC,DYDX,both,2.002302,4.022743,261,315,1.300362,0.004128
FUN,EGLD,both,2.284515,4.205871,320,357,-0.718888,-0.002014
GMX,EGLD,both,3.904251,0.447067,73,303,-1.013314,-0.003344
HIVE,EGLD,both,2.382208,3.865342,310,350,-0.401819,-0.001148
HOOK,EGLD,both,3.256074,0.085966,20,318,-0.361018,-0.001135
LOKA,EGLD,both,2.045865,2.448069,284,354,-0.136748,-0.000386
NEXO,EGLD,both,2.128124,1.378808,215,393,-0.693606,-0.001765
ONG,EGLD,both,2.592739,4.513399,312,367,-0.762667,-0.002078
PSG,EGLD,both,2.054081,3.009389,302,366,0.169687,0.000464
TUSD,EGLD,both,2.297653,3.287548,299,310,0.009631,0.000031
HFT,ENJ,both,2.030452,0.138895,39,341,-0.810592,-0.002377
HOOK,ENJ,both,2.718742,0.103214,23,302,-1.587824,-0.005258
NEXO,ENS,both,2.558256,2.691001,217,400,-1.425513,-0.003564
HOOK,EOS,both,3.366688,0.102133,19,320,-1.367159,-0.004272
GMX,ETC,both,2.131876,0.298859,75,283,-0.804964,-0.002844
HFT,ETC,both,4.283772,0.351363,32,328,-0.239420,-0.000730
HIVE,ETC,both,2.204003,5.458886,271,306,-0.369738,-0.001208
HOOK,ETC,both,3.102740,0.137393,22,289,-0.746386,-0.002583
REQ,ETC,both,2.085184,5.472360,286,334,-0.057216,-0.000171
TRX,ETC,both,2.257931,6.793692,280,323,-1.048823,-0.003247
1INCH,ETH,both,2.025992,2.135482,243,271,0.619150,0.002285
APE,ETH,both,2.436582,1.775414,189,313,-0.276967,-0.000885
CHZ,ETH,both,2.434167,3.154702,236,280,0.214859,0.000767
FUN,ETH,both,2.642779,3.440174,254,330,-0.469153,-0.001422
GMX,ETH,both,3.268593,0.808759,67,250,-0.544731,-0.002179
HFT,ETH,both,3.593392,0.180898,34,321,-0.132131,-0.000412
HIVE,ETH,both,2.838335,4.701518,280,313,0.718398,0.002295
HOOK,ETH,both,5.313698,0.157719,17,323,-0.339792,-0.001052
OSMO,ETH,both,2.403269,0.232104,34,271,0.196022,0.000723
PHB,ETH,both,2.796698,0.130721,28,326,0.301395,0.000925
POLYX,ETH,both,2.867611,0.476811,57,332,0.581260,0.001751
REQ,ETH,both,2.121086,2.309308,279,328,0.499924,0.001524
SUSHI,ETH,both,2.160970,2.502209,241,268,0.219781,0.000820
APT,FIDA,both,2.981996,2.111164,54,367,-2.295316,-0.006254
GMX,FIDA,both,2.532964,2.421335,69,371,-2.029347,-0.005470
HFT,FIDA,both,2.451069,1.115539,37,387,-1.378550,-0.003562
OSMO,FIDA,both,2.947339,2.447177,32,346,-2.766826,-0.007997
POLYX,FIDA,both,3.086841,2.244702,57,399,-1.563049,-0.003917
TUSD,FIDA,both,2.114524,4.181369,299,355,-1.215514,-0.003424
USDP,FIDA,both,2.466935,6.924413,314,357,-1.721421,-0.004822
HOOK,FIL,both,2.391544,0.188583,21,301,0.012185,0.000040
GMX,FIO,both,2.291497,0.453966,65,354,-2.018773,-0.005703
1INCH,FLM,both,3.127442,17.694546,257,286,1.297421,0.004536
ACH,FLM,both,2.732763,9.386958,314,338,0.060524,0.000179
ADA,FLM,both,2.137674,5.275974,230,294,0.026485,0.000090
APE,FLM,both,2.844500,5.859556,234,298,1.432783,0.004808
ASR,FLM,both,2.360211,11.932816,340,370,0.967285,0.002614
ATOM,FLM,both,2.463692,7.513726,265,318,0.281172,0.000884
AXS,FLM,both,2.533943,10.059470,244,273,0.674206,0.002470
BAL,FLM,both,2.204517,5.615004,246,324,0.394660,0.001218
BAND,FLM,both,2.244196,6.256759,247,308,1.065459,0.003459
BCH,FLM,both,2.174077,4.873530,267,297,0.228007,0.000768
CAKE,FLM,both,2.601672,10.526125,287,299,0.713161,0.002385
CELO,FLM,both,2.342937,10.263324,263,284,0.652394,0.002297
CHZ,FLM,both,2.457228,9.066204,249,278,1.304750,0.004693
COMP,FLM,both,2.663449,8.737657,259,308,0.669865,0.002175
CTK,FLM,both,2.226729,11.072517,278,295,-0.421494,-0.001429
CTXC,FLM,both,2.067321,4.345157,295,355,0.443657,0.001250
DENT,FLM,both,2.238965,5.223353,233,282,0.483812,0.001716
DEXE,FLM,both,3.063932,14.924263,309,312,1.066751,0.003419
DIA,FLM,both,2.019871,4.374895,314,356,0.834669,0.002345
DOGE,FLM,both,2.079541,4.812003,241,284,1.647162,0.005800
EGLD,FLM,both,2.029470,4.911678,265,304,1.552418,0.005107
ENJ,FLM,both,2.360300,5.823824,211,264,1.226778,0.004647
ENS,FLM,both,2.360262,6.583678,276,272,0.539388,0.001983
EOS,FLM,both,2.509967,7.546347,231,279,1.086377,0.003894
ETC,FLM,both,2.998790,13.348377,236,256,1.428634,0.005581
ETH,FLM,both,2.277709,5.853805,249,282,0.699781,0.002481
FET,FLM,both,2.042251,4.574468,281,288,1.068911,0.003711
FTT,FLM,both,2.120847,7.370115,230,95,-0.383976,-0.004042
FUN,FLM,both,2.525647,9.068713,328,350,-0.233726,-0.000668
HARD,FLM,both,2.343167,6.529937,310,357,0.927582,0.002598
HBAR,FLM,both,2.350158,6.398033,240,312,0.674428,0.002162
HIGH,FLM,both,2.165470,5.520601,304,343,0.187854,0.000548
HOT,FLM,both,2.147451,5.728469,227,262,0.604243,0.002306
IDEX,FLM,both,2.093882,4.539753,292,322,0.435054,0.001351
ILV,FLM,both,2.577268,8.716877,251,301,0.572948,0.001903
INJ,FLM,both,2.320896,7.810588,301,363,0.080274,0.000221
IOTX,FLM,both,2.359128,6.715732,248,302,0.195124,0.000646
JST,FLM,both,2.582426,8.871917,291,334,-0.851505,-0.002549
KDA,FLM,both,2.294142,4.130576,234,322,-0.050008,-0.000155
LPT,FLM,both,2.153156,5.758791,267,296,0.616141,0.002082
LRC,FLM,both,2.787998,11.703435,240,258,0.870857,0.003375
LTC,FLM,both,2.584338,9.569401,264,288,0.225538,0.000783
MDT,FLM,both,2.257090,6.725797,323,338,0.995882,0.002946
MINA,FLM,both,2.114003,6.251109,266,261,0.850301,0.003258
MLN,FLM,both,2.384066,7.978192,317,354,0.221028,0.000624
NEO,FLM,both,2.693914,16.165046,187,227,-0.179860,-0.000792
NEXO,FLM,both,2.993449,7.393877,218,368,0.650475,0.001768
ONG,FLM,both,2.127863,4.753538,315,335,0.279073,0.000833
ONT,FLM,both,2.143229,5.151718,221,270,0.129920,0.000481
OXT,FLM,both,2.760341,10.552940,361,359,0.403515,0.001124
PEOPLE,FLM,both,2.115860,8.815317,277,293,1.239621,0.004231
PHA,FLM,both,2.414947,6.456747,342,358,1.321055,0.003690
QTUM,FLM,both,2.135570,4.673415,213,266,-0.118961,-0.000447
RAD,FLM,both,2.488385,9.750298,342,353,1.673351,0.004740
REI,FLM,both,2.167297,2.278591,203,342,-0.037707,-0.000110
REQ,FLM,both,2.921942,13.857506,303,339,0.905734,0.002672
RIF,FLM,both,2.381622,6.920108,326,378,-0.532095,-0.001408
RVN,FLM,both,2.141161,5.282558,225,270,1.270543,0.004706
SAND,FLM,both,2.135821,4.420864,238,276,1.335505,0.004839
SUN,FLM,both,2.177883,5.256260,321,356,0.115127,0.000323
T,FLM,both,2.681413,6.569780,253,309,0.507233,0.001642
TFUEL,FLM,both,2.176692,5.531059,298,346,0.398847,0.001153
THETA,FLM,both,2.211494,6.488920,219,290,0.765460,0.002640
TKO,FLM,both,2.163056,5.458414,337,358,0.799257,0.002233
TROY,FLM,both,2.160821,4.994507,309,340,1.034478,0.003043
TRU,FLM,both,2.488880,8.546188,307,330,1.269906,0.003848
TUSD,FLM,both,2.798535,7.792620,299,318,0.174351,0.000548
UMA,FLM,both,2.372556,7.902521,301,311,1.729877,0.005562
USDC,FLM,both,3.117279,10.849364,289,325,0.401681,0.001236
USDP,FLM,both,2.713181,6.537990,312,355,0.211509,0.000596
UTK,FLM,both,3.067616,18.084616,303,326,0.816208,0.002504
WIN,FLM,both,2.515588,9.237117,290,332,0.381355,0.001149
XEC,FLM,both,2.332666,5.642446,229,260,1.309565,0.005037
XLM,FLM,both,2.672997,11.057650,251,303,1.148634,0.003791
XTZ,FLM,both,2.685481,11.337729,241,278,1.215218,0.004371
YFI,FLM,both,2.001398,4.762940,288,288,1.260521,0.004377
HOOK,FLOW,both,3.687086,0.160153,23,310,-0.245427,-0.000792
PHB,FLOW,both,2.328683,0.137761,30,329,0.346573,0.001053
APT,FTT,both,4.583474,3.311913,20,89,1.130715,0.012705
GMX,FTT,both,3.708414,5.764849,37,99,0.600299,0.006064
LUNC,FTT,both,2.318050,2.878236,60,88,0.890326,0.010117
STG,FTT,both,2.064979,2.639778,69,99,-0.063582,-0.000642
TUSD,FTT,both,2.299114,1.812836,304,105,0.029362,0.000280
USDP,FTT,both,2.787504,2.867197,302,108,0.317029,0.002935
ACH,FXS,both,4.129357,75.646943,329,370,1.140300,0.003082
ACM,FXS,both,3.460370,31.689087,345,395,0.564367,0.001429
AGLD,FXS,both,3.095888,20.889640,331,339,0.897078,0.002646
ALPINE,FXS,both,3.322112,16.788915,280,398,0.987823,0.002482
APE,FXS,both,2.771472,7.179287,266,380,1.120807,0.002949
API3,FXS,both,2.234053,5.622540,323,364,2.908710,0.007991
APT,FXS,both,2.874695,0.432998,59,335,0.816908,0.002439
ARDR,FXS,both,2.357612,7.806850,346,391,1.822270,0.004661
ASTR,FXS,both,2.983238,8.166982,273,361,1.744437,0.004832
ATM,FXS,both,2.654131,12.677441,366,374,0.714466,0.001910
AXS,FXS,both,2.448970,9.014465,342,337,1.959190,0.005814
BICO,FXS,both,2.299983,6.136113,342,361,2.146880,0.005947
BNT,FXS,both,2.015615,4.965351,352,351,1.545805,0.004404
BTTC,FXS,both,3.396246,19.834388,305,474,0.162649,0.000343
CITY,FXS,both,2.554731,8.689195,360,377,0.683682,0.001813
COS,FXS,both,2.590074,10.350268,346,409,1.149317,0.002810
CTK,FXS,both,2.521588,11.966643,349,344,1.880511,0.005467
DATA,FXS,both,2.232572,6.018089,345,386,1.409099,0.003651
DCR,FXS,both,2.871668,14.925628,346,387,1.813159,0.004685
DF,FXS,both,2.742195,12.381704,345,384,1.465091,0.003815
DGB,FXS,both,2.251779,6.554079,349,361,2.052758,0.005686
DIA,FXS,both,2.334428,7.871667,349,368,1.969927,0.005353
DOGE,FXS,both,2.228922,7.220982,336,334,2.306435,0.006905
DYDX,FXS,both,2.008507,4.506204,341,346,1.299845,0.003757
ENS,FXS,both,3.142771,20.499860,341,351,2.015865,0.005743
EOS,FXS,both,2.123726,5.310673,340,352,1.923451,0.005464
ETC,FXS,both,2.284087,7.343791,332,355,1.801687,0.005075
EUR,FXS,both,3.972047,99.917274,400,489,1.211827,0.002478
FARM,FXS,both,2.279330,6.325253,349,378,2.179603,0.005766
FLUX,FXS,both,3.026010,16.951875,340,370,1.523574,0.004118
FORTH,FXS,both,2.697012,12.781693,362,383,1.534863,0.004007
FUN,FXS,both,3.205028,23.108285,351,384,0.422988,0.001102
GHST,FXS,both,4.223504,101.601648,348,398,1.241692,0.003120
GMT,FXS,both,2.993951,8.915257,268,359,1.610577,0.004486
GMX,FXS,both,3.850147,1.013881,72,363,0.469598,0.001294
GNO,FXS,both,2.164682,6.184415,336,360,0.778460,0.002162
HFT,FXS,both,3.114787,0.287548,44,395,1.317151,0.003335
HIGH,FXS,both,2.066916,5.356931,361,371,2.102621,0.005667
HOOK,FXS,both,2.071621,0.069779,25,350,0.697412,0.001993
HOT,FXS,both,2.557102,11.041841,334,353,1.589481,0.004503
IMX,FXS,both,2.454257,8.760854,331,366,1.177156,0.003216
IOTX,FXS,both,2.005778,4.834459,359,361,1.625434,0.004503
JASMY,FXS,both,2.795681,13.367476,334,350,2.168957,0.006197
KAVA,FXS,both,3.183541,28.591961,354,374,1.988207,0.005316
KDA,FXS,both,3.275900,10.418038,264,366,1.172062,0.003202
KMD,FXS,both,3.058285,19.514275,352,415,0.860856,0.002074
KNC,FXS,both,3.142720,23.885606,359,347,1.828207,0.005269
LAZIO,FXS,both,3.867166,50.187435,354,388,0.810431,0.002089
LDO,FXS,both,2.211346,1.510423,209,358,-0.681345,-0.001903
LOKA,FXS,both,3.566036,27.378602,306,377,1.586464,0.004208
LRC,FXS,both,2.040861,4.819170,343,340,2.557966,0.007523
LSK,FXS,both,2.296896,7.167516,360,370,1.864197,0.005038
LUNA,FXS,both,2.782823,14.311946,315,357,1.537617,0.004307
LUNC,FXS,both,3.741718,1.410161,102,352,1.968493,0.005592
MAGIC,FXS,both,3.014055,0.047826,10,364,1.428765,0.003925
MDT,FXS,both,3.108356,28.544724,349,368,1.072007,0.002913
MINA,FXS,both,3.175874,22.708191,339,342,1.604118,0.004690
MLN,FXS,both,2.228091,6.692150,360,374,1.257042,0.003361
NEXO,FXS,both,4.248013,10.067778,223,407,1.778110,0.004369
NKN,FXS,both,2.694792,10.334162,347,372,2.461454,0.006617
NULS,FXS,both,3.318207,20.660167,330,385,2.085529,0.005417
OG,FXS,both,2.860255,17.130996,370,383,1.446417,0.003777
OGN,FXS,both,2.312191,7.453641,351,366,1.822896,0.004981
OM,FXS,both,2.113253,5.298472,362,356,2.037984,0.005725
ONG,FXS,both,2.551980,9.752852,339,393,1.466687,0.003732
OSMO,FXS,both,4.578216,0.711987,38,335,1.238565,0.003697
OXT,FXS,both,2.800813,10.951559,378,382,1.458066,0.003817
PAXG,FXS,both,3.872553,80.839058,354,446,-0.325436,-0.000730
