Date,STRAX,ETC,RIF,FUN,NEO,TRU,KMD,ZEC,CTXC,SXP
2021-01-02 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1002.9199350357652,1000.0,1000.0,1002.9199350357652,1002.9199350357652,,1002.9199350357652,1000.0,1002.9199350357652,1002.9199350357652
2021-01-08 01:00:00,1053.04500843568,1049.9791375650816,1000.0,1053.04500843568,1053.04500843568,,1053.04500843568,1049.9791375650816,1053.04500843568,1053.04500843568
2021-01-08 02:00:00,1034.3924301013956,1031.380864978527,1000.0,1034.3924301013956,1034.3924301013956,,1034.3924301013956,1031.380864978527,1034.3924301013956,1034.3924301013956
2021-01-08 03:00:00,1020.3733652088314,1017.4026156658696,1000.0,1020.3733652088314,1020.3733652088314,,1020.3733652088314,1017.4026156658696,1020.3733652088314,1020.3733652088314
2021-01-08 04:00:00,1015.8555153042474,1012.8979191823735,1000.0,1015.8555153042474,1015.8555153042474,,1015.8555153042474,1012.8979191823735,1015.8555153042474,1015.8555153042474
2021-01-08 05:00:00,977.3867654487289,974.5411685468933,1000.0,977.3867654487289,977.3867654487289,,977.3867654487289,974.5411685468933,977.3867654487289,977.3867654487289
2021-01-08 06:00:00,979.1838869114895,976.3330578094161,1000.0,979.1838869114895,979.1838869114895,,979.1838869114895,976.3330578094161,979.1838869114895,979.1838869114895
2021-01-08 07:00:00,970.9616446146898,968.1347540270646,1000.0,970.9616446146898,970.9616446146898,,970.9616446146898,968.1347540270646,970.9616446146898,970.9616446146898
2021-01-08 08:00:00,979.2664822187734,976.4154126459275,1000.0,979.2664822187734,979.2664822187734,,979.2664822187734,968.1347540270646,979.2664822187734,979.2664822187734
2021-01-08 09:00:00,942.3214285714287,939.577922077922,1000.0,942.3214285714287,942.3214285714287,,942.3214285714287,968.1347540270646,942.3214285714287,942.3214285714287
2021-01-08 10:00:00,942.3214285714287,941.978744527448,1000.0,944.7292612665397,944.7292612665397,,944.7292612665397,968.1347540270646,944.7292612665397,944.7292612665397
2021-01-08 11:00:00,942.3214285714287,941.978744527448,1000.0,942.6274764533939,942.6274764533939,,942.6274764533939,968.1347540270646,942.6274764533939,942.6274764533939
2021-01-08 12:00:00,942.3214285714287,941.978744527448,1000.0,912.1436877337441,912.1436877337441,,942.6274764533939,968.1347540270646,912.1436877337441,912.1436877337441
2021-01-08 13:00:00,921.7093504330298,921.3741621649884,1000.0,912.1436877337441,892.191709146652,,922.0087039083247,968.1347540270646,932.5418500787199,932.5418500787199
2021-01-08 14:00:00,890.3914299856781,890.0676307737513,1000.0,912.1436877337441,861.8767416813503,,890.680612002562,968.1347540270646,965.3423358999518,965.3423358999518
2021-01-08 15:00:00,889.636246088366,889.3127215061611,1000.0,912.1436877337441,861.145742465875,,890.680612002562,968.1347540270646,966.1617842876166,966.1617842876166
2021-01-08 16:00:00,881.4476834371198,881.127136702684,1000.0,912.1436877337441,853.21941763925,,890.680612002562,968.1347540270646,975.1373326389706,975.1373326389706
2021-01-08 17:00:00,878.545408067058,878.2259167723378,1000.0,912.1436877337441,850.4100873209526,,890.680612002562,968.1347540270646,978.3586994994185,978.3586994994185
2021-01-08 18:00:00,867.1584194977845,866.8430691884789,1000.0,912.1436877337441,839.3877658170202,,890.680612002562,980.8477014306166,991.2059014377924,991.2059014377924
2021-01-08 19:00:00,829.0882665568193,828.7867608164358,1000.0,912.1436877337441,802.5368053662917,,890.680612002562,1025.8863583643758,1036.7201871729385,1036.7201871729385
2021-01-08 20:00:00,829.0882665568193,852.6034081017789,1000.0,912.1436877337441,825.5991139486417,,890.680612002562,997.2292203329821,1007.7604166666667,1007.7604166666667
2021-01-08 21:00:00,829.0882665568193,881.51199240773,1000.0,912.1436877337441,853.5920839059629,,890.680612002562,964.5257684949502,974.7116014306584,974.7116014306584
2021-01-08 22:00:00,829.0882665568193,878.6995853323942,1000.0,912.1436877337441,850.8687534953685,,890.680612002562,967.6128748745812,977.8313090645688,977.8313090645688
2021-01-08 23:00:00,829.0882665568193,878.6995853323942,1000.0,912.1436877337441,811.6097956289564,,890.680612002562,1014.417969256495,1025.1306866346429,1025.1306866346429
2021-01-09 00:00:00,829.0882665568193,878.6995853323942,1000.0,912.1436877337441,811.6097956289564,,890.680612002562,1000.0244275001266,1010.5851424989991,1010.5851424989991
2021-01-09 01:00:00,829.0882665568193,878.6995853323942,1000.0,912.1436877337441,811.6097956289564,,890.680612002562,997.4370197120888,1007.9704105021881,1007.9704105021881
2021-01-09 02:00:00,829.0882665568193,878.6995853323942,1000.0,912.1436877337441,811.6097956289564,,890.680612002562,922.5447391095798,932.28723318825,932.28723318825
2021-01-09 03:00:00,829.0882665568193,878.6995853323942,1000.0,905.6684534858231,811.6097956289564,,890.680612002562,922.5447391095798,938.952783034891,938.952783034891
2021-01-09 04:00:00,829.0882665568193,878.6995853323942,1000.0,888.5867269404021,811.6097956289564,,890.680612002562,922.5447391095798,957.0027203033551,957.0027203033551
2021-01-09 05:00:00,829.0882665568193,878.6995853323942,1000.0,866.7584485933376,811.6097956289564,,890.680612002562,922.5447391095798,981.1036930617764,981.1036930617764
2021-01-09 06:00:00,829.0882665568193,878.6995853323942,1000.0,890.6523559651912,811.6097956289564,,890.680612002562,922.5447391095798,954.7832094216726,954.7832094216726
2021-01-09 07:00:00,829.0882665568193,878.6995853323942,1000.0,887.7809851222218,811.6097956289564,,890.680612002562,922.5447391095798,957.871287128713,957.871287128713
2021-01-09 08:00:00,831.3518483220524,878.6995853323942,1000.0,885.363759667681,811.6097956289564,,890.680612002562,922.5447391095798,960.4864730702407,960.4864730702407
2021-01-09 09:00:00,829.5810870045448,878.6995853323942,1000.0,885.363759667681,811.6097956289564,,890.680612002562,922.5447391095798,958.4406578165248,958.4406578165248
2021-01-09 10:00:00,830.0744936780209,878.6995853323942,1000.0,885.363759667681,811.6097956289564,,891.2103585997086,923.0934374080191,959.0107057890564,959.0107057890564
2021-01-09 11:00:00,805.3916764718473,878.6995853323942,1000.0,885.363759667681,811.6097956289564,,864.7096257846393,895.6446400370706,930.4938845518813,930.4938845518813
2021-01-09 12:00:00,813.5160128455836,887.5634104888398,1000.0,885.363759667681,811.6097956289564,,873.4323281302325,904.6793973353721,939.8801813471503,939.8801813471503
2021-01-09 13:00:00,830.9531118242797,906.587659297942,1000.0,885.363759667681,811.6097956289564,,892.1536879022751,924.0705143462654,960.0258004763167,960.0258004763167
2021-01-09 14:00:00,834.5555695454254,910.5180179026088,1000.0,885.363759667681,811.6097956289564,,896.0214704470402,928.0766669340827,964.1878311712043,964.1878311712043
2021-01-09 15:00:00,848.0361366732479,925.225605640731,1000.0,885.363759667681,811.6097956289564,,910.494895610221,943.0678793409273,979.7623468251021,979.7623468251021
2021-01-09 16:00:00,829.0198655778113,904.478446197356,1000.0,885.363759667681,793.4103448862826,,890.0780560238127,921.9206266716045,957.7922613645741,957.7922613645741
2021-01-09 17:00:00,815.6555237725779,889.8976627778623,1000.0,885.363759667681,780.6200518171556,,875.7294163012299,907.058663908448,942.3520244163773,942.3520244163773
2021-01-09 18:00:00,818.0992762781002,892.5638491515086,1000.0,885.363759667681,782.958835963024,,878.353153764991,909.776265663083,945.1753671801218,945.1753671801218
2021-01-09 19:00:00,814.1223863846654,888.2249770196512,1000.0,885.363759667681,779.1527684452984,,874.0833617221887,905.3537216747025,940.5807434293678,940.5807434293678
2021-01-09 20:00:00,805.4174981700078,878.727757358663,1000.0,885.363759667681,770.8217879135178,,864.7373492781962,895.6733553394878,940.5807434293678,930.5237171574679
2021-01-09 21:00:00,814.7296645479543,888.887530514866,1000.0,885.363759667681,779.7339617278516,,874.7353665648822,906.0290520112957,929.8301291387162,930.5237171574679
2021-01-09 22:00:00,835.3742510199396,911.4112169425172,1000.0,885.363759667681,799.4917855784976,,896.9004486785575,928.9870906396744,929.8301291387162,930.5237171574679
2021-01-09 23:00:00,798.391052810158,871.0617548353846,1000.0,885.363759667681,764.097154804277,,857.1933987815535,887.8595197748703,929.8301291387162,930.5237171574679
2021-01-10 00:00:00,803.3569810739074,876.4796890326467,1000.0,885.363759667681,768.8497777751098,,862.5250729173367,893.3819347217437,929.8301291387162,930.5237171574679
2021-01-10 01:00:00,803.6782416236363,876.8301911797099,1000.0,885.363759667681,769.1572389761525,,862.8699946465409,893.739196036736,929.8301291387162,930.5237171574679
2021-01-10 02:00:00,795.2444475750368,867.6287410657142,1000.0,885.363759667681,761.0857080965694,,853.8150427408342,884.3603029397837,929.8301291387162,930.5237171574679
2021-01-10 03:00:00,780.4820106462741,851.5226058935401,1000.0,885.363759667681,746.9573733468972,,837.9653367092795,867.943573172905,912.5693250202714,930.5237171574679
2021-01-10 04:00:00,777.8358174003878,848.6355523321529,1000.0,888.3757623918746,744.4248440517263,,835.124248530385,865.000844974418,909.475294983279,930.5237171574679
2021-01-10 05:00:00,785.8410722349769,857.3694569764723,1000.0,879.3260007821976,752.0862430880293,,843.7190988554495,873.9031763421066,918.8353441597709,930.5237171574679
2021-01-10 06:00:00,780.56688914107,851.6152101510208,1000.0,885.2674856080038,747.0386059911624,,838.0564665950434,868.0379632332186,912.668568192629,930.5237171574679
2021-01-10 07:00:00,772.2525200329427,842.5440552073586,1000.0,894.7986175160676,739.08137030177,,829.1297354030612,858.7918779500858,912.668568192629,930.5237171574679
