Date,STORJ,TRU,DOT,FLM,SNX,EGLD,AVAX,NEAR,1INCH,DIA
2021-01-01 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1008.5203217612195,1000.0,1000.0
2021-01-08 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1047.1454475520634,1000.0,1000.0
2021-01-08 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1014.911860254567,1031.759986812462,1000.0
2021-01-08 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1010.3918137956633,1036.3756250343424,1000.0
2021-01-08 04:00:00,1000.0,,1000.0,1000.0,1040.0904378515493,1000.0,1000.0,1050.8988640123525,996.42837518545,1000.0
2021-01-08 05:00:00,1000.0,,1000.0,1000.0,997.567038662929,1000.0,959.1156714444389,1007.9335695774055,1038.9032364415627,1000.0
2021-01-08 06:00:00,1000.0,,1000.0,1000.0,960.5316765125277,1000.0,923.5078427378285,970.5133428396822,1078.9603824385958,1000.0
2021-01-08 07:00:00,1000.0,,1000.0,1000.0,972.7178958225888,1000.0,935.2243424445593,970.5133428396822,1065.4431562173745,1000.0
2021-01-08 08:00:00,1000.0,,1000.0,1000.0,943.0499999999998,1000.0,906.7000000000002,970.5133428396822,1098.961481400077,1000.0
2021-01-08 09:00:00,1000.0,,1000.0,1000.0,953.6353524117707,1000.0,916.8773384568716,970.5133428396822,1086.7630089565362,988.8999999999999
2021-01-08 10:00:00,1000.5058680696072,,1000.0,1000.0,954.1177660866042,1000.0,917.3411574261434,970.5133428396822,1086.2135282158363,988.4000000000002
2021-01-08 11:00:00,1017.1252249935716,,1000.0,1000.0,969.9665723836463,1000.0,932.5790691694526,970.5133428396822,1068.4653002912246,972.2499999999998
2021-01-08 12:00:00,1024.7668393782383,,1000.0,1000.0,977.2538860103625,1000.0,939.5854922279794,977.8047643273376,1060.4978295510743,965.0
2021-01-08 13:00:00,1000.101132686084,,1000.0,1000.0,953.7317961165047,975.9304207119741,916.9700647249192,954.2694150241513,1086.6531128083961,988.8000000000001
2021-01-08 14:00:00,1027.535328345802,,973.3009708737864,1000.0,979.8940149625935,1002.7015793848713,942.1238570241068,980.4463815210732,1057.640529699434,962.3999999999999
2021-01-08 15:00:00,1019.6422127133058,,980.8353559870552,1000.0,972.366860854771,994.9992266845387,934.8868381708512,972.9149843541585,1065.8277927358647,969.8500000000003
2021-01-08 16:00:00,1022.6473629782835,,977.9530744336566,1000.0,975.2326783867633,997.9317476732165,937.6421923474668,975.7824173483774,1062.6957525138741,966.9999999999997
2021-01-08 17:00:00,1037.8338668205906,,963.6427993527509,1000.0,975.2326783867633,1012.751220024138,951.5663535708663,990.2729680179259,1047.1454475520634,966.9999999999997
2021-01-08 18:00:00,1043.8591861508419,,958.0805016181226,1000.0,975.2326783867633,1012.751220024138,957.0908323217401,996.0221645388516,1041.1011594043628,966.9999999999997
2021-01-08 19:00:00,1069.0810810810808,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,980.2162162162164,1020.0882135955467,1016.5393702950711,966.9999999999997
2021-01-08 20:00:00,1056.1221765365517,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,968.3344903081116,1007.7231778457639,1029.0125831089617,966.9999999999997
2021-01-08 21:00:00,1031.0170463431164,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,945.3161653547415,983.7685425385819,1054.0689048848838,966.9999999999997
2021-01-08 22:00:00,1026.8418046830384,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,941.487980894035,979.7846400247971,1058.354854662344,966.9999999999997
2021-01-08 23:00:00,1048.50766049939,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,961.352913110322,1000.4576128673921,1036.4855211824827,966.9999999999997
2021-01-09 00:00:00,1035.497382198953,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,949.4240837696337,988.0435576710793,1049.5082147370736,955.0010994764395
2021-01-09 01:00:00,1029.5679333680373,,935.4773462783171,1000.0,975.2326783867633,1012.751220024138,943.9875065070277,982.3858381841549,1055.5525028847742,949.5325871941693
2021-01-09 02:00:00,1014.4124737139047,,935.4773462783171,985.2797866338412,975.2326783867633,1012.751220024138,930.0918089962561,967.9249090381912,1071.322600142865,935.5552649125503
2021-01-09 03:00:00,1017.1775354865251,,935.4773462783171,987.9654392100391,975.2326783867633,1012.751220024138,932.6270314750052,970.5632560953309,1068.410352217155,938.1053795515322
2021-01-09 04:00:00,1033.9275445658425,,935.4773462783171,1004.2344084897279,975.2326783867633,996.344275243866,947.9847352187782,986.5456611175503,1051.1017088851036,953.5532960426576
2021-01-09 05:00:00,1020.9580838323351,,935.4773462783171,991.6374148255212,975.2326783867633,1009.0010612172189,936.0933305802189,974.1705529381381,1064.4540908841147,941.592040057815
2021-01-09 06:00:00,1020.9580838323351,,935.4773462783171,991.6374148255212,966.4731034311935,999.9381774338307,944.5775601625169,982.9998932970941,1054.893125995934,950.1261068861335
2021-01-09 07:00:00,1020.9580838323351,,935.4773462783171,991.6374148255212,973.7224068426995,1007.4384950476691,937.5452383414332,975.6815195697246,1062.8056486620146,943.052476476062
2021-01-09 08:00:00,1020.9580838323351,,935.4773462783171,991.6374148255212,975.6857598499821,1009.4698310680834,935.6586347453696,973.7181750950735,1064.9486235507443,941.1547907744697
2021-01-09 09:00:00,1020.9580838323351,,935.4773462783171,991.6374148255212,980.5186287909864,1014.4700428106426,931.0468758022283,968.918824845593,1070.223638661465,936.515941880166
2021-01-09 10:00:00,1014.6028164091225,,935.4773462783171,991.6374148255212,986.6603997368454,1014.4700428106426,925.2512883310377,968.918824845593,1070.223638661465,930.686310526047
2021-01-09 11:00:00,1009.2985787636987,,935.4773462783171,991.6374148255212,991.8456653714643,1014.4700428106426,920.4141711501373,968.918824845593,1070.223638661465,925.8207796162824
2021-01-09 12:00:00,990.4468097226872,,935.4773462783171,991.6374148255212,1010.7240596722611,1014.4700428106426,903.2225930168852,950.8212724564362,1070.223638661465,908.5282163669867
2021-01-09 13:00:00,1004.3030605455754,,935.4773462783171,991.6374148255212,996.7792190820726,1014.4700428106426,915.8585858585861,964.123166015549,1070.223638661465,921.2384343434342
2021-01-09 14:00:00,1007.3556534347714,,935.4773462783171,991.6374148255212,996.7792190820726,1014.4700428106426,918.6423505572442,967.0536315657481,1070.223638661465,924.0385511651465
2021-01-09 15:00:00,1022.9012653704937,,935.4773462783171,991.6374148255212,996.7792190820726,1014.4700428106426,932.8189300411526,981.9772987195407,1070.223638661465,938.2984053497942
2021-01-09 16:00:00,1013.5685100566996,,935.4773462783171,991.6374148255212,996.7792190820726,1014.4700428106426,924.3080687089047,973.0179258426967,1070.223638661465,929.7375503338596
2021-01-09 17:00:00,1000.9665055271513,,935.4773462783171,979.3080862509767,984.385960896566,1027.242054665183,912.8158663042384,973.0179258426967,1070.223638661465,918.1778415383062
2021-01-09 18:00:00,1000.8153706176653,,935.4773462783171,979.1602215240778,984.237329466565,1027.3971803152383,912.6780411696614,973.0179258426967,1070.223638661465,918.1778415383062
2021-01-09 19:00:00,995.1556700431584,,935.4773462783171,973.6229827575769,978.6713791998388,1033.2402464673153,907.5167650885799,973.0179258426967,1070.223638661465,918.1778415383062
2021-01-09 20:00:00,963.6637072353958,,935.4773462783171,942.8124274999712,947.7010661095801,1067.0059296293189,878.7981584686215,973.0179258426967,1070.223638661465,918.1778415383062
2021-01-09 21:00:00,963.6637072353958,,935.4773462783171,942.8124274999712,967.3432676677475,1045.3400471716168,897.0122675108827,973.0179258426967,1070.223638661465,899.5339590277878
2021-01-09 22:00:00,963.6637072353958,,935.4773462783171,942.8124274999712,972.297096364102,1040.0140665197232,901.6059265151895,973.0179258426967,1070.223638661465,894.9508566445337
2021-01-09 23:00:00,963.6637072353958,,935.4773462783171,942.8124274999712,959.3235957405534,1054.0787921247233,889.5756683836155,973.0179258426967,1070.223638661465,907.0538066274958
