Date,CKB,KAVA,ASR,PSG,LRC,DCR,ONG,TRU,ATM,RIF
2021-01-02 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-02 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-03 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-04 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-05 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-06 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 00:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 01:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 02:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 03:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 04:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 05:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 06:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 07:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 08:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 09:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 10:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 11:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 12:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,
2021-01-07 13:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 14:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 15:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 16:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 17:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 18:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 19:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 20:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 21:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 22:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-07 23:00:00,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-08 00:00:00,,1000.0,1000.0,1010.0715224054884,1000.0,1010.0715224054884,1010.0715224054884,,1000.0,1000.0
2021-01-08 01:00:00,,1000.0,1056.112224448898,1066.748882380145,1000.0,1066.748882380145,1066.748882380145,,1056.112224448898,1000.0
2021-01-08 02:00:00,,1000.0,1017.298982849506,1027.5447323483556,1000.0,1027.5447323483556,1027.5447323483556,,1017.298982849506,1000.0
2021-01-08 03:00:00,,1000.0,991.8204849800943,1001.8096272167938,1000.0,1001.8096272167938,1001.8096272167938,,991.8204849800943,1000.0
2021-01-08 04:00:00,,1021.9326818675356,970.5340699815838,980.3088256126931,1000.0,980.3088256126931,980.3088256126931,,970.5340699815838,1000.0
2021-01-08 05:00:00,,1050.4524068041987,944.1841234840131,953.6934950385888,1027.9076356424423,953.6934950385888,980.3088256126931,,944.1841234840131,1000.0
2021-01-08 06:00:00,,1025.6243213897937,944.1841234840131,976.7802950102339,1003.6124096897577,976.7802950102339,980.3088256126931,,944.1841234840131,1000.0
2021-01-08 07:00:00,,1013.608396670286,955.3770510351341,988.3596372205959,991.8543703074088,988.3596372205959,980.3088256126931,,955.3770510351341,1000.0
2021-01-08 08:00:00,,1024.7557003257327,944.984449081372,977.6082503355235,991.8543703074088,977.6082503355235,980.3088256126931,,944.984449081372,1000.0
2021-01-08 09:00:00,,1024.7557003257327,941.5924018612737,974.0990990990991,991.8543703074088,974.0990990990991,980.3088256126931,,941.5924018612737,1000.0
2021-01-08 10:00:00,,1024.7557003257327,952.2489035265843,985.1234963342591,991.8543703074088,985.1234963342591,980.3088256126931,,952.2489035265843,1000.0
2021-01-08 11:00:00,,1024.7557003257327,963.3574454990265,996.6155397134013,991.8543703074088,996.6155397134013,980.3088256126931,,963.3574454990265,1000.0
2021-01-08 12:00:00,,1024.7557003257327,965.931035786641,999.2779783393502,991.8543703074088,999.2779783393502,980.3088256126931,,965.931035786641,1000.0
2021-01-08 13:00:00,,1008.7325124030846,950.827636506395,983.6531627576404,991.8543703074088,983.6531627576404,980.3088256126931,,950.827636506395,1000.0
2021-01-08 14:00:00,,1018.7973906762907,960.314754550641,993.4678056133804,991.8543703074088,993.4678056133804,980.3088256126931,,960.314754550641,1000.0
2021-01-08 15:00:00,,978.8183758283726,922.6306790099986,954.4827586206898,991.8543703074088,954.4827586206898,980.3088256126931,,922.6306790099986,1000.0
2021-01-08 16:00:00,,978.8183758283726,922.6306790099986,920.5800186244513,991.8543703074088,920.5800186244513,1016.4112333973261,,922.6306790099986,1000.0
2021-01-08 17:00:00,,941.3818608555565,887.3431547030442,920.5800186244513,953.9192723343634,920.5800186244513,977.5369178988915,,887.3431547030442,1000.0
2021-01-08 18:00:00,,916.1203516217261,863.5317469967866,920.5800186244513,928.3213279629871,920.5800186244513,951.3052058756003,,863.5317469967866,1000.0
2021-01-08 19:00:00,,889.5567027366671,863.5317469967866,920.5800186244513,901.403901922983,920.5800186244513,923.7213437480157,,863.5317469967866,1000.0
2021-01-08 20:00:00,,898.4763593475817,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,863.5317469967866,1000.0
2021-01-08 21:00:00,,919.0501658369899,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,863.5317469967866,1000.0
2021-01-08 22:00:00,,935.3920184599064,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,863.5317469967866,1000.0
2021-01-08 23:00:00,,929.4021760642555,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,858.0020664285602,1000.0
2021-01-09 00:00:00,,918.2688820462531,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,847.724073198488,1000.0
2021-01-09 01:00:00,,932.7877391574493,863.5317469967866,920.5800186244513,910.4423513530825,920.5800186244513,923.7213437480157,,861.1275380540793,1000.0
2021-01-09 02:00:00,,932.7877391574493,878.5397322695026,936.5794898771553,894.8893775957473,920.5800186244513,923.7213437480157,,876.0937387224304,1000.0
2021-01-09 03:00:00,,932.7877391574493,860.0359110698088,916.8532341559502,914.1430771487568,920.5800186244513,943.5953680335745,,857.6414350871544,1000.0
2021-01-09 04:00:00,,937.4523348385437,855.756525710922,912.2911359272676,918.7144363879145,920.5800186244513,948.3140094711279,,853.3739642138495,1000.0
2021-01-09 05:00:00,,945.3088245765375,848.6443077905182,904.7090571810062,926.4138897610521,920.5800186244513,948.3140094711279,,846.2815478328635,1000.0
2021-01-09 06:00:00,,937.3202992984259,855.8770717773692,912.4196457365261,918.5850399884234,920.5800186244513,948.3140094711279,,853.4941746609845,1000.0
2021-01-09 07:00:00,,895.8102200859903,895.5367276386024,954.6993729826273,877.9046687195861,920.5800186244513,948.3140094711279,,893.0434117685149,1000.0
2021-01-09 08:00:00,,888.2181014372807,903.1914028580195,962.8597458705522,877.9046687195861,920.5800186244513,956.4198029293879,,900.6767751616093,1000.0
2021-01-09 09:00:00,,875.6544901340558,916.1501050011276,976.6745503658589,877.9046687195861,920.5800186244513,970.1422091776241,,913.5993982286594,1000.0
2021-01-09 10:00:00,,875.6544901340558,906.325600585655,966.2010009112777,877.9046687195861,920.5800186244513,959.738710487101,,903.8022467871286,1000.0
2021-01-09 11:00:00,,875.6544901340558,894.5723591070222,953.6712945085577,877.9046687195861,920.5800186244513,947.2928071456774,,892.0817281914319,1000.0
2021-01-09 12:00:00,,884.1131933720853,886.0135883892485,944.5470980511925,877.9046687195861,920.5800186244513,938.2296365073076,,883.5467864448221,1000.0
2021-01-09 13:00:00,,875.1827570753977,895.0545433728122,954.1853337455923,877.9046687195861,920.5800186244513,938.2296365073076,,892.5625699799733,1000.0
2021-01-09 14:00:00,,882.732047990875,887.3998681533952,946.0249608576675,877.9046687195861,912.7070447277982,938.2296365073076,,884.9292065868789,1000.0
2021-01-09 15:00:00,,907.384203209499,863.2906548638916,920.3229990059342,877.9046687195861,887.9102765493616,938.2296365073076,,860.8871171598087,1000.0
2021-01-09 16:00:00,,889.3768522938242,863.2906548638916,920.3229990059342,877.9046687195861,905.887933478728,938.2296365073076,,878.3176319944345,1000.0
2021-01-09 17:00:00,,877.842887036113,863.2906548638916,920.3229990059342,877.9046687195861,917.7903822043775,938.2296365073076,,889.857834919428,1000.0
2021-01-09 18:00:00,,889.3768522938242,863.2906548638916,920.3229990059342,877.9046687195861,905.887933478728,938.2296365073076,,878.3176319944345,1000.0
2021-01-09 19:00:00,,884.1131933720853,863.2906548638916,920.3229990059342,877.9046687195861,911.2812305575377,938.2296365073076,,883.5467864448221,1000.0
2021-01-09 20:00:00,,882.3724585898334,863.2906548638916,920.3229990059342,877.9046687195861,913.0789962504745,938.2296365073076,,885.2898379282848,1000.0
2021-01-09 21:00:00,,889.8030906866803,863.2906548638916,920.3229990059342,877.9046687195861,905.4539900356054,938.2296365073076,,877.8968954294608,1000.0
2021-01-09 22:00:00,,888.8902224587686,863.2906548638916,920.3229990059342,877.9046687195861,906.3838688422967,938.2296365073076,,878.7984737829759,1000.0
2021-01-09 23:00:00,,865.3924585543784,863.2906548638916,920.3229990059342,877.9046687195861,930.9946612593948,913.4275879193864,,902.6602475393428,1000.0
2021-01-10 00:00:00,,874.12321378596,863.2906548638916,920.3229990059342,869.1361442617397,921.6958731924813,922.6429590646585,,893.6444640041916,1000.0
2021-01-10 01:00:00,,857.4562210575742,863.2906548638916,920.3229990059342,886.0301680505239,939.6115382014016,905.0508356121491,,911.0148736152497,1000.0
2021-01-10 02:00:00,,857.4562210575742,863.2906548638916,920.3229990059342,867.4408961998894,919.8981074995447,924.4460890473308,,891.9014125207291,1000.0
2021-01-10 03:00:00,,857.4562210575742,863.2906548638916,920.3229990059342,889.8883188119763,943.7030049508435,901.1269470783251,,914.9818183707163,1000.0
2021-01-10 04:00:00,,857.4562210575742,862.0430430654942,918.9929651112925,888.6022685581587,942.3391827010295,902.431123963775,,913.6595034522273,1000.0
2021-01-10 05:00:00,,857.4562210575742,896.1822386398263,955.3875289555788,923.7932800489823,979.6583188095761,868.0538831470826,,949.8428480399675,1000.0
2021-01-10 06:00:00,,857.4562210575742,901.2861050878165,960.8285767063859,929.0543947236903,985.2375916497244,863.1382064665793,,955.2523181610585,1000.0
2021-01-10 07:00:00,,857.4562210575742,881.267606686256,939.4875783059986,908.4191338328916,963.3544437322544,863.1382064665793,,934.0351742416691,1000.0
2021-01-10 08:00:00,,857.4562210575742,875.8801921022668,933.7442501245914,902.8657350095891,957.4652112898758,863.1382064665793,,928.3251780027401,1000.0
2021-01-10 09:00:00,,857.4562210575742,846.6747340943244,902.6093657727515,872.760467704316,925.5393722601387,863.1382064665793,,897.3709878653874,1000.0
2021-01-10 10:00:00,,857.4562210575742,784.4642730560478,902.6093657727515,808.6333255025993,857.5342355307771,863.1382064665793,,831.4355576116482,1000.0
2021-01-10 11:00:00,,857.4562210575742,757.9447013469519,872.0957852018212,808.6333255025993,857.5342355307771,863.1382064665793,,803.3280763038298,1000.0
2021-01-10 12:00:00,,857.4562210575742,747.4510462311827,860.0217217753459,808.6333255025993,857.5342355307771,863.1382064665793,,792.206093707255,1000.0
2021-01-10 13:00:00,,857.4562210575742,758.8457544884134,873.1325424289843,808.6333255025993,857.5342355307771,863.1382064665793,,804.283081709226,1000.0
2021-01-10 14:00:00,,857.4562210575742,753.6283276049943,867.1293393106796,808.6333255025993,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 15:00:00,,857.4562210575742,767.3781408092999,882.9499580464233,808.6333255025993,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 16:00:00,,857.4562210575742,791.8486784285105,911.1059075258663,808.6333255025993,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 17:00:00,,857.4562210575742,795.7974691393599,915.6494101447986,812.6658178855694,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 18:00:00,,857.4562210575742,801.3213919055021,922.0052692906861,818.3068300611152,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 19:00:00,,857.4562210575742,810.5388623531755,932.6109468729068,827.7196812584125,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 20:00:00,,857.4562210575742,794.050511428678,913.639349973253,810.8818302859378,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
2021-01-10 21:00:00,,857.4562210575742,786.6251750042993,905.0957127027526,803.299100593521,857.5342355307771,863.1382064665793,,798.7532515064888,1000.0
