Date,CHZ,FUN,ASR,NEO,TRU,XTZ,ETC,BTC,CKB,WAN
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,1000.0,992.0668246303345,992.0668246303345,992.0668246303345,,1000.0,1000.0,992.0668246303345,,992.0668246303345
2021-01-08 01:00:00,1000.0,1022.283692107988,1022.283692107988,1022.283692107988,,1000.0,1000.0,1022.283692107988,,1022.283692107988
2021-01-08 02:00:00,1000.0,985.9308165789826,985.9308165789826,985.9308165789826,,1000.0,1000.0,985.9308165789826,,985.9308165789826
2021-01-08 03:00:00,1000.0,965.8218238093849,965.8218238093849,985.9308165789826,,1020.8206030075858,1000.0,965.8218238093849,,985.9308165789826
2021-01-08 04:00:00,981.6918270213453,965.8218238093849,965.8218238093849,985.9308165789826,,1002.1312428275481,981.6918270213453,983.8340273646637,,985.9308165789826
2021-01-08 05:00:00,994.0140742254798,965.8218238093849,965.8218238093849,985.9308165789826,,1014.7100466488814,994.0140742254798,971.6379766171199,,985.9308165789826
2021-01-08 06:00:00,1004.4675446024469,965.8218238093849,965.8218238093849,985.9308165789826,,1025.3811645826188,1004.4675446024469,961.5261627906979,,985.9308165789826
2021-01-08 07:00:00,1005.2413350074456,965.8218238093849,965.0783768039983,985.9308165789826,,1026.1710657704512,1005.2413350074456,960.7860223955387,,985.9308165789826
2021-01-08 08:00:00,1013.2274359797941,965.8218238093849,957.4717792231363,985.9308165789826,,1034.3234421807235,1013.2274359797941,953.2132564841498,,985.9308165789826
2021-01-08 09:00:00,1013.2274359797941,965.8218238093849,957.4717792231363,985.9308165789826,,1034.3234421807235,1013.2274359797941,953.2132564841498,,985.9308165789826
2021-01-08 10:00:00,1013.2274359797941,965.8218238093849,957.4717792231363,985.9308165789826,,1034.3234421807235,1011.0666627733822,955.2503898804363,,985.9308165789826
2021-01-08 11:00:00,1013.2274359797941,965.8218238093849,957.4717792231363,985.9308165789826,,1034.3234421807235,1019.3447601249752,947.4928028187164,,985.9308165789826
2021-01-08 12:00:00,1013.2274359797941,965.8218238093849,957.4717792231363,985.9308165789826,,1034.3234421807235,1039.93050486174,928.7368908730992,,985.9308165789826
2021-01-08 13:00:00,1009.898802698135,965.8218238093849,957.4717792231363,982.6918575724052,,1034.3234421807235,1036.5141472245746,931.7980139446441,,985.9308165789826
2021-01-08 14:00:00,990.99387264974,965.8218238093849,957.4717792231363,964.296231419666,,1034.3234421807235,1017.1109878237512,949.5736801309104,,985.9308165789826
2021-01-08 15:00:00,997.1674916422181,965.8218238093849,957.4717792231363,970.3035314575056,,1034.3234421807235,1023.4473092533653,943.694721825963,,985.9308165789826
2021-01-08 16:00:00,997.8787380699229,965.8218238093849,957.4717792231363,970.9956167153211,,1034.3234421807235,1024.1773002014775,943.0220955096223,,985.9308165789826
2021-01-08 17:00:00,979.3294312353805,965.8218238093849,957.4717792231363,952.9460331914901,,1015.0966742747556,1005.1391362747106,960.8837114719807,,985.9308165789826
2021-01-08 18:00:00,964.8626788958636,965.8218238093849,957.4717792231363,938.8690190475203,,1000.1015646425703,990.2911203901077,975.2908048179978,,971.3665479147054
2021-01-08 19:00:00,943.7244350644753,965.8218238093849,957.4717792231363,918.3002451852401,,978.1913061239597,968.5957894122121,997.1360957448406,,950.0858171033824
2021-01-08 20:00:00,949.2863821291272,965.8218238093849,957.4717792231363,923.7123519013583,,983.956387604967,974.3043186264496,991.293793268798,,955.6852556950562
2021-01-08 21:00:00,949.2863821291272,965.8218238093849,957.4717792231363,947.4093511289649,,983.956387604967,999.2992086898125,966.4991380066036,,955.6852556950562
2021-01-08 22:00:00,949.2863821291272,965.8218238093849,957.4717792231363,952.1293725872672,,983.956387604967,1004.2777469559377,961.7078808495794,,955.6852556950562
2021-01-08 23:00:00,949.2863821291272,965.8218238093849,957.4717792231363,924.9304219551132,,983.956387604967,1004.2777469559377,989.9883271976296,,955.6852556950562
2021-01-09 00:00:00,949.2863821291272,965.8218238093849,957.4717792231363,927.2419867162174,,983.956387604967,1004.2777469559377,987.5203391601607,,955.6852556950562
2021-01-09 01:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,983.956387604967,1004.2777469559377,981.2510197724612,,955.6852556950562
2021-01-09 02:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,964.541655031902,1004.2777469559377,961.8896676069443,,955.6852556950562
2021-01-09 03:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,971.3635439979507,1004.2777469559377,968.6927999297128,,955.6852556950562
2021-01-09 04:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,991.07148616025,1004.2777469559377,988.3465555107342,,955.6852556950562
2021-01-09 05:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,997.6746545821028,1004.2777469559377,988.3465555107342,,955.6852556950562
2021-01-09 06:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,981.3943423603635,1004.2777469559377,988.3465555107342,,940.0901373095485
2021-01-09 07:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,972.1607354460913,1004.2777469559377,988.3465555107342,,931.2451476685617
2021-01-09 08:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,969.815610864971,1004.2777469559377,988.3465555107342,,928.998722970238
2021-01-09 09:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,962.6101082999195,1004.2777469559377,988.3465555107342,,922.0964803106036
2021-01-09 10:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,976.223864007359,1004.2777469559377,988.3465555107342,,935.1372702559833
2021-01-09 11:00:00,949.2863821291272,965.8218238093849,957.4717792231363,933.166236523119,,977.4177489120652,1005.5059406996363,988.3465555107342,,936.280907808751
2021-01-09 12:00:00,949.2863821291272,965.8218238093849,957.4717792231363,908.4433212414978,,951.5224526022237,978.8664876052914,988.3465555107342,,911.4754737311093
2021-01-09 13:00:00,949.2863821291272,965.8218238093849,957.4717792231363,921.3285734703384,,965.0187341164396,992.7506136660304,988.3465555107342,,924.4037336509214
2021-01-09 14:00:00,949.2863821291272,965.8218238093849,957.4717792231363,927.5491167174538,,971.5342606535542,999.4533778087391,988.3465555107342,,930.6450394874603
2021-01-09 15:00:00,949.2863821291272,965.8218238093849,957.4717792231363,938.6709076678678,,983.1834561014384,1011.43733783019,988.3465555107342,,941.8039521441281
2021-01-09 16:00:00,949.2863821291272,965.8218238093849,957.4717792231363,931.45068081054,,975.6208401330146,1003.6573938994151,988.3465555107342,,934.559626008035
2021-01-09 17:00:00,949.2863821291272,965.8218238093849,957.4717792231363,913.3826493459727,,956.6960077181928,984.188715904741,988.3465555107342,,916.4312880550971
2021-01-09 18:00:00,949.2863821291272,965.8218238093849,957.4717792231363,917.4978796753594,,961.00638566306,988.6229617889073,988.3465555107342,,920.5602539754633
2021-01-09 19:00:00,949.2863821291272,965.8218238093849,957.4717792231363,905.4560889320326,,948.3935632734866,975.6476829423532,988.3465555107342,,908.4782708008335
2021-01-09 20:00:00,949.2863821291272,965.8218238093849,957.4717792231363,913.6198231441296,,956.9444284934227,984.4442755828468,988.3465555107342,,916.6692534790008
2021-01-09 21:00:00,960.5239021032429,965.8218238093849,957.4717792231363,924.4351273606538,,968.2726033537789,996.097989802842,988.3465555107342,,927.5206564271016
2021-01-09 22:00:00,954.6573626750481,965.8218238093849,957.4717792231363,918.789005372857,,962.3587376057455,990.0141764602191,988.3465555107342,,921.8556891217802
2021-01-09 23:00:00,944.3141566935648,965.8218238093849,957.4717792231363,908.8344140109209,,951.932091313253,979.2878981617695,988.3465555107342,,911.867871868613
2021-01-10 00:00:00,943.136673869046,965.8218238093849,957.4717792231363,907.701171535158,,950.7451095448611,978.0668059307876,988.3465555107342,,910.7308469180231
2021-01-10 01:00:00,937.3998491316268,965.8218238093849,957.4717792231363,902.1798906017326,,944.9620049169366,972.1175114090358,988.3465555107342,,905.1911373547244
2021-01-10 02:00:00,952.0469336823601,965.8218238093849,957.4717792231363,916.2766553386334,,959.7272498613117,987.3070672811076,988.3465555107342,,919.3349535028614
2021-01-10 03:00:00,935.4808866438885,965.8218238093849,957.4717792231363,900.3330273140327,,943.0275618492815,970.1274779779492,988.3465555107342,,903.3381097076366
2021-01-10 04:00:00,942.1509343430607,965.8218238093849,957.4717792231363,906.7524681845664,,949.75141789912,977.0445584279893,988.3465555107342,,903.3381097076366
2021-01-10 05:00:00,906.8981809425449,965.8218238093849,957.4717792231363,872.8242301591926,,914.2142748506618,940.4861794846042,988.3465555107342,,903.3381097076366
2021-01-10 06:00:00,906.8981809425449,989.195350857473,980.6432296685032,852.2004163349886,,892.6124627693097,918.2635930809367,988.3465555107342,,903.3381097076366
2021-01-10 07:00:00,890.5213931872175,971.3324389562574,962.9347521641281,867.8724770514297,,909.0277055275034,935.1505629868569,970.4989711749868,,887.0256097987657
2021-01-10 08:00:00,889.8258068220507,970.5737310737167,962.1826037157304,868.5509022635468,,909.7383022225824,935.8815801994448,969.7409143142281,,886.3327539904154
2021-01-10 09:00:00,865.2728284586246,943.7926738865,935.6330830459824,893.1968992363163,,935.5530326939428,962.4381522234381,942.9828370537787,,861.8761594921683
2021-01-10 10:00:00,821.0359762879381,895.5415146898484,887.7990808452672,941.3217321693078,,985.9599848865046,1014.2936561147875,894.7730805581865,,817.8129611541227
