Date,STRAX,TRU,KNC,WING,AVA,SNX,CKB,STPT,LSK,DCR
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1000.0,,952.7840481565088,952.7840481565088,1000.0,952.7840481565088,,1000.0,1000.0,1049.5557749259626
2021-01-08 01:00:00,1000.0,,897.6674191121145,897.6674191121145,1000.0,897.6674191121145,,1061.3998323554063,1000.0,1113.998323554065
2021-01-08 02:00:00,1000.0,,897.6674191121145,946.3882618510158,948.5191810773207,946.3882618510158,,1006.7580997813557,1000.0,1056.6487775790101
2021-01-08 03:00:00,1000.0,,897.6674191121145,975.1693002257337,920.5246913580248,946.3882618510158,,977.0447530864199,1000.0,1025.462962962963
2021-01-08 04:00:00,1000.0,,897.6674191121145,963.1301730624531,920.5246913580248,946.3882618510158,,977.0447530864199,987.6543209876545,1038.2812499999998
2021-01-08 05:00:00,1000.0,,897.6674191121145,963.1301730624531,920.5246913580248,946.3882618510158,,977.0447530864199,994.212962962963,1031.4318975552967
2021-01-08 06:00:00,1000.0,,897.6674191121145,963.1301730624531,920.5246913580248,946.3882618510158,,977.0447530864199,996.5277777777778,1029.0360046457608
2021-01-08 07:00:00,1000.0,,897.6674191121145,963.1301730624531,920.5246913580248,944.7423692217097,,977.0447530864199,998.2638888888888,1027.2463768115942
2021-01-08 08:00:00,1000.0,,888.5671181915056,963.1301730624531,920.5246913580248,935.1648356393166,,977.0447530864199,1008.4876543209878,1016.8324407039017
2021-01-08 09:00:00,1000.0,,883.3293200047902,963.1301730624531,920.5246913580248,929.6523599015683,,977.0447530864199,1014.4675925925928,1010.8385624643465
2021-01-08 10:00:00,1000.0,,888.397187589442,963.1301730624531,920.5246913580248,934.9859936359433,,982.6502881012586,1008.6805555555555,1016.637980493402
2021-01-08 11:00:00,1000.0,,892.665044947193,963.1301730624531,920.5246913580248,939.4776634747018,,987.3709370640819,1003.858024691358,1021.5219062259799
2021-01-08 12:00:00,1000.0,,898.3618050483836,963.1301730624531,920.5246913580248,945.4731697393827,,993.6720859565813,997.4922839506173,1028.0409978727519
2021-01-08 13:00:00,1000.0,,898.7094010263479,963.1301730624531,920.5246913580248,945.8389941424546,,994.056559582411,997.4922839506173,1028.4387695879277
2021-01-08 14:00:00,1000.0,,921.712082124046,963.1301730624531,944.085740005879,970.0479683972911,,1019.4996739050559,997.4922839506173,1054.7619047619046
2021-01-08 15:00:00,1000.0,,924.6474709206196,963.1301730624531,947.0923824899743,973.1372931374101,,1022.7464881531614,997.4922839506173,1058.12101910828
2021-01-08 16:00:00,1000.0,,927.231316148741,965.8215547835856,949.7389480298664,975.856638866736,,1025.6044623715532,997.4922839506173,1061.077844311377
2021-01-08 17:00:00,1000.0,,945.5381424598396,984.8902889203671,968.4901546162488,995.1235010629651,,1045.853522589351,997.4922839506173,1082.0272745776508
2021-01-08 18:00:00,1000.0,,951.737122291578,991.34726274652,974.8396086108647,1001.6475641717575,,1052.7101734237824,997.4922839506173,1089.121081745544
2021-01-08 19:00:00,1000.0,,975.5205573089441,1016.120535377103,999.2003632149581,1026.6782361869693,,1079.0168745236208,997.4922839506173,1116.337673246535
2021-01-08 20:00:00,1000.0,,964.9831520368077,1005.1445761250028,988.407172752312,1015.588234466628,,1067.3615198341258,997.4922839506173,1104.2791857083505
2021-01-08 21:00:00,971.5438950554995,,937.5234901927734,976.5420765823943,960.2809545165752,986.6885490862458,,1036.9885684120043,997.4922839506173,1072.8557013118061
2021-01-08 22:00:00,974.2967010726575,,940.1799016201563,979.3090446196649,963.0018477291298,989.4842664890404,,1039.9268076262867,997.4922839506173,1075.8955676988464
2021-01-08 23:00:00,976.4705882352941,,942.2776661065299,981.494115510297,965.1505333934341,991.6920407144721,,1042.2471311321465,999.7179259634888,1078.2961460446245
2021-01-09 00:00:00,983.8544860004087,,949.4030030462276,988.9160002995634,972.4488309073431,999.191040409227,,1050.128419473019,1007.2776159820149,1086.450030656039
2021-01-09 01:00:00,982.2485207100593,,947.8532735982845,987.3017729985236,970.8614832951705,999.191040409227,,1048.4142739199108,1005.6334166496634,1084.6765966129362
2021-01-09 02:00:00,952.7013655254304,,919.3407666545008,957.6026102247704,941.6568631762578,999.191040409227,,1016.8767774552705,975.3828171383337,1052.048288145656
2021-01-09 03:00:00,958.2006369426754,,924.6474709206196,963.1301730624531,947.0923824899743,999.191040409227,,1022.7464881531614,981.013012539809,1058.12101910828
2021-01-09 04:00:00,986.0712822613683,,951.5421740895518,991.1442010376411,974.6399282322061,999.191040409227,,1052.4945424992793,1009.5471886521916,1058.12101910828
2021-01-09 05:00:00,986.8798687986881,,952.3224464750292,991.9569474099558,975.439140965484,999.191040409227,,1053.3575966546705,1010.3750256252562,1058.12101910828
2021-01-09 06:00:00,970.7602339181286,,936.7672703983045,975.754383840646,959.5063782273907,999.191040409227,,1036.1521186693853,993.8716223028836,1058.12101910828
2021-01-09 07:00:00,961.2619808306708,,927.6016161951261,966.2072662671253,950.1182367471306,999.191040409227,,1026.0140488181873,984.1472394169328,1058.12101910828
2021-01-09 08:00:00,949.8816101026047,,916.6197501786093,954.7683483555177,938.8697966909294,999.191040409227,,1013.8670790216024,972.495930347277,1058.12101910828
2021-01-09 09:00:00,952.7013655254304,,916.6197501786093,957.6026102247704,941.6568631762578,999.191040409227,,1016.8767774552705,975.3828171383337,1058.12101910828
2021-01-09 10:00:00,958.2006369426754,,916.6197501786093,963.1301730624531,947.0923824899743,999.191040409227,,1022.7464881531614,981.013012539809,1058.12101910828
2021-01-09 11:00:00,953.2673267326733,,916.6197501786093,958.1714830625274,947.0923824899743,999.191040409227,,1017.4808626696004,975.9622524752475,1058.12101910828
2021-01-09 12:00:00,960.3032116497108,,916.6197501786093,965.2435646251275,947.0923824899743,999.191040409227,,1024.9906954880275,983.1656443247556,1058.12101910828
2021-01-09 13:00:00,971.7400080742834,,916.6197501786093,976.7391985195325,947.0923824899743,999.191040409227,,1037.197891901793,994.8747224465079,1058.12101910828
2021-01-09 14:00:00,975.2836304700162,,919.9623667716432,980.3010513504385,947.0923824899743,999.191040409227,,1040.9802180878205,998.5027096839545,1058.12101910828
2021-01-09 15:00:00,986.6775978684157,,930.7100312327999,991.7536358814848,947.0923824899743,1010.8643114285601,,1053.1417004471166,1010.1679391268704,1058.12101910828
2021-01-09 16:00:00,968.8066009257395,,913.8527354366736,973.7907002346074,947.0923824899743,992.5552375648911,,1034.0668859894308,991.8714781646206,1058.12101910828
2021-01-09 17:00:00,958.7731527584147,,904.3884171250411,963.7056342293894,947.0923824899743,982.2758365783598,,1023.3575695043779,981.5991585341566,1058.12101910828
2021-01-09 18:00:00,947.6377952755905,,893.8846933828407,952.5129900523157,947.0923824899743,970.8675148543197,,1011.4721174176144,970.1986958661417,1058.12101910828
2021-01-09 19:00:00,947.2648563557655,,893.5329087730876,952.5129900523157,947.4652535067027,970.485433974802,,1011.0740567653447,969.8168781975601,1058.5376021866693
2021-01-09 20:00:00,964.9228302264983,,910.1892648596573,952.5129900523157,930.126751228835,988.5762628703035,,1029.9214985932015,987.8952445379834,1039.1664890415768
2021-01-09 21:00:00,962.8,,908.1868484769661,952.5129900523157,930.126751228835,986.4013950919888,,1027.6556712962963,985.721875,1041.457695972717
2021-01-09 22:00:00,966.0846879389925,,911.2852182189104,952.5129900523157,930.126751228835,989.7666015372151,,1031.1616208070402,989.0847631948624,1037.9167398064096
2021-01-09 23:00:00,944.6624803767659,,891.0781480346998,952.5129900523157,930.126751228835,967.8192652001459,,1008.2963807852199,967.1525461145995,1061.4536837353933
2021-01-10 00:00:00,933.8506304558681,,880.8795814519556,952.5129900523157,930.126751228835,956.7423812725401,,996.7562282214319,956.0832929194956,1073.742884547871
2021-01-10 01:00:00,940.0507713337238,,886.7280301473991,952.5129900523157,930.126751228835,963.0945079984268,,1003.3740200120059,962.4310437414567,1066.6609722152564
2021-01-10 02:00:00,950.6319115323855,,896.708973614698,952.5129900523157,930.126751228835,973.9350267495939,,1014.6679218960273,973.2640945892575,1054.7883544811675
2021-01-10 03:00:00,943.921568627451,,890.379263212712,952.5129900523157,930.126751228835,967.0601912666557,,1014.6679218960273,973.2640945892575,1062.2868498921712
2021-01-10 04:00:00,957.8193394349382,,903.4887071995286,952.5129900523157,930.126751228835,981.2986421527942,,1014.6679218960273,973.2640945892575,1046.873275991775
2021-01-10 05:00:00,925.7692307692307,,873.2565850740058,952.5129900523157,930.126751228835,948.462879896143,,1014.6679218960273,973.2640945892575,1083.1160038116254
2021-01-10 06:00:00,913.472485768501,,861.6573514961729,952.5129900523157,930.126751228835,935.8647012257958,,1014.6679218960273,973.2640945892575,1097.6964115552435
2021-01-10 07:00:00,932.9457364341085,,880.0260159660525,952.5129900523157,930.126751228835,955.8153053216946,,1014.6679218960273,973.2640945892575,1074.7843422438436
2021-01-10 08:00:00,945.5902573168337,,891.9532984452624,952.5129900523157,930.126751228835,968.7697850048996,,1014.6679218960273,986.4550634611214,1060.4122260394201
2021-01-10 09:00:00,971.5438950554995,,916.4347613289266,952.5129900523157,930.126751228835,995.3596317779907,,1014.6679218960273,1013.530318482456,1032.0845767089625
2021-01-10 10:00:00,1021.4300869934225,,963.4912459972059,952.5129900523157,930.126751228835,1046.46869837894,,1014.6679218960273,1013.530318482456,1032.0845767089625
