Date,TRX,BNT,JST,1INCH,ONG,CKB,STPT,FUN,ETH,NEO
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,990.9946786737619,1000.0,1000.0,990.9946786737619,1000.0,,1009.0871540685666,1000.0,1000.0,1000.0
2021-01-08 01:00:00,904.4207941056081,1000.0,1000.0,904.4207941056081,1000.0,,1105.680018103643,1000.0,1000.0,1000.0
2021-01-08 02:00:00,904.4207941056081,1000.0,971.2087912087916,931.2320916905444,1000.0,,1073.8461538461538,971.2087912087916,1000.0,971.2087912087916
2021-01-08 03:00:00,904.4207941056081,1000.0,964.0052356020944,938.1907490790012,1000.0,,1065.8813263525303,964.0052356020944,1000.0,964.0052356020944
2021-01-08 04:00:00,904.4207941056081,1000.0,992.1418949259095,911.584117887843,1029.187247418051,,1096.9914683430623,992.1418949259095,1029.187247418051,992.1418949259095
2021-01-08 05:00:00,904.4207941056081,1000.0,973.7769942706041,911.584117887843,1010.1366240634642,,1076.6857646540327,973.7769942706041,1010.1366240634642,973.7769942706041
2021-01-08 06:00:00,904.4207941056081,1000.0,945.6451958056927,911.584117887843,980.9544190027821,,1045.5809972180612,945.6451958056927,980.9544190027821,945.6451958056927
2021-01-08 07:00:00,904.4207941056081,1000.0,948.2832618025751,911.584117887843,983.6909871244634,,1048.497854077253,948.2832618025751,983.6909871244634,948.2832618025751
2021-01-08 08:00:00,904.4207941056081,1000.0,945.2406417112303,911.584117887843,980.534759358289,,1045.1336898395723,945.2406417112303,980.534759358289,945.2406417112303
2021-01-08 09:00:00,904.4207941056081,981.7303653926919,927.9714405711886,911.584117887843,962.6207475850481,,1026.0394792104155,927.9714405711886,962.6207475850481,927.9714405711886
2021-01-08 10:00:00,904.4207941056081,1004.944110060189,949.9140154772143,911.584117887843,985.3826311263972,,1050.3009458297506,949.9140154772143,985.3826311263972,949.9140154772143
2021-01-08 11:00:00,904.4207941056081,994.2577626541896,939.8128455976182,911.584117887843,974.9042960442365,,1039.1322841344108,939.8128455976182,974.9042960442365,939.8128455976182
2021-01-08 12:00:00,904.4207941056081,1005.1601806063211,950.1182541388952,911.584117887843,985.5944958073533,,1050.5267684368953,950.1182541388952,985.5944958073533,950.1182541388952
2021-01-08 13:00:00,880.9342645832844,979.0575916230364,925.4450261780106,911.584117887843,959.9999999999999,,1023.2460732984292,925.4450261780106,959.9999999999999,925.4450261780106
2021-01-08 14:00:00,916.4403297135474,1018.5185185185181,962.7450980392157,911.584117887843,959.9999999999999,,1064.4880174291936,962.7450980392157,998.6928104575161,925.4450261780106
2021-01-08 15:00:00,892.1444567094767,991.5164369034992,937.2216330858962,911.584117887843,959.9999999999999,,1036.2672322375395,937.2216330858962,972.2163308589606,925.4450261780106
2021-01-08 16:00:00,892.1444567094767,988.3720930232556,934.2494714587739,911.584117887843,959.9999999999999,,1032.9809725158561,934.2494714587739,969.1331923890062,925.4450261780106
2021-01-08 17:00:00,892.1444567094767,995.1042997020007,940.6130268199237,911.584117887843,959.9999999999999,,1040.0170285227757,940.6130268199237,975.7343550446999,925.4450261780106
2021-01-08 18:00:00,892.1444567094767,995.1042997020007,966.958424507659,911.584117887843,959.9999999999999,,1069.1466083150985,966.958424507659,975.7343550446999,925.4450261780106
2021-01-08 19:00:00,892.1444567094767,995.1042997020007,1002.7229407760385,911.584117887843,959.9999999999999,,1108.6907193101883,1002.7229407760385,975.7343550446999,925.4450261780106
2021-01-08 20:00:00,892.1444567094767,995.1042997020007,982.2182707268286,911.584117887843,959.9999999999999,,1086.0191153589687,982.2182707268286,975.7343550446999,925.4450261780106
2021-01-08 21:00:00,892.1444567094767,995.1042997020007,984.1870824053451,911.584117887843,959.9999999999999,,1088.1959910913138,984.1870824053451,975.7343550446999,925.4450261780106
2021-01-08 22:00:00,892.1444567094767,995.1042997020007,974.2063492063493,911.584117887843,959.9999999999999,,1077.1604938271603,974.2063492063493,965.8393417439822,925.4450261780106
2021-01-08 23:00:00,892.1444567094767,995.1042997020007,998.4184365115229,911.584117887843,959.9999999999999,,1103.9313149570717,998.4184365115229,989.8434826368511,925.4450261780106
2021-01-09 00:00:00,892.1444567094767,995.1042997020007,998.8698010849909,911.584117887843,959.9999999999999,,1104.4303797468351,998.8698010849909,990.290970648893,925.4450261780106
2021-01-09 01:00:00,892.1444567094767,995.1042997020007,998.8698010849909,911.584117887843,959.9999999999999,,1103.1835628810115,997.7421539850985,989.173008388057,925.4450261780106
2021-01-09 02:00:00,892.1444567094767,995.1042997020007,998.8698010849909,911.584117887843,959.9999999999999,,1055.5195506588896,954.6338302009075,946.4349220459502,925.4450261780106
2021-01-09 03:00:00,892.1444567094767,995.1042997020007,998.8698010849909,911.584117887843,945.9003831417624,,1040.0170285227757,954.6338302009075,932.5345368562589,925.4450261780106
2021-01-09 04:00:00,892.1444567094767,995.1042997020007,998.8698010849909,891.0162344276235,945.9003831417624,,1064.0243902439024,954.6338302009075,932.5345368562589,925.4450261780106
2021-01-09 05:00:00,892.1444567094767,995.1042997020007,998.8698010849909,908.8676049780025,945.9003831417624,,1043.1255337318532,954.6338302009075,932.5345368562589,925.4450261780106
2021-01-09 06:00:00,892.1444567094767,1019.5357673505343,1023.3937180629531,931.1818181659768,945.9003831417624,,1018.1287768285059,978.0716804300077,955.4298126330459,925.4450261780106
2021-01-09 07:00:00,892.1444567094767,1026.7589838727092,1030.6442674303505,937.7790638041602,945.9003831417624,,1010.966273536106,985.0011318020893,962.1988506887914,932.0016277387631
2021-01-09 08:00:00,892.1444567094767,1023.3598231563916,1027.2322441986341,934.6744776214856,945.9003831417624,,1014.3242682167324,981.740213509345,959.0134210154994,928.9161681807619
2021-01-09 09:00:00,892.1444567094767,993.192271799072,1027.2322441986341,907.1212752502481,945.9003831417624,,1014.3242682167324,952.7995636612388,930.742732665032,901.5327146035005
2021-01-09 10:00:00,900.0378366674155,984.4819224635082,1027.2322441986341,907.1212752502481,945.9003831417624,,1023.2986521176571,944.4434605360816,922.5800691272212,901.5327146035005
2021-01-09 11:00:00,899.4555391668757,984.4819224635082,1027.2322441986341,907.1212752502481,945.9003831417624,,1022.6366085644216,944.4434605360816,922.5800691272212,901.5327146035005
2021-01-09 12:00:00,896.9409322831834,984.4819224635082,1024.3604121180788,907.1212752502481,945.9003831417624,,1019.7776244974672,944.4434605360816,922.5800691272212,899.0123005626734
2021-01-09 13:00:00,892.1444567094767,984.4819224635082,1018.8825489516722,907.1212752502481,945.9003831417624,,1014.3242682167324,944.4434605360816,922.5800691272212,894.2047481532476
2021-01-09 14:00:00,895.2082711132869,984.4819224635082,1022.3816090038778,907.1212752502481,945.9003831417624,,1017.8076741603827,944.4434605360816,922.5800691272212,897.2756380374398
2021-01-09 15:00:00,888.7226369309193,984.4819224635082,1014.9746252608282,907.1212752502481,945.9003831417624,,1010.4338278101906,944.4434605360816,922.5800691272212,890.7750261275161
2021-01-09 16:00:00,884.5758929197885,984.4819224635082,1010.2387945597171,907.1212752502481,945.9003831417624,,1005.7191842870037,948.8708537028822,922.5800691272212,886.618705751099
2021-01-09 17:00:00,874.009919345516,984.4819224635082,998.1718181787647,907.1212752502481,945.9003831417624,,993.7061931922092,960.3418269077739,922.5800691272212,876.0283314368045
2021-01-09 18:00:00,879.9104082524901,984.4819224635082,1004.9105308753306,907.1212752502481,945.9003831417624,,1000.4147582095409,953.9019823015188,922.5800691272212,881.9424467545215
2021-01-09 19:00:00,884.2008342414256,984.4819224635082,1009.8104550241823,907.1212752502481,945.9003831417624,,1005.2927610585593,949.2733439907728,922.5800691272212,886.2427809235601
2021-01-09 20:00:00,874.5597263822191,984.4819224635082,998.7997308343607,907.1212752502481,945.9003831417624,,994.3312966897091,959.7380914759375,922.5800691272212,876.5794081812605
2021-01-09 21:00:00,881.5843024977391,984.4819224635082,1006.8222186322273,907.1212752502481,945.9003831417624,,1002.3178934502693,952.0907760060095,929.9903508069582,883.6202066405481
