Date,1INCH,RIF,KNC,ASR,KMD,AAVE,SOL,UNI,OG,EGLD
2021-01-01 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,988.4153909805545,1000.0,988.4153909805545,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,988.4153909805545
2021-01-08 01:00:00,964.6945248931181,1000.0,964.6945248931181,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,964.6945248931181
2021-01-08 02:00:00,938.904978623638,1000.0,938.904978623638,1000.0,973.2666190135811,973.2666190135811,1027.4676850763806,1000.0,1000.0,938.904978623638
2021-01-08 03:00:00,968.8318852572061,1000.0,938.904978623638,969.1103202846973,973.2666190135811,973.2666190135811,995.7295373665478,1000.0,969.1103202846973,938.904978623638
2021-01-08 04:00:00,956.5577161770791,1000.0,938.904978623638,981.5455594002306,973.2666190135811,973.2666190135811,1008.5063437139561,1000.0,981.5455594002306,938.904978623638
2021-01-08 05:00:00,976.6928699489722,1000.0,938.904978623638,961.3103643038693,973.2666190135811,973.2666190135811,987.7153346512288,1000.0,961.3103643038693,938.904978623638
2021-01-08 06:00:00,990.3461591504621,1000.0,938.904978623638,948.0573736248432,973.2666190135811,973.2666190135811,974.098314997911,1000.0,948.0573736248432,938.904978623638
2021-01-08 07:00:00,972.5555095848849,1000.0,938.904978623638,965.399886557005,973.2666190135811,973.2666190135811,991.9171866137264,1000.0,965.399886557005,938.904978623638
2021-01-08 08:00:00,985.9329747621019,1000.0,926.1656048753525,952.301021121835,973.2666190135811,973.2666190135811,978.4585256679253,1000.0,952.301021121835,926.1656048753525
2021-01-08 09:00:00,988.5533029926902,1000.0,923.7106458222516,949.7767857142861,973.2666190135811,973.2666190135811,975.8649553571432,1000.0,952.301021121835,923.7106458222516
2021-01-08 10:00:00,985.7950627499655,1000.0,926.2951747697113,952.4342473419138,973.2666190135811,973.2666190135811,978.595411303861,1000.0,952.301021121835,926.2951747697113
2021-01-08 11:00:00,986.208798786374,1000.0,925.9065738014122,952.034680464271,973.2666190135811,973.2666190135811,978.1848692490563,1000.0,952.301021121835,925.9065738014122
2021-01-08 12:00:00,986.8983588470556,1000.0,925.2596295771235,951.3694801565119,973.2666190135811,973.2666190135811,977.501397428731,1000.0,952.301021121835,925.2596295771235
2021-01-08 13:00:00,998.7587918907735,1000.0,914.2720117721482,940.0718033692351,973.2666190135811,973.2666190135811,965.8933996133665,1000.0,952.301021121835,914.2720117721482
2021-01-08 14:00:00,986.208798786374,1000.0,925.9065738014122,952.034680464271,973.2666190135811,973.2666190135811,978.1848692490563,1000.0,952.301021121835,925.9065738014122
2021-01-08 15:00:00,986.208798786374,1000.0,925.9065738014122,952.034680464271,973.2666190135811,973.2666190135811,978.1848692490563,1000.0,952.301021121835,925.9065738014122
2021-01-08 16:00:00,1011.3087849951727,1000.0,902.9262115442382,928.4058366289378,973.2666190135811,973.2666190135811,953.9069957725352,1000.0,952.301021121835,902.9262115442382
2021-01-08 17:00:00,999.448351951455,1000.0,913.6412183322611,928.4058366289378,973.2666190135811,973.2666190135811,965.2269904788187,988.2721941906452,952.301021121835,902.9262115442382
2021-01-08 18:00:00,1007.171424631085,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,980.7873766601601,957.8255511433659,995.9089049502248,952.301021121835,902.9262115442382
2021-01-08 19:00:00,976.968693973245,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,951.3758422922874,987.4364765669114,966.0439110868676,952.301021121835,875.849552592001
2021-01-08 20:00:00,985.7950627499655,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,959.9709938883784,978.595411303861,974.7715805263878,952.301021121835,883.7623661670842
2021-01-08 21:00:00,1000.4137360364085,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,974.2067137194033,964.2955610697549,989.2267830355925,952.301021121835,896.8679636508151
2021-01-08 22:00:00,986.208798786374,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,960.3738916194449,978.1848692490563,975.180690031365,952.301021121835,884.133279303416
2021-01-08 23:00:00,973.2450696455663,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,947.749762712687,991.2143970525716,962.3619255420705,952.301021121835,872.5113343650131
2021-01-09 00:00:00,985.1055026892836,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,959.2994976699333,979.2804143917126,974.0897313514247,952.301021121835,883.1441776065303
2021-01-09 01:00:00,1015.4461453592605,1000.0,906.6353429075583,928.4058366289378,973.2666190135811,988.8453312814951,950.0203721309252,1004.0910950497748,952.301021121835,910.3444742708783
2021-01-09 02:00:00,1061.9224934491795,1000.0,906.6353429075583,970.8984031023801,973.2666190135811,1034.1041764046606,950.0203721309252,1050.0477294422476,995.8872555531893,952.0103832521752
2021-01-09 03:00:00,1048.4071162598266,1000.0,906.6353429075583,958.5415143356228,960.8795893170449,1020.9428505231468,937.92920375835,1036.6834856129828,983.2123268461489,939.8938874653295
2021-01-09 04:00:00,1019.3076816990756,1000.0,906.6353429075583,931.936376276583,934.209555990828,992.6057101047849,911.8961779765799,1007.9094504295649,955.9224293238466,913.8063302099772
2021-01-09 05:00:00,1148.3933250586126,1000.0,906.6353429075583,1049.9572730692882,1052.5183294189728,1118.3098021976114,1027.3791738615862,1135.551615982545,1076.9809320768063,1029.5312287455668
2021-01-09 06:00:00,1259.9641428768446,1000.0,994.7184451547319,1151.964650745889,1154.7745235465034,1226.9578903419454,1127.1930025698873,1245.874812491477,1181.6137619134984,1129.5541378431005
2021-01-09 07:00:00,1212.5224107019715,1000.0,957.2640728765759,1108.5894493605351,1111.2935213464157,1180.7589505129572,1084.750533996765,1198.9635892540566,1137.122175431641,1087.0227648770285
2021-01-09 08:00:00,1185.3537443111297,1000.0,935.8149120079819,1083.7495811253193,1086.3930636911339,1154.3019995062414,1060.4448179825067,1172.098731760535,1111.642982010346,1062.6661355912267
2021-01-09 09:00:00,1195.1454971728035,1000.0,943.5453202398099,1092.702020946133,1095.3673403080118,1163.8372458081537,1069.2047460891683,1181.780990045002,1120.825838522589,1071.444413151084
2021-01-09 10:00:00,1131.0164115294435,1000.0,892.9165902707915,1034.0698446548847,1036.592148380568,1101.3880974928072,1011.8333859539886,1118.3690167734892,1060.6845951677533,1013.9528770196214
2021-01-09 11:00:00,1151.5653013377464,1000.0,909.1395596587141,1052.8573592084251,1055.4254894497926,1121.3986848024567,1030.2168970510684,1138.6881221873723,1079.9556602427442,1032.3748961241122
2021-01-09 12:00:00,1195.0075851606675,1000.0,943.4364412506297,1092.5759302444317,1095.240942045803,1163.7029465644657,1069.0813668200608,1181.6446202100099,1120.696502515375,1071.320775438974
2021-01-09 13:00:00,1184.9400082747209,1000.0,935.4882750404395,1083.371309020214,1086.013868904505,1153.8991017751744,1060.074680175183,1171.6896222555572,1111.2549739887017,1062.2952224548947
2021-01-09 14:00:00,1139.704868294028,1000.0,899.7759665891748,1042.0135588620865,1044.5552388997703,1109.8489498452093,1019.6062799077874,1126.960316378017,1068.8327636222796,1021.742052882594
2021-01-09 15:00:00,1075.713694662805,1000.0,899.7759665891748,983.5074732725407,1044.5552388997703,1047.534100773552,962.3582990417161,1063.6847129414973,1008.820856274659,964.3741544632421
2021-01-09 16:00:00,1089.2290718521585,1000.0,888.6113622936897,995.8643620392986,1031.5941837703474,1047.534100773552,974.4494674142919,1063.6847129414973,1021.4957849817001,976.4906502500885
2021-01-09 17:00:00,1105.7785133085094,1000.0,875.312115165323,995.8643620392986,1016.1550091566729,1047.534100773552,974.4494674142919,1063.6847129414973,1037.0161058474641,991.3271757033692
2021-01-09 18:00:00,1107.57136946628,1000.0,873.8952234336405,995.8643620392986,1014.5101311689966,1047.534100773552,974.4494674142919,1063.6847129414973,1038.6974739412542,992.9344659608071
2021-01-09 19:00:00,1107.57136946628,1000.0,864.6362620913592,995.8643620392986,1003.761348209709,1047.534100773552,964.1251290876155,1063.6847129414973,1049.820370561719,1003.5673092023254
