Date,BNT,CTK,AAVE,STRAX,TRU,NMR,COTI,DCR,UNI,OXT
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,947.3684210526317,947.3684210526317,947.3684210526317,947.3684210526317,,947.3684210526317,1000.0,1000.0,947.3684210526317,1000.0
2021-01-08 01:00:00,940.9888357256781,940.9888357256781,940.9888357256781,940.9888357256781,,947.3684210526317,1000.0,1006.779661016949,940.9888357256781,993.2659932659935
2021-01-08 02:00:00,952.1531100478469,952.1531100478469,952.1531100478469,952.1531100478469,,947.3684210526317,1000.0,994.9748743718594,952.1531100478469,1005.050505050505
2021-01-08 03:00:00,955.3429027113235,955.3429027113235,955.3429027113235,955.3429027113235,,950.5421846072464,1000.0,991.6527545909853,955.3429027113235,1008.417508417508
2021-01-08 04:00:00,936.2041467304626,936.2041467304626,936.2041467304626,936.2041467304626,,931.4996032795558,1000.0,1011.9250425894377,936.2041467304626,988.2154882154883
2021-01-08 05:00:00,955.3429027113235,955.3429027113235,955.3429027113235,955.3429027113235,,950.5421846072464,1000.0,991.6527545909853,955.3429027113235,1008.417508417508
2021-01-08 06:00:00,958.5326953748004,958.5326953748004,958.5326953748004,958.5326953748004,,953.7159481618618,1000.0,988.3527454242931,958.5326953748004,1011.7845117845114
2021-01-08 07:00:00,964.9122807017545,964.9122807017545,958.5326953748004,964.9122807017545,,960.0634752710924,1000.0,981.8181818181818,964.9122807017545,1018.5185185185186
2021-01-08 08:00:00,982.4561403508775,982.4561403508775,958.5326953748004,982.4561403508775,,977.5191748214762,1000.0,964.285714285714,982.4561403508775,1037.0370370370374
2021-01-08 09:00:00,988.8357256778311,988.8357256778311,958.5326953748004,988.8357256778311,,983.8667019307063,1000.0,958.0645161290322,988.8357256778311,1043.7710437710439
2021-01-08 10:00:00,987.2408293460924,987.2408293460924,958.5326953748004,987.2408293460924,,982.2798201533985,1000.0,959.6122778675284,987.2408293460924,1042.087542087542
2021-01-08 11:00:00,980.8612440191391,980.8612440191391,952.338623029891,980.8612440191391,,975.9322930441687,1006.5040650406498,965.853658536585,980.8612440191391,1035.3535353535358
2021-01-08 12:00:00,984.0510366826156,984.0510366826156,955.4356592023456,984.0510366826156,,979.1060565987834,1003.2414910858994,962.7228525121557,984.0510366826156,1038.7205387205388
2021-01-08 13:00:00,998.4051036682612,998.4051036682612,969.3723219783924,998.4051036682612,,993.3879925945514,988.8178913738021,948.8817891373807,998.4051036682612,1053.8720538720534
2021-01-08 14:00:00,995.2153110047847,995.2153110047847,966.2752858059378,995.2153110047847,,990.2142290399366,991.9871794871794,951.923076923077,995.2153110047847,1050.5050505050503
2021-01-08 15:00:00,1007.9744816586922,1007.9744816586922,978.6634304957576,1007.9744816586922,,1002.9092832583974,979.4303797468352,939.873417721519,1007.9744816586922,1063.973063973064
2021-01-08 16:00:00,1007.9744816586922,1007.9744816586922,978.6634304957576,1007.9744816586922,,1002.9092832583974,979.4303797468352,939.873417721519,1007.9744816586922,1063.973063973064
2021-01-08 17:00:00,1003.189792663477,1003.189792663477,974.0178762370754,1003.189792663477,,998.1486379264747,984.1017488076308,944.3561208267089,1003.189792663477,1058.9225589225591
2021-01-08 18:00:00,1015.9489633173839,1015.9489633173839,986.4060209268946,1015.9489633173839,,1010.8436921449348,971.7425431711149,944.3561208267089,1015.9489633173839,1072.390572390572
2021-01-08 19:00:00,990.4306220095692,990.4306220095692,961.6297315472552,990.4306220095692,,985.4535837080136,971.7425431711149,920.6360298797274,990.4306220095692,1045.4545454545453
2021-01-08 20:00:00,1007.9744816586922,1007.9744816586922,978.6634304957576,1007.9744816586922,,1002.9092832583974,971.7425431711149,936.9435924057775,1007.9744816586922,1063.973063973064
2021-01-08 21:00:00,1028.7081339712915,1028.7081339712915,998.7941656167143,1028.7081339712915,,1023.5387463633958,971.7425431711149,956.2161663001999,1028.7081339712915,1085.8585858585857
2021-01-08 22:00:00,1060.6060606060603,1060.6060606060603,1029.7645273412636,1060.6060606060603,,1055.2763819095476,971.7425431711149,985.866279983927,1060.6060606060603,1119.5286195286194
2021-01-08 23:00:00,1028.7081339712915,1028.7081339712915,998.7941656167143,1028.7081339712915,,1023.5387463633958,942.5172035268706,956.2161663001999,1028.7081339712915,1085.8585858585857
2021-01-09 00:00:00,1062.200956937799,1062.200956937799,1031.3130454274913,1062.200956937799,,1056.8632636868554,973.2038101533271,987.3487856681136,1062.200956937799,1121.212121212121
2021-01-09 01:00:00,1078.1499202551834,1078.1499202551834,1046.798226289766,1078.1499202551834,,1072.7320814599314,987.8164799754492,1002.1738425099771,1078.1499202551834,1138.0471380471379
2021-01-09 02:00:00,1197.7671451355666,1197.7671451355666,1162.9370827568262,1197.7671451355666,,1191.748214758001,1097.4115036413648,1113.3617688239544,1197.7671451355666,1264.3097643097647
2021-01-09 03:00:00,1323.763955342903,1323.763955342903,1285.270011568796,1323.763955342903,,1317.1118751653007,1212.851595236129,1230.4797178746765,1323.763955342903,1397.3063973063977
2021-01-09 04:00:00,1326.9537480063793,1326.9537480063793,1288.3670477412504,1326.9537480063793,,1320.2856387199154,1215.7741292005526,1233.4447292430486,1326.9537480063793,1400.6734006734005
2021-01-09 05:00:00,1253.5885167464112,1253.5885167464112,1217.1352157747867,1253.5885167464112,,1247.289076963766,1148.5558480187915,1165.249467770476,1253.5885167464112,1323.2323232323229
2021-01-09 06:00:00,1237.6395534290273,1237.6395534290273,1201.6500349125126,1237.6395534290273,,1231.4202591906903,1133.9431781966696,1150.4244109286128,1237.6395534290273,1306.3973063973065
2021-01-09 07:00:00,1258.373205741627,1258.373205741627,1221.7807700334697,1258.373205741627,,1252.0497222956894,1152.9396489654284,1169.6969848230358,1258.373205741627,1328.2828282828284
2021-01-09 08:00:00,1199.3620414673046,1199.3620414673046,1164.4856008430534,1199.3620414673046,,1193.3350965353081,1098.8727706235766,1114.8442745081402,1199.3620414673046,1265.993265993266
2021-01-09 09:00:00,1208.931419457735,1208.931419457735,1173.776709360418,1208.931419457735,,1202.8563871991535,1107.6403725168495,1123.7393086132581,1208.931419457735,1276.0942760942758
2021-01-09 10:00:00,1177.0334928229663,1177.0334928229663,1142.8063476358686,1177.0334928229663,,1171.1187516530017,1078.4150328726055,1094.089194929531,1177.0334928229663,1242.424242424242
2021-01-09 11:00:00,1234.4497607655503,1234.4497607655503,1198.5529987400575,1234.4497607655503,,1228.2464956360752,1131.020644232245,1147.4593995602402,1234.4497607655503,1303.030303030303
2021-01-09 12:00:00,1259.9681020733653,1259.9681020733653,1223.329288119697,1259.9681020733653,,1253.6366040729968,1154.4009159476402,1171.179490507222,1259.9681020733653,1329.96632996633
2021-01-09 13:00:00,1275.917065390749,1275.917065390749,1238.814468981971,1275.917065390749,,1269.505421846072,1169.013585769762,1186.004547349085,1275.917065390749,1346.8013468013462
2021-01-09 14:00:00,1239.2344497607653,1239.2344497607653,1203.1985529987394,1239.2344497607653,,1233.0071409679977,1135.4044451788814,1151.9069166127988,1239.2344497607653,1308.0808080808076
2021-01-09 15:00:00,1200.9569377990426,1200.9569377990426,1166.0341189292803,1200.9569377990426,,1194.9219783126155,1100.3340376057884,1116.3267801923262,1200.9569377990426,1267.6767676767672
2021-01-09 16:00:00,1200.9569377990426,1200.9569377990426,1166.0341189292803,1200.9569377990426,,1194.9219783126155,1100.3340376057884,1116.3267801923262,1200.9569377990426,1267.6767676767672
2021-01-09 17:00:00,1210.526315789474,1210.526315789474,1175.3252274466456,1200.9569377990426,,1204.4432689764615,1100.3340376057884,1125.221814297445,1210.526315789474,1267.6767676767672
2021-01-09 18:00:00,1210.526315789474,1197.7671451355666,1162.9370827568262,1200.9569377990426,,1191.748214758001,1100.3340376057884,1113.3617688239544,1197.7671451355666,1281.1806480248551
2021-01-09 19:00:00,1210.526315789474,1191.3875598086124,1162.9370827568262,1207.3877647752097,,1191.748214758001,1100.3340376057884,1107.4317460872082,1197.7671451355666,1288.041053101294
