Date,AXS,SNX,NEAR,ASR,TRU,ATM,CTK,HARD,CKB,SKL
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,965.1500484027105,1000.0,1000.0,1000.0,,1000.0,1000.0,1036.108324974925,,1000.0
2021-01-08 01:00:00,967.5701839303,1000.0,997.4987493746873,997.4987493746873,,997.4987493746873,1000.0,1033.5167583791895,,1000.0
2021-01-08 02:00:00,989.8354307841238,1023.0115057528764,975.0611246943764,975.0611246943764,,975.0611246943764,1000.0,1010.2689486552567,,1023.0115057528764
2021-01-08 03:00:00,1035.8180058083256,1070.535267633817,931.775700934579,931.775700934579,,931.775700934579,1000.0,1010.2689486552567,,1070.535267633817
2021-01-08 04:00:00,1026.6214908034851,1061.0305152576288,931.775700934579,931.775700934579,,931.775700934579,991.1214953271027,1001.299271073738,,1061.0305152576288
2021-01-08 05:00:00,1015.972894482091,1050.0250125062532,922.1108893265823,931.775700934579,,931.775700934579,980.8411214953269,990.9133286109269,,1050.0250125062532
2021-01-08 06:00:00,1026.137463697967,1050.0250125062532,931.3363913160337,931.775700934579,,931.775700934579,990.6542056074765,1000.8271827799738,,1060.5302651325662
2021-01-08 07:00:00,1023.2333010648598,1053.0052159476143,928.700533604762,934.4202866515172,,931.775700934579,987.8504672897195,997.9946530173889,,1057.5287643821912
2021-01-08 08:00:00,1030.977734753146,1045.0953176118576,935.7294875014867,927.4011671273744,,931.775700934579,995.3271028037381,1005.5480657176153,,1057.5287643821912
2021-01-08 09:00:00,1054.695062923524,1021.5938625577128,957.2556588102065,927.4011671273744,,931.775700934579,1018.2242990654205,1028.6803921120581,,1057.5287643821912
2021-01-08 10:00:00,1054.2110358180057,1022.0629139179325,956.8163491916611,927.4011671273744,,931.775700934579,1017.7570093457941,1028.2083038182936,,1057.5287643821912
2021-01-08 11:00:00,1045.0145208131657,1022.0629139179325,948.4694664393006,927.4011671273744,,931.775700934579,1008.8785046728972,1019.2386262367754,,1057.5287643821912
2021-01-08 12:00:00,1045.0145208131657,1022.0629139179325,948.4694664393006,927.4011671273744,,931.775700934579,1008.8785046728972,1019.2386262367754,,1057.5287643821912
2021-01-08 13:00:00,1045.0145208131657,1022.0629139179325,956.8904570291824,927.4011671273744,,931.775700934579,1000.0,1010.2689486552567,,1057.5287643821912
2021-01-08 14:00:00,1045.0145208131657,1022.0629139179325,942.7926234081264,927.4011671273744,,931.775700934579,1014.9532710280373,1025.3757740557091,,1041.9482301003172
2021-01-08 15:00:00,1056.5616425901064,1033.3564267789038,932.488878890005,927.4011671273744,,931.775700934579,1026.168224299065,1036.7058931060483,,1041.9482301003172
2021-01-08 16:00:00,1096.9765688094005,1072.8837217923044,898.1340254572153,927.4011671273744,,967.417394412951,1065.4205607476633,1076.3613097822358,,1041.9482301003172
2021-01-08 17:00:00,1242.2778511692418,1214.9937586261974,793.0850418444813,1050.2411462819653,,1095.5577685851927,1206.542056074766,1218.9319744990057,,1179.960671104833
2021-01-08 18:00:00,1084.4671868843811,1060.6490828595854,692.3368258394506,916.8255397829398,,956.3854416696458,1053.271028037383,1064.0870141443686,,1030.066364318472
2021-01-08 19:00:00,1039.240959924695,1016.4161574874462,722.4662988157972,878.5905793838284,,916.5006894438483,1009.345794392523,1019.7107145305393,,987.1088495687217
2021-01-08 20:00:00,1040.6843501468127,1017.8278465950676,721.4642651142498,878.5905793838284,,917.773607068076,1010.7476635514016,1021.1269794118316,,988.4798340820116
2021-01-08 21:00:00,1044.0522606650875,1021.1217878461847,719.1369610332358,878.5905793838284,,920.7437481912739,1014.018691588785,1024.431597468181,,991.678797946355
2021-01-08 22:00:00,1021.9202772592835,999.4758881959889,734.7114903211498,878.5905793838284,,901.2256779531176,1014.018691588785,1002.7155359550304,,970.6570354092431
2021-01-08 23:00:00,1021.9202772592835,999.4758881959889,731.9545991754792,878.5905793838284,,901.2256779531176,1014.018691588785,1002.7155359550304,,970.6570354092431
2021-01-09 00:00:00,1021.9202772592835,999.4758881959889,732.6418804892593,878.5905793838284,,901.2256779531176,1014.018691588785,1003.6570528901996,,970.6570354092431
2021-01-09 01:00:00,1021.9202772592835,999.4758881959889,713.8733785188114,878.5905793838284,,901.2256779531176,1014.018691588785,977.9458017640094,,970.6570354092431
2021-01-09 02:00:00,1021.9202772592835,1024.622811275028,696.3530590995634,900.6960148212074,,901.2256779531176,1014.018691588785,953.9444545542725,,970.6570354092431
2021-01-09 03:00:00,1021.9202772592835,1042.9114826052378,684.1416946260948,916.7726951393009,,917.3118123208659,1014.018691588785,953.9444545542725,,970.6570354092431
2021-01-09 04:00:00,1021.9202772592835,983.0160839987996,725.8266071823822,864.1215670975439,,864.6297222664894,1014.018691588785,953.9444545542725,,914.9112784436094
2021-01-09 05:00:00,1021.9202772592835,975.7006154667154,731.2686061115849,857.6908949703063,,864.6297222664894,1021.6214559118501,961.0968028545858,,908.1026363714708
2021-01-09 06:00:00,1021.9202772592835,1030.5666294573464,692.3368258394506,857.6908949703063,,864.6297222664894,967.2316712137923,909.9292712030549,,959.1674519125097
2021-01-09 07:00:00,1021.9202772592835,1049.7697343540667,692.3368258394506,873.6727128890074,,880.7408351037529,949.5384089354915,893.2842235590967,,977.040137351873
2021-01-09 08:00:00,1021.9202772592835,1060.7429371521928,692.3368258394506,882.8051802711225,,889.9471852964751,949.5384089354915,884.0433522808992,,987.2531004600808
2021-01-09 09:00:00,1035.1347636031535,1074.4594406498506,692.3368258394506,894.2207644987665,,901.4551230373778,949.5384089354915,872.7576924645473,,1000.0193043453405
2021-01-09 10:00:00,1029.4084861874767,1068.5156224675322,688.5068774411899,889.274011333454,,896.4683500163201,949.5384089354915,877.6125705142001,,994.487282661728
2021-01-09 11:00:00,1026.7655889187026,1065.772321768001,686.7392089496849,886.9908944879253,,894.1667624681395,949.5384089354915,879.8715475296808,,991.934041884676
2021-01-09 12:00:00,1026.3251060405737,1065.3151049847456,686.7392089496849,886.6103750136706,,893.7831645434428,949.5384089354915,880.2491748032987,,991.5085017551673
2021-01-09 13:00:00,1024.1226916499286,1063.029021068469,686.7392089496849,884.7077776423965,,891.8651749199589,949.5384089354915,882.1421837813704,,989.380801107624
2021-01-09 14:00:00,1017.5154484779938,1056.1707693196404,686.7392089496849,878.9999855285747,,886.1112060495078,949.5384089354915,887.8703797799506,,982.9976991649944
2021-01-09 15:00:00,988.8840613996088,1056.1707693196404,686.7392089496849,854.2662197020131,,861.1773409442186,949.5384089354915,913.5770945619981,,955.3375907469318
2021-01-09 16:00:00,1054.5160102408297,1056.1707693196404,686.7392089496849,910.9636213659774,,918.3334317240351,949.5384089354915,856.717033121005,,1018.7430700437212
2021-01-09 17:00:00,1044.3849040438624,1056.1707693196404,680.1414638344621,902.2116734581168,,909.5106794560095,940.4158594762112,856.717033121005,,1008.955647065022
2021-01-09 18:00:00,1105.6120241037938,1056.1707693196404,720.0147930090682,955.1038803795335,,962.8307909888589,995.5477888170775,856.717033121005,,1068.1057250667254
2021-01-09 19:00:00,1077.4211199035378,1029.240518627825,701.6558500797531,930.7506340272266,,938.2805238082665,970.1633033651678,834.872455384055,,1040.8711567781713
2021-01-09 20:00:00,1058.0398732658616,1010.7259712772017,689.0340768158492,914.0077771600156,,921.4022151216092,952.71146961698,819.8543081899019,,1022.1473910797905
2021-01-09 21:00:00,1032.4918663343797,1010.7259712772017,672.3962847861576,891.9376476532376,,899.1535354891973,929.7067796761871,800.057659615791,,997.4660635682885
2021-01-09 22:00:00,1029.4084861874767,1013.753391815901,672.3962847861576,889.274011333454,,896.4683500163201,926.9303515798846,800.057659615791,,994.487282661728
2021-01-09 23:00:00,1050.9921472157978,992.9344830988099,672.3962847861576,907.919465571939,,915.2646483264612,946.3653482540028,800.057659615791,,1015.3387490076522
2021-01-10 00:00:00,1039.5395923844437,1003.8735918109156,672.3962847861576,898.0259592413144,,905.2911022843454,946.3653482540028,800.057659615791,,1004.2747056404271
2021-01-10 01:00:00,1039.5395923844437,1022.5039605842732,672.3962847861576,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,1004.2747056404271
2021-01-10 02:00:00,1039.5395923844437,1020.7417822808103,671.2374803315497,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,1002.5439435453982
2021-01-10 03:00:00,1039.5395923844437,1014.6217030722742,667.2129301282771,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,996.5329734342051
2021-01-10 04:00:00,1031.1490859038556,1006.4323180432289,661.8276091119486,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,988.4895891966308
2021-01-10 05:00:00,1027.2217300963505,1002.5991014277447,659.3068945617972,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,984.7247113706597
2021-01-10 06:00:00,1022.0315571442849,997.5333375468466,655.9756597261168,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,979.7492601974186
2021-01-10 07:00:00,1019.4560891296413,995.0196038109033,654.3226341241188,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,977.2803414400962
2021-01-10 08:00:00,983.9176928324587,960.3330671559628,631.5128463111175,881.6636218483582,,888.7963915223849,946.3653482540028,800.057659615791,,943.2121982038382
2021-01-10 09:00:00,983.9176928324587,960.3330671559628,605.9144334083562,845.9253315423848,,852.7689739495277,946.3653482540028,800.057659615791,,983.0606222935652
