Date,ZEC,HBAR,TRU,FUN,ETC,NEO,1INCH,DIA,TRX,ATM
2021-01-01 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,975.2527012896478,1000.0,,975.2527012896478,975.2527012896478,975.2527012896478,975.2527012896478,975.2527012896478,975.2527012896478,975.2527012896478
2021-01-08 01:00:00,901.1850819100733,1082.1891316959966,,901.1850819100733,901.1850819100733,901.1850819100733,901.1850819100733,901.1850819100733,901.1850819100733,901.1850819100733
2021-01-08 02:00:00,928.8950853956082,1049.9061913696057,,928.8950853956082,928.8950853956082,928.8950853956082,928.8950853956082,928.8950853956082,928.8950853956082,901.1850819100733
2021-01-08 03:00:00,943.3600557685603,1033.8075004618513,,943.3600557685603,943.3600557685603,943.3600557685603,943.3600557685603,943.3600557685603,943.3600557685603,901.1850819100733
2021-01-08 04:00:00,923.6667828511676,1055.8490566037738,,923.6667828511676,923.6667828511676,923.6667828511676,923.6667828511676,923.6667828511676,923.6667828511676,901.1850819100733
2021-01-08 05:00:00,962.0076681770652,1013.7681159420289,,962.0076681770652,962.0076681770652,962.0076681770652,962.0076681770652,962.0076681770652,962.0076681770652,901.1850819100733
2021-01-08 06:00:00,964.4475426978041,1011.2034694615106,,964.4475426978041,964.4475426978041,964.4475426978041,964.4475426978041,964.4475426978041,964.4475426978041,901.1850819100733
2021-01-08 07:00:00,998.605785988149,976.6143106457243,,998.605785988149,998.605785988149,964.4475426978041,998.605785988149,998.605785988149,998.605785988149,901.1850819100733
2021-01-08 08:00:00,1008.1910073196236,976.6143106457243,,1008.1910073196236,1008.1910073196236,973.7048925840834,1008.1910073196236,1008.1910073196236,1008.1910073196236,901.1850819100733
2021-01-08 09:00:00,1016.7305681422099,968.4116878789022,,1016.7305681422099,1016.7305681422099,981.9523497554957,1016.7305681422099,1016.7305681422099,1016.7305681422099,901.1850819100733
2021-01-08 10:00:00,1062.739630533287,926.4863540645318,,1062.739630533287,1062.739630533287,1026.3876292096354,1062.739630533287,1062.739630533287,1062.739630533287,901.1850819100733
2021-01-08 11:00:00,1019.1704426629489,966.0933288449925,,1019.1704426629489,1019.1704426629489,984.3087660901849,1019.1704426629489,1019.1704426629489,1019.1704426629489,864.2391536585943
2021-01-08 12:00:00,1037.9923318229344,948.5751825193951,,1037.9923318229344,1037.9923318229344,1002.4868349577873,1037.9923318229344,1037.9923318229344,1037.9923318229344,880.199794663233
2021-01-08 13:00:00,1066.7479958173578,923.0050297476746,,1066.7479958173578,1066.7479958173578,1030.2588846166248,1066.7479958173578,1066.7479958173578,1066.7479958173578,904.5841073092092
2021-01-08 14:00:00,1031.1955385151618,954.8274103575319,,1031.1955385151618,1031.1955385151618,995.922532311153,1031.1955385151618,1031.1955385151618,1031.1955385151618,874.4362298560023
2021-01-08 15:00:00,1050.017427675148,937.7118318814136,,1050.017427675148,1050.017427675148,1014.1006011787557,1050.017427675148,1050.017427675148,1050.017427675148,890.3968708606411
2021-01-08 16:00:00,1042.5235273614499,944.4523214786886,,1042.5235273614499,1042.5235273614499,1006.8630367222105,1042.5235273614499,1042.5235273614499,1042.5235273614499,884.0421712013871
2021-01-08 17:00:00,1031.1955385151618,954.8274103575319,,1031.1955385151618,1031.1955385151618,995.922532311153,1031.1955385151618,1031.1955385151618,1031.1955385151618,874.4362298560023
2021-01-08 18:00:00,1014.9878006273963,970.0744826726504,,1014.9878006273963,1014.9878006273963,980.2691952307176,1014.9878006273963,1014.9878006273963,1014.9878006273963,860.6923445464523
2021-01-08 19:00:00,1014.9878006273963,1012.856541248748,,972.1157197629835,972.1157197629835,938.8635939211782,972.1157197629835,972.1157197629835,972.1157197629835,824.3375511469969
2021-01-08 20:00:00,1014.9878006273963,985.9884445175422,,998.605785988149,998.605785988149,964.4475426978041,998.605785988149,998.605785988149,998.605785988149,824.3375511469969
2021-01-08 21:00:00,1014.9878006273963,960.999113299118,,1024.5730219588706,1024.5730219588706,989.5265451169969,1024.5730219588706,1024.5730219588706,1024.5730219588706,824.3375511469969
2021-01-08 22:00:00,1014.9878006273963,971.0749032460495,,1013.9421401185083,1013.9421401185083,979.2593025158508,1013.9421401185083,1013.9421401185083,1013.9421401185083,824.3375511469969
2021-01-08 23:00:00,1014.9878006273963,990.1356093735568,,994.4231439525968,994.4231439525968,960.4079718383372,994.4231439525968,994.4231439525968,994.4231439525968,824.3375511469969
2021-01-09 00:00:00,1014.9878006273963,987.3669673340643,,997.2115719762984,997.2115719762984,963.1010190779818,997.2115719762984,991.6425130013139,997.2115719762984,824.3375511469969
2021-01-09 01:00:00,1014.9878006273963,976.6143106457243,,1008.1910073196236,1008.1910073196236,973.7048925840834,1008.1910073196236,980.8432946229071,1008.1910073196236,824.3375511469969
2021-01-09 02:00:00,1014.9878006273963,954.8274103575319,,1031.1955385151618,1031.1955385151618,995.922532311153,1031.1955385151618,958.9620516128982,1031.1955385151618,824.3375511469969
2021-01-09 03:00:00,1014.9878006273963,954.8274103575319,,1038.3408853258975,1038.3408853258975,995.922532311153,1038.3408853258975,952.3629505527892,1031.1955385151618,824.3375511469969
2021-01-09 04:00:00,1014.9878006273963,954.8274103575319,,1020.913210177762,1020.913210177762,995.922532311153,1020.913210177762,968.6204266632844,1031.1955385151618,824.3375511469969
2021-01-09 05:00:00,1014.9878006273963,951.7304965991176,,1017.6019518996164,1017.6019518996164,995.922532311153,1017.6019518996164,971.7722999475113,1031.1955385151618,824.3375511469969
2021-01-09 06:00:00,1014.9878006273963,958.087319576916,,1024.3987452073893,1024.3987452073893,995.922532311153,1024.3987452073893,965.3246783588838,1031.1955385151618,824.3375511469969
2021-01-09 07:00:00,1014.9878006273963,972.1049292202667,,1039.3865458347855,1039.3865458347855,995.922532311153,1039.3865458347855,951.4048389325148,1031.1955385151618,824.3375511469969
2021-01-09 08:00:00,1014.9878006273963,1018.3956401355176,,1088.8811432554899,1088.8811432554899,995.922532311153,1088.8811432554899,908.1591644355822,1031.1955385151618,824.3375511469969
2021-01-09 09:00:00,1014.9878006273963,1031.1092860911142,,1102.474729871035,1102.474729871035,1008.3556241037694,1102.474729871035,908.1591644355822,1031.1955385151618,834.6285769135565
2021-01-09 10:00:00,1014.9878006273963,1029.805322403361,,1101.0805158591843,1101.0805158591843,1007.0804352019629,1101.0805158591843,908.1591644355822,1031.1955385151618,833.5730870913454
2021-01-09 11:00:00,1014.9878006273963,1066.6422965823988,,1140.46706169397,1140.46706169397,1043.1045216780067,1140.46706169397,908.1591644355822,1031.1955385151618,863.3906745688136
2021-01-09 12:00:00,1014.9878006273963,1052.461691478079,,1125.3049843150927,1125.3049843150927,1029.2368423708572,1125.3049843150927,908.1591644355822,1031.1955385151618,851.9122227522662
2021-01-09 13:00:00,1014.9878006273963,1043.9859275076808,,1116.242593238062,1116.242593238062,1020.9481145091124,1116.242593238062,908.1591644355822,1031.1955385151618,845.0515389078929
2021-01-09 14:00:00,1014.9878006273963,1036.6511317640673,,1108.4001394214013,1108.4001394214013,1013.7751769364489,1108.4001394214013,908.1591644355822,1038.4917333631463,839.1144086579546
2021-01-09 15:00:00,1014.9878006273963,1011.2238398528727,,1081.2129661903098,1108.4001394214013,988.9089933512149,1081.2129661903098,908.1591644355822,1064.6046783026457,818.5323571248347
2021-01-09 16:00:00,996.6736807680222,1029.805322403361,,1101.0805158591843,1088.4005167727717,988.9089933512149,1101.0805158591843,908.1591644355822,1045.3952871461875,833.5730870913454
2021-01-09 17:00:00,995.57064270235,1030.9462906301453,,1102.3004531195538,1087.1959628411653,988.9089933512149,1102.3004531195538,908.1591644355822,1044.2383279351163,834.4966406857803
2021-01-09 18:00:00,1003.983468605288,1022.307531198778,,1093.0637852910418,1096.3830460730826,988.9089933512149,1093.0637852910418,908.1591644355822,1053.062408193497,827.5040206136304
2021-01-09 19:00:00,1015.478844556098,1010.7348534699654,,1080.6901359358662,1108.9363755798051,988.9089933512149,1080.6901359358662,908.1591644355822,1065.1197265263042,818.1365484415057
