Date,AXS,KAVA,CHZ,STPT,TRU,AVA,ADA,OG,ASR,BAT
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,991.7564996829425,991.7564996829425,991.7564996829425,1000.0,,1000.0,991.7564996829425,1000.0,1000.0,1000.0
2021-01-08 01:00:00,941.978440076094,941.978440076094,941.978440076094,1000.0,,1000.0,941.978440076094,1000.0,1000.0,1000.0
2021-01-08 02:00:00,967.3430564362715,967.3430564362715,967.3430564362715,1000.0,,1000.0,967.3430564362715,1000.0,1000.0,1026.9269606193202
2021-01-08 03:00:00,981.9277108433735,981.9277108433735,981.9277108433735,1000.0,,1000.0,981.9277108433735,1000.0,1000.0,1042.4099629754292
2021-01-08 04:00:00,951.8072289156627,951.8072289156627,951.8072289156627,1000.0,,1000.0,951.8072289156627,1000.0,1000.0,1010.4341972399866
2021-01-08 05:00:00,949.587824984147,949.587824984147,949.587824984147,1000.0,,1000.0,949.587824984147,1000.0,1000.0,1008.0780881857958
2021-01-08 06:00:00,978.4400760938488,978.4400760938488,978.4400760938488,1000.0,,1000.0,949.587824984147,1000.0,1000.0,1038.7075058902722
2021-01-08 07:00:00,962.9042485732405,962.9042485732405,978.4400760938488,1000.0,,1000.0,949.587824984147,1016.1343431017447,1016.1343431017447,1038.7075058902722
2021-01-08 08:00:00,989.5370957514269,989.5370957514269,978.4400760938488,1000.0,,1000.0,924.0301904764032,988.7856456264013,988.7856456264013,1038.7075058902722
2021-01-08 09:00:00,1021.5599239061509,1021.5599239061509,978.4400760938488,1000.0,,1000.0,895.0646258463237,988.7856456264013,957.7901924270636,1038.7075058902722
2021-01-08 10:00:00,998.4147114774886,998.4147114774886,978.4400760938488,1000.0,,1000.0,915.8139804626406,966.3829913338104,957.7901924270636,1038.7075058902722
2021-01-08 11:00:00,979.0741915028536,979.0741915028536,978.4400760938488,1019.7538860103623,,1000.0,933.9048654393957,947.6629651441117,957.7901924270636,1038.7075058902722
2021-01-08 12:00:00,979.0741915028536,968.2942295497779,978.4400760938488,1031.1067452521281,,1000.0,944.3019726512294,937.2288521859185,957.7901924270636,1038.7075058902722
2021-01-08 13:00:00,968.6078979105005,957.9431736459417,978.4400760938488,1020.0842241658565,,1000.0,934.2073937404776,937.2288521859185,957.7901924270636,1038.7075058902722
2021-01-08 14:00:00,992.3971393460722,981.4704869050854,978.4400760938488,1045.1377364752736,,1024.5602389644876,957.1517505731347,937.2288521859185,957.7901924270636,1038.7075058902722
2021-01-08 15:00:00,1003.723592094567,992.6722313007795,978.4400760938488,1057.0661295736822,,1036.2537764350452,968.0759397371114,937.2288521859185,957.7901924270636,1038.7075058902722
2021-01-08 16:00:00,1003.3867720972196,992.3391198137656,978.4400760938488,1056.7114093959726,,1035.906040268456,967.7510820392127,936.9143458596815,957.4687863222222,1038.7075058902722
2021-01-08 17:00:00,1025.057449725648,1013.7711954216735,978.4400760938488,1079.5337675694204,,1058.2790538224203,988.6521167215819,957.1493831545599,978.1477487967852,1038.7075058902722
2021-01-08 18:00:00,1015.3115724447248,1004.1326237843875,978.4400760938488,1069.2699490662135,,1048.2173174872664,979.252368243414,948.0491513283025,968.847872067987,1038.7075058902722
2021-01-08 19:00:00,1038.5872111322385,1027.1519892480103,978.4400760938488,1093.7825633900657,,1072.247308093088,1001.7013631388867,969.7828241270759,991.0583477736097,1038.7075058902722
2021-01-08 20:00:00,1017.3843419019106,1006.1825712980681,978.4400760938488,1071.4528751275943,,1050.3572643756381,981.2515224487428,949.9846038318652,970.8257853828592,1038.7075058902722
2021-01-08 21:00:00,985.5282072675396,974.67718426006,978.4400760938488,1037.9037574159524,,1017.4686882003956,950.5267714162343,920.238876289338,940.4274829400866,1038.7075058902722
2021-01-08 22:00:00,984.8789791995109,974.67718426006,978.4400760938488,1037.220026350461,,1016.798418972332,949.9006009475806,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-08 23:00:00,982.9364171103599,974.67718426006,978.4400760938488,1035.1742274819196,,1014.792899408284,948.0270297425557,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-09 00:00:00,982.9364171103599,974.67718426006,978.4400760938488,1060.2693602693598,,1039.393939393939,971.00950319086,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-09 01:00:00,982.9364171103599,974.67718426006,978.4400760938488,1059.5558546433374,,1038.694481830417,970.3560647634101,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-09 02:00:00,982.9364171103599,974.67718426006,978.4400760938488,1039.2739273927389,,1018.8118811881186,951.7815922365857,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-09 03:00:00,982.9364171103599,963.8615758185318,978.4400760938488,1027.7415143603127,,1007.5065274151433,941.2200471530203,920.238876289338,939.8079654941445,1038.7075058902722
2021-01-09 04:00:00,982.9364171103599,981.4795175500107,978.4400760938488,1046.5270854104351,,1025.9222333000996,941.2200471530203,920.238876289338,922.9380444425198,1038.7075058902722
2021-01-09 05:00:00,982.9364171103599,980.8275882789712,978.4400760938488,1045.8319495184323,,1025.2407837927599,941.2200471530203,920.238876289338,923.5514961171242,1038.7075058902722
2021-01-09 06:00:00,982.9364171103599,965.1215255908438,978.4400760938488,1029.0849673202613,,1008.8235294117646,941.2200471530203,920.238876289338,938.5810621449352,1038.7075058902722
2021-01-09 07:00:00,982.9364171103599,960.4136157099128,978.4400760938488,1024.0650406504062,,1003.9024390243902,941.2200471530203,920.238876289338,943.1819497044694,1038.7075058902722
2021-01-09 08:00:00,982.9364171103599,955.7514136919036,978.4400760938488,1019.0938511326859,,999.0291262135922,941.2200471530203,920.238876289338,947.7828372640032,1038.7075058902722
2021-01-09 09:00:00,982.9364171103599,958.5432873443627,978.4400760938488,1022.0707562479712,,1001.9474196689384,941.2200471530203,920.238876289338,945.022304728283,1038.7075058902722
2021-01-09 10:00:00,982.9364171103599,964.1762547528509,978.4400760938488,1028.077048645119,,1007.8354554358473,941.2200471530203,920.238876289338,939.5012396568419,1044.811565670235
2021-01-09 11:00:00,982.9364171103599,962.6049114432799,978.4400760938488,1026.4015645371578,,1007.8354554358473,941.2200471530203,920.238876289338,941.0348688433531,1043.108808881333
2021-01-09 12:00:00,982.9364171103599,958.2322739480799,978.4400760938488,1021.7391304347825,,1007.8354554358473,941.2200471530203,920.238876289338,945.3290305655852,1038.3704820402106
2021-01-09 13:00:00,982.9364171103599,960.4136157099128,978.4400760938488,1024.0650406504062,,1007.8354554358473,941.2200471530203,920.238876289338,943.1819497044694,1040.734252243229
2021-01-09 14:00:00,982.9364171103599,977.5808898735459,978.4400760938488,1042.3700761337302,,1007.8354554358473,941.2200471530203,920.238876289338,926.618754490147,1059.3372478146075
2021-01-09 15:00:00,982.9364171103599,978.5526402610943,978.4400760938488,1043.4062292909211,,1007.8354554358473,942.1556535617214,920.238876289338,925.6985769782399,1060.3902669476242
2021-01-09 16:00:00,982.9364171103599,976.6110675621635,978.4400760938488,1041.3359788359787,,1007.8354554358473,940.2862971062417,920.238876289338,927.5389320020536,1058.2863180052677
2021-01-09 17:00:00,982.9364171103599,961.9778072664435,978.4400760938488,1025.732899022801,,1007.8354554358473,926.1973167587212,920.238876289338,927.5389320020536,1042.4292591687063
2021-01-09 18:00:00,982.9364171103599,972.1105557300796,978.4400760938488,1036.5371955233702,,1007.8354554358473,935.9531805297149,920.238876289338,927.5389320020536,1053.4094225305887
2021-01-09 19:00:00,982.9364171103599,940.8320701841294,978.4400760938488,1003.1857279388337,,1007.8354554358473,905.8380893435088,920.238876289338,927.5389320020536,1019.5150766638832
2021-01-09 20:00:00,982.9364171103599,934.5797051607536,978.4400760938488,996.5189873417717,,1014.5779035289195,899.8182792560993,920.238876289338,927.5389320020536,1012.7398182430154
2021-01-09 21:00:00,982.9364171103599,954.2073887909473,978.4400760938488,1017.4474959612274,,993.7084213360777,918.7159167849028,920.238876289338,927.5389320020536,1034.0089905162936
2021-01-09 22:00:00,982.9364171103599,940.8320701841294,978.4400760938488,1003.1857279388337,,993.7084213360777,905.8380893435088,920.238876289338,927.5389320020536,1019.5150766638832
