Date,ZEC,ONG,BAND,RIF,TRX,HIVE,FUN,STRAX,TRU,BTC
2021-01-02 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
2021-01-08 00:00:00,1000.0,997.8598180845372,1002.1447721179624,1000.0,1000.0,1000.0,1000.0,1000.0,,997.8598180845372
2021-01-08 01:00:00,1000.0,997.8598180845372,915.0134048257372,1000.0,1000.0,913.0551096843232,1000.0,1000.0,,1092.8801640785232
2021-01-08 02:00:00,1000.0,997.8598180845372,966.4879356568364,1000.0,1000.0,964.4194756554307,1000.0,1000.0,,1034.6740638002773
2021-01-08 03:00:00,1000.0,997.8598180845372,985.5227882037534,1000.0,1000.0,983.4135901551633,1000.0,1000.0,,1014.6898803046789
2021-01-08 04:00:00,1000.0,997.8598180845372,985.5227882037534,1000.0,1000.0,948.6356340288926,1000.0,1000.0,,1051.889452904681
2021-01-08 05:00:00,1000.0,997.8598180845372,985.5227882037534,1000.0,1000.0,1000.0,1000.0,1000.0,,997.8598180845372
2021-01-08 06:00:00,1000.0,997.8598180845372,985.5227882037534,1000.0,1000.0,1087.2124130551097,1000.0,1000.0,,917.8149606299213
2021-01-08 07:00:00,1016.4862204724412,1014.3107550460688,985.5227882037534,1000.0,1016.4862204724412,1105.136436597111,1016.4862204724412,1016.4862204724412,,917.8149606299213
2021-01-08 08:00:00,1026.3287401574803,1024.1322099484755,985.5227882037534,1000.0,1026.3287401574803,1115.837346174425,1026.3287401574803,1026.3287401574803,,917.8149606299213
2021-01-08 09:00:00,1025.3444881889764,1023.150064458235,985.5227882037534,1000.0,1025.3444881889764,1114.7672552166935,1025.3444881889764,1025.3444881889764,,917.8149606299213
2021-01-08 10:00:00,1011.0728346456694,1008.908954849745,985.5227882037534,1000.0,1011.0728346456694,1099.250936329588,1011.0728346456694,1011.0728346456694,,917.8149606299213
2021-01-08 11:00:00,1087.5984251968505,1085.2707667159582,916.1794426989193,1000.0,1087.5984251968505,1182.4505082932048,1087.5984251968505,1087.5984251968505,,853.2356726760966
2021-01-08 12:00:00,1088.5826771653544,1086.252912206199,915.3510706892457,1000.0,1088.5826771653544,1183.5205992509364,1088.5826771653544,1088.5826771653544,,852.4642118508922
2021-01-08 13:00:00,1103.8385826771655,1101.4761673049295,902.7002088116859,1000.0,1103.8385826771655,1183.5205992509364,1103.8385826771655,1103.8385826771655,,840.6824951467559
2021-01-08 14:00:00,1050.6889763779525,1048.4403108319325,948.3637322550875,1000.0,1050.6889763779525,1183.5205992509364,1050.6889763779525,1050.6889763779525,,840.6824951467559
2021-01-08 15:00:00,1048.7204724409446,1046.4760198514512,950.143861269175,1000.0,1048.7204724409446,1183.5205992509364,1048.7204724409446,1048.7204724409446,,840.6824951467559
2021-01-08 16:00:00,1031.496062992126,1029.2884737722395,966.009813151055,1000.0,1031.496062992126,1183.5205992509364,1031.496062992126,1031.496062992126,,840.6824951467559
2021-01-08 17:00:00,998.2775590551183,996.1410634766162,998.1545813973928,1000.0,998.2775590551183,1183.5205992509364,998.2775590551183,998.2775590551183,,840.6824951467559
2021-01-08 18:00:00,998.2775590551183,990.7392632802922,1003.5968120766352,1000.0,992.8641732283465,1183.5205992509364,998.2775590551183,992.8641732283465,,840.6824951467559
2021-01-08 19:00:00,1046.5185634677582,945.0694979841005,1052.0948653492394,1000.0,947.0964566929135,1240.7133328078794,998.2775590551183,947.0964566929135,,840.6824951467559
2021-01-08 20:00:00,987.7513366325163,1001.2973273003798,993.0145014049099,1000.0,1003.4448818897639,1171.041102986152,998.2775590551183,1003.4448818897639,,840.6824951467559
2021-01-08 21:00:00,955.8732678660183,1034.6902739685631,960.9665725508358,1000.0,1036.909448818898,1133.2476549543255,998.2775590551183,1036.909448818898,,840.6824951467559
2021-01-08 22:00:00,938.7205664850621,1053.5965746556963,943.7224741853233,1000.0,1055.8562992125985,1133.2476549543255,1016.5185111308763,1055.8562992125985,,840.6824951467559
2021-01-08 23:00:00,938.7205664850621,1049.176919949613,947.6979023471151,1000.0,1051.4271653543308,1133.2476549543255,1012.2543924638156,1051.4271653543308,,840.6824951467559
2021-01-09 00:00:00,938.7205664850621,1063.6635659306633,934.7906594481125,1000.0,1065.9448818897636,1133.2476549543255,1026.2312258725133,1065.9448818897636,,840.6824951467559
2021-01-09 01:00:00,942.6210674538365,1068.0832206367463,930.9225601676375,1000.0,1070.3740157480315,1133.2476549543255,1030.4953445395738,1070.3740157480315,,840.6824951467559
2021-01-09 02:00:00,978.8090486641336,1109.0877948542952,896.5050114521192,1000.0,1111.4665354330712,1133.2476549543255,1070.0568899506334,1111.4665354330712,,872.956972546643
2021-01-09 03:00:00,953.4557923670993,1109.0877948542952,920.343894711187,1000.0,1082.6771653543308,1133.2476549543255,1042.3401186147414,1082.6771653543308,,850.345512332351
2021-01-09 04:00:00,941.5375949625105,1109.0877948542952,931.9938174290501,1000.0,1069.1437007874017,1133.2476549543255,1029.310867132057,1069.1437007874017,,839.7161934281964
2021-01-09 05:00:00,935.903538007614,1109.0877948542952,937.6043382100539,1000.0,1062.7460629921259,1133.2476549543255,1023.1515846129699,1062.7460629921259,,834.6914244916871
2021-01-09 06:00:00,998.9616370028017,1109.0877948542952,878.4193355161003,1000.0,1134.3503937007874,1133.2476549543255,1092.088169730445,1062.7460629921259,,890.9301845118495
2021-01-09 07:00:00,1001.3452764837197,1111.7342082476569,876.3283135098945,1000.0,1137.0570866141734,1135.9517166038913,1094.694020026982,1062.7460629921259,,893.0560482926803
2021-01-09 08:00:00,1050.318233091666,1166.1059743294509,835.4679465090206,1000.0,1192.6673228346458,1191.5078923131487,1148.232398846739,1062.7460629921259,,936.7328859715692
2021-01-09 09:00:00,1009.5796674177988,1120.8763636065423,835.4679465090206,1000.0,1146.4074803149606,1145.2930204842087,1103.696048324109,1021.5254605901207,,900.3999413537323
2021-01-09 10:00:00,990.7272460687223,1099.9456394954095,835.4679465090206,1000.0,1146.4074803149606,1123.9063510740077,1083.0861414333176,1002.4499690530226,,883.5862914507974
2021-01-09 11:00:00,990.7272460687223,1091.0440671722836,835.4679465090206,1000.0,1146.4074803149606,1114.8108709800142,1074.3210086176935,1002.4499690530226,,876.435658733457
2021-01-09 12:00:00,990.7272460687223,1125.4474412859852,835.4679465090206,1000.0,1111.3633867525323,1149.9636724243674,1108.1970624726728,1002.4499690530226,,904.0718878842584
2021-01-09 13:00:00,990.7272460687223,1131.702600215749,840.1114194909006,1000.0,1105.2206469448015,1156.3550908687953,1114.3563449917597,1002.4499690530226,,909.0966568207676
2021-01-09 14:00:00,990.7272460687223,1137.4765930739927,844.3977022434052,1000.0,1099.6103898537112,1156.3550908687953,1120.0418365478401,1002.4499690530226,,913.7349050698532
2021-01-09 15:00:00,990.7272460687223,1096.0963109232468,813.6793425171222,1000.0,1141.1233369684694,1156.3550908687953,1079.295813729264,1002.4499690530226,,880.4941259514069
2021-01-09 16:00:00,957.1147864904789,1096.0963109232468,842.2545608671529,1000.0,1102.408380667588,1156.3550908687953,1117.1990907698,1002.4499690530226,,911.4157809453105
2021-01-09 17:00:00,925.708230740176,1096.0963109232468,870.8297792171836,1000.0,1066.2341926227123,1156.3550908687953,1155.102367810336,1002.4499690530226,,942.3374359392143
2021-01-09 18:00:00,923.2467443422169,1096.0963109232468,873.1515157081235,1000.0,1063.399043409357,1156.3550908687953,1158.1820090698795,1002.4499690530226,,944.8498204074689
2021-01-09 19:00:00,926.088086394973,1096.0963109232468,870.4725889878082,1000.0,1066.6717117825906,1156.3550908687953,1154.6285768473294,1002.4499690530226,,941.9509152517904
2021-01-09 20:00:00,915.1973505857862,1096.0963109232468,880.8311056396943,1000.0,1054.1277216602484,1156.3550908687953,1168.3685147745236,1002.4499690530226,,953.1600151870806
2021-01-09 21:00:00,941.935169676356,1096.0963109232468,855.8277895834175,1000.0,1084.9244414082525,1156.3550908687953,1135.2031473640545,1002.4499690530226,,926.1035670674147
2021-01-09 22:00:00,967.3710529552287,1096.0963109232468,833.3248051327686,1000.0,1114.2215866327358,1156.3550908687953,1105.3543166946326,1002.4499690530226,,901.7527637597158
2021-01-09 23:00:00,942.3284620227763,1096.0963109232468,855.4705993540421,1000.0,1085.3774369996547,1126.4202200404593,1134.7293564010479,976.4992809188736,,925.717046379991
2021-01-10 00:00:00,933.1720763053748,1096.0963109232468,863.8645697443636,1000.0,1074.8310777813408,1115.4750576790987,1145.8634440317055,967.0108653300401,,934.8002825344503
2021-01-10 01:00:00,941.935169676356,1096.0963109232468,855.8277895834175,1000.0,1084.9244414082525,1125.9500947399415,1135.2031473640545,976.0917269618957,,934.8002825344503
2021-01-10 02:00:00,966.1287099933859,1124.2494695942207,834.3963758208944,1000.0,1112.7906513759303,1154.8700458034675,1106.7756895836524,1001.1625761133142,,934.8002825344503
2021-01-10 03:00:00,962.831342382487,1120.4124406877559,837.2538976558974,1000.0,1108.9927310640674,1150.9285098109642,1106.7756895836524,997.7456389934738,,934.8002825344503
2021-01-10 04:00:00,970.490933796839,1129.3256336151794,830.6458784124528,1000.0,1117.8150770217903,1160.0844665649968,1106.7756895836524,1005.6829833587195,,934.8002825344503
2021-01-10 05:00:00,959.7604365488195,1116.8389372622155,839.9328243762129,1000.0,1105.4556502718149,1147.2576768007227,1106.7756895836524,994.5633756328734,,934.8002825344503
