Date,ATM,AXS,TFUEL,ASR,OG,WING,KNC,PSG,KAVA,TRU
2021-01-01 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-01 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-02 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-03 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-04 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-05 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-06 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 00:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 01:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 02:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 03:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 04:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 05:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 06:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 07:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 08:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 09:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 10:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 11:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 12:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 13:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 14:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 15:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 16:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 17:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 18:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 19:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 20:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 21:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 22:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-07 23:00:00,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
2021-01-08 00:00:00,1000.0,990.047770700637,1000.0,1000.0,990.047770700637,990.047770700637,990.047770700637,1000.0,990.047770700637,
2021-01-08 01:00:00,1000.0,957.0063694267518,1000.0,1000.0,957.0063694267518,957.0063694267518,957.0063694267518,1000.0,957.0063694267518,
2021-01-08 02:00:00,1000.0,983.6783439490449,1000.0,1000.0,957.0063694267518,983.6783439490449,983.6783439490449,1000.0,983.6783439490449,
2021-01-08 03:00:00,1000.0,1019.5063694267521,1036.4225010117364,1000.0,957.0063694267518,1019.5063694267521,1019.5063694267521,1000.0,1019.5063694267521,
2021-01-08 04:00:00,969.9336196798124,988.8535031847135,1005.2610279239174,969.9336196798124,928.232651954725,988.8535031847135,988.8535031847135,969.9336196798124,988.8535031847135,
2021-01-08 05:00:00,999.609527528309,1019.108280254777,1036.01780655605,999.609527528309,956.6326847842575,1019.108280254777,1019.108280254777,999.609527528309,1019.108280254777,
2021-01-08 06:00:00,1053.104256149941,1073.6464968152866,1091.4609469850259,1053.104256149941,1007.8274808059151,1073.6464968152866,1073.6464968152866,948.8321803754063,1073.6464968152866,
2021-01-08 07:00:00,1060.5232331120656,1081.210191082803,1099.1501416430594,1060.5232331120656,1014.9274890132984,1081.210191082803,1081.210191082803,942.1945473020876,1081.210191082803,
2021-01-08 08:00:00,1109.3322920734086,1130.9713375796182,1149.736948603804,1109.3322920734086,1061.6380693250298,1130.9713375796182,1130.9713375796182,900.7393137882682,1130.9713375796182,
2021-01-08 09:00:00,1081.9992190550563,1103.1050955414014,1121.4083367057867,1081.9992190550563,1035.48014435046,1103.1050955414014,1103.1050955414014,900.7393137882682,1103.1050955414014,
2021-01-08 10:00:00,1076.5326044513859,1097.531847133758,1115.7426143261835,1076.5326044513859,1030.2485593555461,1097.531847133758,1097.531847133758,900.7393137882682,1097.531847133758,
2021-01-08 11:00:00,1061.3041780554468,1082.006369426752,1099.9595305544312,1061.3041780554468,1015.6748582982862,1082.006369426752,1082.006369426752,887.9976259980099,1082.006369426752,
2021-01-08 12:00:00,1072.2374072627877,1093.1528662420383,1111.2909753136378,1072.2374072627877,1026.1380282881137,1093.1528662420383,1093.1528662420383,897.1455044115285,1093.1528662420383,
2021-01-08 13:00:00,1088.246778602108,1109.4745222929937,1127.883447996762,1088.246778602108,1041.4590986303615,1109.4745222929937,1109.4745222929937,910.5406120884668,1109.4745222929937,
2021-01-08 14:00:00,1043.3424443576725,1063.6942675159237,1081.3435855928772,1043.3424443576725,998.485364743569,1063.6942675159237,1063.6942675159237,910.5406120884668,1063.6942675159237,
2021-01-08 15:00:00,1054.6661460367043,1075.2388535031848,1093.07972480777,1054.6661460367043,1009.3222193758907,1075.2388535031848,1063.6942675159237,910.5406120884668,1075.2388535031848,
2021-01-08 16:00:00,1050.7614213197967,1071.2579617834397,1089.0327802509103,1050.7614213197967,1005.5853729509521,1071.2579617834397,1063.6942675159237,910.5406120884668,1071.2579617834397,
2021-01-08 17:00:00,1030.456852791878,1050.5573248407647,1067.9886685552406,1030.456852791878,986.1537715412719,1071.2579617834397,1063.6942675159237,910.5406120884668,1050.5573248407647,
2021-01-08 18:00:00,1033.1901600937135,1053.3439490445865,1070.8215297450424,1033.1901600937135,988.7695640387291,1071.2579617834397,1063.6942675159237,910.5406120884668,1053.3439490445865,
2021-01-08 19:00:00,1020.6950409996094,1040.6050955414016,1057.8713071630918,1020.6950409996094,976.8116554789257,1071.2579617834397,1063.6942675159237,910.5406120884668,1040.6050955414016,
2021-01-08 20:00:00,1018.352206169465,1038.2165605095545,1055.4431404289762,1020.6950409996094,974.5695476239626,1071.2579617834397,1063.6942675159237,910.5406120884668,1038.2165605095545,
2021-01-08 21:00:00,1018.352206169465,1050.5573248407647,1067.9886685552406,1020.6950409996094,974.5695476239626,1071.2579617834397,1063.6942675159237,910.5406120884668,1050.5573248407647,
2021-01-08 22:00:00,1018.352206169465,1050.5573248407647,1080.1295022258194,1020.6950409996094,974.5695476239626,1071.2579617834397,1063.6942675159237,910.5406120884668,1062.5000000000002,
2021-01-08 23:00:00,1018.352206169465,1050.5573248407647,1050.1821125050585,1020.6950409996094,974.5695476239626,1071.2579617834397,1063.6942675159237,910.5406120884668,1033.0414012738859,
2021-01-09 00:00:00,1018.352206169465,1050.5573248407647,1050.1821125050585,1020.6950409996094,974.5695476239626,1089.735166925922,1063.6942675159237,910.5406120884668,1033.0414012738859,
2021-01-09 01:00:00,1010.823532271714,1050.5573248407647,1050.1821125050585,1020.6950409996094,974.5695476239626,1081.6787590770532,1055.8303799350667,910.5406120884668,1025.4041302138844,
2021-01-09 02:00:00,979.5688076690441,1050.5573248407647,1050.1821125050585,1020.6950409996094,974.5695476239626,1048.233186586737,1023.1840408873007,910.5406120884668,993.6985726431683,
2021-01-09 03:00:00,979.5688076690441,1046.2178090415728,1050.1821125050585,1020.6950409996094,974.5695476239626,1043.9032710582153,1018.9575953560352,910.5406120884668,989.5939221365687,
2021-01-09 04:00:00,979.5688076690441,1058.1382550238159,1050.1821125050585,1020.6950409996094,974.5695476239626,1055.7973455480537,1030.567442625568,910.5406120884668,1000.8692041966127,
2021-01-09 05:00:00,979.5688076690441,1079.456809561297,1050.1821125050585,1020.6950409996094,974.5695476239626,1077.0687372444888,1051.3305216711046,910.5406120884668,1021.0339460091753,
2021-01-09 06:00:00,979.5688076690441,1059.7482029203911,1050.1821125050585,1020.6950409996094,974.5695476239626,1057.4037317717866,1032.135441777528,910.5406120884668,1002.3920177442686,
2021-01-09 07:00:00,979.5688076690441,1038.8061243391899,1050.1821125050585,1020.6950409996094,974.5695476239626,1036.5079831573548,1011.7390292442658,910.5406120884668,982.5833760811639,
2021-01-09 08:00:00,979.5688076690441,1012.0152653387968,1050.1821125050585,1020.6950409996094,974.5695476239626,1009.7763933265625,1011.7390292442658,910.5406120884668,957.2425044132518,
2021-01-09 09:00:00,978.5013516490634,1012.0152653387968,1050.1821125050585,1019.5827688880952,973.5075393991636,1010.8779675738277,1010.6365166806144,909.5483774948362,958.2867689635208,
2021-01-09 10:00:00,961.7778740026976,1012.0152653387968,1050.1821125050585,1002.1571724743715,956.8694105439779,1028.455201934157,993.3638198500728,894.0033688612881,974.9495429706557,
2021-01-09 11:00:00,1001.6295654153142,1012.0152653387968,1050.1821125050585,1043.6819979709048,996.517717603144,987.5362027808263,1034.5242888930654,931.0467936901689,936.1593657725334,
2021-01-09 12:00:00,989.1759118488712,1012.0152653387968,1037.1247860618337,1030.7054900032379,984.1276216471543,987.5362027808263,1021.66164231713,919.4707234311434,947.9455448380153,
2021-01-09 13:00:00,986.3293624622559,1012.0152653387968,1034.1402543033826,1027.7394310392,981.295599714357,987.5362027808263,1018.7216088140593,916.8247645147949,950.6813184161912,
2021-01-09 14:00:00,993.0899172554675,1018.9518779078579,1041.2285172297045,1034.7838210787904,988.0216518047512,987.5362027808263,1018.7216088140593,923.1089169411229,944.2094642241785,
2021-01-09 15:00:00,979.5688076690441,1005.0786527697358,1027.0519913770606,1020.6950409996094,974.5695476239626,987.5362027808263,1018.7216088140593,910.5406120884668,957.2425044132518,
2021-01-09 16:00:00,1001.273746741987,1027.3488299651424,1049.809046035252,1043.3112406004,996.1637148615442,1009.4176805758248,1018.7216088140593,930.7160488256252,936.4920450069943,
2021-01-09 17:00:00,1020.4879551016417,1047.063413056158,1069.9546354047986,1063.3321386076573,1015.2798629079281,1028.7881691156595,1018.7216088140593,948.5762715109785,918.8593495989127,
2021-01-09 18:00:00,1009.8133949018334,1036.1108668944826,1058.7626413106059,1052.2094174925141,1004.6597806599367,1018.0267865935289,1018.7216088140593,938.6539255746709,918.8593495989127,
2021-01-09 19:00:00,1003.4086587819484,1029.5393391974771,1052.0474448540904,1045.5357848234285,998.2877313111422,1011.5699570802506,1018.7216088140593,932.7005180128865,918.8593495989127,
