Date,KAVA,KNC,YFI,CKB,ZRX,CTK,KMD,BTC,NEO,OG
2021-01-01 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-01 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,968.2299546142207,968.2299546142207,1000.0,,968.2299546142207,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 01:00:00,942.5113464447805,942.5113464447805,1027.2873194221509,,942.5113464447805,1000.0,1000.0,1027.2873194221509,1000.0,1000.0
2021-01-08 02:00:00,945.5370650529501,945.5370650529501,1027.2873194221509,,945.5370650529501,1000.0,1000.0,1023.9999999999998,1000.0,1000.0
2021-01-08 03:00:00,965.2042360060514,965.2042360060514,1027.2873194221509,,965.2042360060514,1000.0,1000.0,1003.1347962382445,1000.0,1000.0
2021-01-08 04:00:00,975.7942511346445,975.7942511346445,1027.2873194221509,,975.7942511346445,1000.0,1000.0,992.2480620155037,1000.0,1000.0
2021-01-08 05:00:00,968.2299546142207,968.2299546142207,1019.323851829731,,968.2299546142207,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 06:00:00,972.7685325264748,972.7685325264748,1024.1019323851826,,972.7685325264748,1000.0,1000.0,995.3343701399691,1000.0,1000.0
2021-01-08 07:00:00,990.9228441754918,972.7685325264748,1005.3397595781253,,972.7685325264748,1000.0,1000.0,977.099236641221,1000.0,981.6793893129766
2021-01-08 08:00:00,995.4614220877459,968.3334176365365,1000.7561436529973,,972.7685325264748,1000.0,1000.0,972.6443768996959,1000.0,977.203647416413
2021-01-08 09:00:00,992.4357034795764,971.2856536659162,1003.8072294568175,,972.7685325264748,1000.0,1000.0,975.6097560975608,1000.0,977.203647416413
2021-01-08 10:00:00,983.3585476550679,980.2513673920633,1013.0731423441113,,972.7685325264748,1000.0,1000.0,984.6153846153845,1000.0,977.203647416413
2021-01-08 11:00:00,980.3328290468984,983.2768345753723,1016.1999113019635,,972.7685325264748,1000.0,1000.0,987.6543209876545,1000.0,977.203647416413
2021-01-08 12:00:00,981.8456883509833,981.7617701153176,1014.6341179101269,,972.7685325264748,1000.0,1000.0,986.1325115562403,1000.0,977.203647416413
2021-01-08 13:00:00,972.8516820454778,972.7685325264748,1005.3397595781253,,972.7685325264748,1000.0,1000.0,977.099236641221,1000.0,977.203647416413
2021-01-08 14:00:00,974.3392228437126,974.2559461847721,1006.87697633589,,972.7685325264748,1000.0,1000.0,978.5932721712536,1000.0,977.203647416413
2021-01-08 15:00:00,974.3392228437126,975.7479154744887,1008.4189012613665,,972.7685325264748,1000.0,1000.0,980.0918836140887,1000.0,977.203647416413
2021-01-08 16:00:00,974.3392228437126,966.8640194307148,999.237545559442,,972.7685325264748,1000.0,1000.0,971.1684370257966,1000.0,977.203647416413
2021-01-08 17:00:00,974.3392228437126,974.2559461847721,1006.87697633589,,972.7685325264748,1000.0,1000.0,978.5932721712536,1000.0,977.203647416413
2021-01-08 18:00:00,974.3392228437126,972.7685325264748,1005.3397595781253,,972.7685325264748,1000.0,1000.0,977.099236641221,1001.5290519877675,977.203647416413
2021-01-08 19:00:00,960.9513556596003,972.7685325264748,1019.3460410583161,,972.7685325264748,1000.0,1000.0,990.7120743034054,987.7675840978592,977.203647416413
2021-01-08 20:00:00,957.9762740631307,972.7685325264748,1019.3460410583161,,969.7568652431108,1000.0,1000.0,990.7120743034054,984.7094801223238,977.203647416413
2021-01-08 21:00:00,971.364141247243,972.7685325264748,1019.3460410583161,,983.3093680182476,1000.0,1000.0,990.7120743034054,998.4709480122323,977.203647416413
2021-01-08 22:00:00,980.289386036651,972.7685325264748,1019.3460410583161,,992.3443698683387,1000.0,1000.0,990.7120743034054,1007.6452599388377,977.203647416413
2021-01-08 23:00:00,975.8267636419471,972.7685325264748,1019.3460410583161,,987.8268689432933,1000.0,1000.0,990.7120743034054,1003.0581039755351,977.203647416413
2021-01-09 00:00:00,1011.5277427995793,972.7685325264748,1019.3460410583161,,1023.9668763436575,1000.0,1000.0,990.7120743034054,1039.755351681957,977.203647416413
2021-01-09 01:00:00,1002.6024980101711,964.1852807688881,1019.3460410583161,,1014.9318744935665,991.1764705882352,991.1764705882352,981.9704971771988,1030.5810397553514,968.5812622921504
2021-01-09 02:00:00,989.2146308260592,951.3104031325084,1019.3460410583161,,1001.3793717184301,977.9411764705883,977.9411764705883,968.8581314878893,1016.8195718654433,955.6476846057569
2021-01-09 03:00:00,989.2146308260592,948.4578981755893,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,971.7719905299581,1016.8195718654433,958.5218129805111
2021-01-09 04:00:00,989.2146308260592,948.4578981755893,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,971.7719905299581,1016.8195718654433,958.5218129805111
2021-01-09 05:00:00,984.7853115835546,948.4578981755893,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,976.1427790930611,1016.8195718654433,962.833005542642
2021-01-09 06:00:00,971.732192578765,961.198377404814,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,989.2551447823712,1030.4783422337853,975.7665832290361
2021-01-09 07:00:00,960.4165338587798,972.5232478307906,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,1000.910580950646,1042.6194714500887,987.2630967280522
2021-01-09 08:00:00,949.3613795122038,983.848118256768,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,1012.5660171189216,1054.7606006663927,998.7596102270691
2021-01-09 09:00:00,941.2356045092462,992.3417710762511,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,1021.3075942451281,1063.8664475786209,1007.3819953513316
2021-01-09 10:00:00,941.2356045092462,983.848118256768,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,1012.5660171189216,1054.7606006663927,998.7596102270691
2021-01-09 11:00:00,941.2356045092462,996.5885974859928,1016.2895311900753,,1001.3793717184301,977.9411764705883,977.9411764705883,1025.6783828082316,1068.419371034735,1011.693187913463
2021-01-09 12:00:00,941.2356045092462,1037.64125278016,1016.2895311900753,,1001.3793717184301,1018.2256851604279,977.9411764705883,1067.9293389182299,1112.430964443836,1053.3680493473983
2021-01-09 13:00:00,938.6674309635181,1034.8100351736655,1013.5165720326671,,998.6470951243822,1015.4474431818181,977.9411764705883,1065.015479876161,1109.3956821397599,1050.493920972644
2021-01-09 14:00:00,927.1106500077431,1022.0695559444413,1001.0382558243305,,998.6470951243822,1002.9453542780749,977.9411764705883,1051.903114186851,1095.7369117714184,1037.5603432862504
2021-01-09 15:00:00,930.9629103263346,1022.0695559444413,1005.1976945604426,,994.5147623169712,1007.1127172459891,977.9411764705883,1056.2739027499542,1100.2898352275322,1041.8715358483814
2021-01-09 16:00:00,951.5082986921574,1022.0695559444413,1027.3813678197077,,973.0407593519623,1029.3386530748662,999.5233265720084,1079.584775086505,1124.5720936601397,1064.8645628464149
2021-01-09 17:00:00,956.6446457836126,1022.0695559444413,1032.9272861345235,,967.8163794359789,1034.8951370320851,1004.918864097363,1085.4124931706424,1130.6426582682914,1070.6128195959227
2021-01-09 18:00:00,969.4855135122519,1022.0695559444413,1046.7920819215647,,954.997619443449,1048.7863469251336,1018.4077079107508,1099.981788380987,1145.8190697886714,1084.9834614696938
2021-01-09 19:00:00,981.042294468027,1034.253166545103,1059.2703981299007,,943.7476474866547,1061.2884358288766,1030.547667342799,1113.0941540702963,1159.477840157013,1097.9170391560872
2021-01-09 20:00:00,928.3947367806069,978.7500515865313,1002.4247354030347,,997.2658404976542,1004.3344752673795,975.2434077079109,1053.3600437078856,1097.2545529234562,1038.9974074736274
2021-01-09 21:00:00,923.2583896891514,973.3351135417927,996.8788170882186,,1002.8139119329678,998.7779913101606,975.2434077079109,1047.5323256237482,1097.2545529234562,1033.2491507241193
2021-01-09 22:00:00,923.2583896891514,984.1649896312698,1007.9706537178505,,991.7788207425092,1009.8909592245986,975.2434077079109,1059.187761792023,1097.2545529234562,1044.7456642231355
2021-01-09 23:00:00,923.2583896891514,990.9336621871935,1014.9030516113713,,985.0043752456339,1016.836564171123,975.2434077079109,1066.4724093971954,1097.2545529234562,1051.9309851600212
