Date,AXS,PAXG,CKB,RIF,STRAX,SUN,OXT,CELO,1INCH,KNC
2021-01-02 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,967.5791556728233,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,967.5791556728233,967.5791556728233
2021-01-08 01:00:00,939.4459102902377,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,939.4459102902377,939.4459102902377
2021-01-08 02:00:00,948.0211081794197,1000.0,,1000.0,1009.127931470299,1000.0,1009.127931470299,1000.0,948.0211081794197,948.0211081794197
2021-01-08 03:00:00,955.1121372031663,1000.0,,1000.0,1009.127931470299,1000.0,1016.6760286476617,1000.0,955.1121372031663,955.1121372031663
2021-01-08 04:00:00,968.1728232189972,1000.0,,1000.0,1009.127931470299,1000.0,1030.5785704255018,1000.0,968.1728232189972,968.1728232189972
2021-01-08 05:00:00,947.9551451187335,1000.0,,1000.0,1009.127931470299,1000.0,1009.057716612835,1000.0,947.9551451187335,947.9551451187335
2021-01-08 06:00:00,972.3944591029024,1000.0,,1000.0,1009.127931470299,1000.0,1035.0723213031874,1000.0,972.3944591029024,947.9551451187335
2021-01-08 07:00:00,968.7994722955143,1000.0,,1000.0,1009.127931470299,1000.0,1031.245611571408,1000.0,968.7994722955143,947.9551451187335
2021-01-08 08:00:00,975.0000000000003,1000.0,,1000.0,1009.127931470299,1000.0,1037.8458081730096,1000.0,975.0000000000003,941.9266095906119
2021-01-08 09:00:00,1096.9986807387866,1125.1268520397807,,1000.0,1009.127931470299,1000.0,1167.7081870523803,1000.0,1096.9986807387866,837.1736999103354
2021-01-08 10:00:00,1112.9947229551453,1141.533049184764,,1000.0,1023.8426738641864,1014.5816421634945,1184.735289987361,1000.0,1112.9947229551453,849.3810672311168
2021-01-08 11:00:00,1088.390501319261,1116.2979500710364,,1000.0,1001.2092762851341,992.1529719491291,1158.5451481533487,1000.0,1088.390501319261,830.6043744036878
2021-01-08 12:00:00,1104.881266490765,1133.2115553751432,,1000.0,1016.3791138046059,1007.1855927362373,1176.0988625193086,1000.0,1104.881266490765,843.18928916738
2021-01-08 13:00:00,1107.5857519788926,1135.9853866450176,,1000.0,1018.8669671578001,1009.6509425453237,1178.9776716753267,1000.0,1107.5857519788926,845.2532151886262
2021-01-08 14:00:00,1084.5316622691294,1112.340166429876,,1000.0,997.6595343055782,988.6353386849462,1154.4375789917144,1000.0,1084.5316622691294,827.659504348984
2021-01-08 15:00:00,1107.321899736148,1135.7147689601513,,1000.0,1018.6242497574882,1009.4104206127297,1178.6968122454714,1000.0,1107.321899736148,845.0518565524068
2021-01-08 16:00:00,1141.1609498680743,1170.4214870441785,,1000.0,1049.7527563474446,1040.2573584678753,1214.717034124421,1000.0,1141.1609498680743,870.8761016475034
2021-01-08 17:00:00,1108.4432717678098,1136.86489412083,,1000.0,1019.655798708812,1010.4326388262525,1179.8904648223559,1000.0,1108.4432717678098,845.9076307563374
2021-01-08 18:00:00,1109.1688654353563,1137.6090927542114,,1000.0,1020.323271559669,1011.0940741408856,1180.6628282544584,1000.0,1109.1688654353563,846.4613670059402
2021-01-08 19:00:00,1080.211081794195,1107.9088018401994,,1000.0,993.6850368754762,984.6967920387235,1149.8385058278325,1000.0,1080.211081794195,824.3622566808963
2021-01-08 20:00:00,1075.395778364116,1102.9700290914009,,1000.0,989.2554443197907,980.3072667688882,1144.7128212329726,1000.0,1075.395778364116,820.6874615698985
2021-01-08 21:00:00,1129.6174142480213,1158.5819633313035,,1000.0,1039.133870083814,1029.7345239168997,1202.4294340682488,1000.0,1129.6174142480213,862.0666613129187
2021-01-08 22:00:00,1110.8839050131926,1139.3681077058382,,1000.0,1021.9009346616939,1012.6574667027448,1182.4884145485182,1000.0,1110.8839050131926,847.7701981413641
2021-01-08 23:00:00,1153.924802110818,1183.5126175495568,,1000.0,1061.4942105875155,1051.8926069570969,1228.3036090436733,1000.0,1153.924802110818,880.6168256746009
2021-01-09 00:00:00,1169.3601583113464,1199.343752114201,,1000.0,1075.6931785057413,1065.9631400138303,1244.7338856902127,1000.0,1169.3601583113464,892.3963058934173
2021-01-09 01:00:00,1129.8482849604227,1158.8187538055615,,1000.0,1039.346247809087,1029.9449806079194,1202.6751860693726,1000.0,1129.8482849604227,862.2428501196107
2021-01-09 02:00:00,1170.8773087071243,1200.8998038021782,,1000.0,1077.0888035575324,1067.346141126244,1246.3488274118804,1000.0,1170.8773087071243,893.5541180516766
2021-01-09 03:00:00,1204.650395778364,1235.5388674649882,,1000.0,1108.1566307974101,1098.132948498241,1282.2988344333658,1000.0,1204.650395778364,919.3280234877182
2021-01-09 04:00:00,1205.2770448548818,1236.181584466545,,1000.0,1108.7330846231505,1098.7041880881513,1282.9658755792727,1000.0,1205.2770448548818,919.8062502487388
2021-01-09 05:00:00,1189.3139841688655,1219.8092145321696,,1000.0,1094.0486819043017,1084.1526111662306,1265.9738800730233,1000.0,1189.3139841688655,907.6240527574846
2021-01-09 06:00:00,1169.0963060686013,1199.0731344293342,,1000.0,1075.4504611054288,1065.7226180812359,1244.4530262603562,1000.0,1169.0963060686013,892.1949472571976
2021-01-09 07:00:00,1187.0052770448551,1217.4413097895945,,1000.0,1091.9249046515756,1082.0480442560354,1263.5163600617889,1000.0,1187.0052770448551,905.8621646905676
2021-01-09 08:00:00,1160.9828496042223,1190.7516406197146,,1000.0,1067.9869010458497,1058.3265686539796,1235.8165987923048,1000.0,1160.9828496042223,886.0031691934616
2021-01-09 09:00:00,1162.8298153034302,1192.6459644137742,,1000.0,1067.9869010458497,1058.3265686539796,1237.7826148012919,1000.0,1162.8298153034302,887.4126796469948
2021-01-09 10:00:00,1141.457783641161,1170.725931939652,,1000.0,1067.9869010458497,1058.3265686539796,1215.033000983008,1000.0,1141.457783641161,871.1026301132496
2021-01-09 11:00:00,1141.457783641161,1153.54170895068,,1000.0,1083.8966205769857,1058.3265686539796,1197.1984271871931,1000.0,1141.457783641161,858.3163567133386
2021-01-09 12:00:00,1145.1854039407838,1153.54170895068,,1000.0,1087.43626532203,1061.7827101403166,1197.1984271871931,1000.0,1141.457783641161,858.3163567133386
2021-01-09 13:00:00,1176.3327857342774,1153.54170895068,,1000.0,1117.0129543153762,1090.6616596454928,1197.1984271871931,1000.0,1141.457783641161,881.6613165514167
2021-01-09 14:00:00,1167.5820949051313,1153.54170895068,,1000.0,1108.7035412530993,1082.5482727718934,1188.2925177162472,1000.0,1132.9665265068704,875.1026745661527
2021-01-09 15:00:00,1185.3961043928261,1153.54170895068,,1000.0,1125.619230084837,1099.0649059801244,1206.4225098402476,1000.0,1150.2524000574356,888.4542730665521
2021-01-09 16:00:00,1197.503518841632,1153.54170895068,,1000.0,1137.1160947022245,1110.2905496898745,1218.7446840678122,1000.0,1162.000863272913,897.5287791012578
2021-01-09 17:00:00,1156.378357147656,1153.54170895068,,1000.0,1098.0647829326463,1072.1604918947555,1176.8900494823158,1000.0,1122.0949484770515,866.7054741298946
2021-01-09 18:00:00,1148.1241152684795,1153.54170895068,,1000.0,1090.2267840101413,1064.5073980966101,1168.4893949097202,1000.0,1114.0854219592968,860.5189205877473
2021-01-09 19:00:00,1162.8036409244883,1153.54170895068,,1000.0,1104.1660540192922,1078.1178287578598,1183.4293041261906,1000.0,1128.3297404237799,871.5212237396977
2021-01-09 20:00:00,1162.2481227776796,1153.54170895068,,1000.0,1103.6385494101646,1077.6027684353821,1182.8639322690947,1000.0,1127.7906918481397,871.1048629388908
2021-01-09 21:00:00,1159.1677153051587,1153.54170895068,,1000.0,1100.7134799968967,1074.7467039210646,1179.7288849203162,1000.0,1124.8016099072665,868.7960978167473
2021-01-09 22:00:00,1171.7647093514934,1153.54170895068,,1000.0,1112.675235807695,1086.4262716418125,1192.5493228460894,1000.0,1137.0251380440723,878.2375437155359
2021-01-09 23:00:00,1152.7824403230243,1153.54170895068,,1000.0,1094.650200150915,1068.8264620526375,1173.2303487420547,1000.0,1118.6056406055209,864.0103347949528
2021-01-10 00:00:00,1171.0596552226975,1153.54170895068,,1000.0,1112.0057359817022,1085.7725658915538,1191.8317625567622,1000.0,1136.3409868132624,877.7091057097499
2021-01-10 01:00:00,1159.7548455128342,1153.54170895068,,1000.0,1101.2710025413644,1075.2910740300144,1180.326429568997,1000.0,1125.3713333339103,869.2361518543155
2021-01-10 02:00:00,1161.6237989778047,1153.54170895068,,1000.0,1103.0457088631656,1077.0239135059053,1182.2285342930031,1000.0,1127.1848775160715,870.6369323073321
2021-01-10 03:00:00,1154.8002456447405,1153.54170895068,,1000.0,1096.5662520632454,1070.6973126552164,1175.2839456381241,1000.0,1120.563623600025,865.522679701142
2021-01-10 04:00:00,1151.6909840803378,1153.54170895068,,1000.0,1093.613783605415,1067.8144954633224,1172.119532387249,1000.0,1117.5465430110075,863.1922884397417
2021-01-10 05:00:00,1146.8724773113508,1153.54170895068,,1000.0,1089.0382633557986,1063.3469156649785,1167.215555557579,1000.0,1112.8708915935779,859.5808180520444
2021-01-10 06:00:00,1140.4544806758443,1153.54170895068,,1000.0,1082.9439119362398,1057.396335228073,1160.6837173134168,1000.0,1106.6431707446611,854.7705301540061
2021-01-10 07:00:00,1117.1177786691321,1153.54170895068,,1000.0,1060.7840276172597,1035.759221606858,1136.9330718523772,1000.0,1083.9983371796013,837.2796741099294
2021-01-10 08:00:00,1121.1074850215218,1153.54170895068,,1000.0,1064.5725420016072,1039.4583616840255,1140.9935471089927,1000.0,1087.8697598123856,840.269958660322
2021-01-10 09:00:00,1152.5776347254307,1153.54170895068,,1000.0,1094.4557224415432,1068.6365722394103,1173.0219103287998,1000.0,1118.406906925442,840.269958660322
2021-01-10 10:00:00,1152.5776347254307,1153.54170895068,,1000.0,1163.423313134901,1068.6365722394103,1173.0219103287998,1000.0,1188.883791648915,840.269958660322
2021-01-10 11:00:00,1152.5776347254307,1137.04260163703,,1000.0,1146.7828692344578,1068.6365722394103,1173.0219103287998,1000.0,1171.8791865187566,840.269958660322
2021-01-10 12:00:00,1152.5776347254307,1111.2195298169531,,1000.0,1146.7828692344578,1068.6365722394103,1173.0219103287998,1000.0,1145.2649502936943,840.269958660322
