Date,CHZ,UTK,TRU,TRX,STORJ,BTC,RIF,STRAX,EGLD,NEO
2021-01-02 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-02 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-03 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-04 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-05 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-06 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 00:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 01:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 02:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 03:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 04:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 05:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 06:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 07:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 08:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 09:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 10:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 11:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 12:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0
2021-01-07 13:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 14:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 15:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 16:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 17:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 18:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 19:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 20:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 21:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 22:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-07 23:00:00,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2021-01-08 00:00:00,1036.6533577928851,1000.0,,1036.6533577928851,1000.0,964.6426092990978,1000.0,1000.0,1036.6533577928851,1000.0
2021-01-08 01:00:00,971.907485342254,937.5433726578765,,971.907485342254,937.5433726578765,1028.9045151739451,1000.0,937.5433726578765,971.907485342254,937.5433726578765
2021-01-08 02:00:00,962.879033128305,928.8341429562804,,962.879033128305,928.8341429562804,1038.5520564832452,1000.0,928.8341429562804,962.879033128305,928.8341429562804
2021-01-08 03:00:00,959.0302507104063,925.1214434420543,,959.0302507104063,925.1214434420543,1042.7199759957991,1000.0,928.8341429562804,959.0302507104063,928.8341429562804
2021-01-08 04:00:00,966.7997554044822,932.6162387231092,,966.7997554044822,925.1214434420543,1034.340352704814,1000.0,928.8341429562804,959.0302507104063,928.8341429562804
2021-01-08 05:00:00,969.6413798064821,935.3573907009024,,969.6413798064821,925.1214434420543,1031.309121934933,1000.0,928.8341429562804,959.0302507104063,928.8341429562804
2021-01-08 06:00:00,986.8709758641776,951.9777931991672,,986.8709758641776,925.1214434420543,1013.3036885843418,1000.0,928.8341429562804,959.0302507104063,928.8341429562804
2021-01-08 07:00:00,986.8709758641776,942.64399722415,,977.1950649257221,925.1214434420543,1023.3371369676445,1000.0,928.8341429562804,959.0302507104063,928.8341429562804
2021-01-08 08:00:00,986.8709758641776,939.521165857044,,973.957771303191,925.1214434420543,1026.7385604018166,1000.0,928.8341429562804,962.2179274310153,928.8341429562804
2021-01-08 09:00:00,984.2175106252062,939.521165857044,,973.957771303191,922.6340082534259,1023.9779005524861,1000.0,928.8341429562804,959.6307484732821,928.8341429562804
2021-01-08 10:00:00,974.3128933666719,939.521165857044,,973.957771303191,913.3491330883292,1013.6731568584554,1000.0,928.8341429562804,949.973558705229,919.4868730862325
2021-01-08 11:00:00,965.4769452424158,939.521165857044,,973.957771303191,905.0660593301482,1004.4802543628282,1000.0,928.8341429562804,941.3583416211876,911.1481367656542
2021-01-08 12:00:00,965.4769452424158,939.521165857044,,973.957771303191,911.1233159015208,1011.2028516349613,1000.0,928.8341429562804,947.6584883806644,917.2460983255014
2021-01-08 13:00:00,965.4769452424158,939.521165857044,,973.957771303191,918.4729704865806,1019.3598064019358,1000.0,928.8341429562804,955.3028570765816,917.2460983255014
2021-01-08 14:00:00,965.4769452424158,939.521165857044,,973.957771303191,921.8869911703414,1023.1488296776092,1000.0,928.8341429562804,958.8537767205069,917.2460983255014
2021-01-08 15:00:00,965.4769452424158,939.521165857044,,973.957771303191,911.5875149780018,1011.7180392299572,1000.0,928.8341429562804,948.1413013955968,917.2460983255014
2021-01-08 16:00:00,965.4769452424158,939.521165857044,,973.957771303191,915.8201712518469,1016.4156186019304,1000.0,928.8341429562804,952.5436831328464,917.2460983255014
2021-01-08 17:00:00,965.4769452424158,939.521165857044,,973.957771303191,927.244616845475,1029.0949472515265,1000.0,928.8341429562804,964.4262380547697,917.2460983255014
2021-01-08 18:00:00,965.4769452424158,939.521165857044,,973.957771303191,930.3785961996921,1032.5731689199224,1000.0,928.8341429562804,964.4262380547697,917.2460983255014
2021-01-08 19:00:00,965.4769452424158,939.521165857044,,973.957771303191,934.5438488315367,1037.1959409043425,1000.0,928.8341429562804,964.4262380547697,917.2460983255014
2021-01-08 20:00:00,965.4769452424158,939.521165857044,,973.957771303191,943.2002908381849,1037.1959409043425,1000.0,928.8341429562804,964.4262380547697,908.8278570112171
2021-01-08 21:00:00,965.4769452424158,939.521165857044,,973.957771303191,930.9664148392801,1023.7428846968269,1000.0,928.8341429562804,964.4262380547697,920.7708091196937
2021-01-08 22:00:00,965.4769452424158,939.521165857044,,973.957771303191,943.6622084792056,1037.7038914498974,1000.0,928.8341429562804,964.4262380547697,908.3829906002996
2021-01-08 23:00:00,965.4769452424158,939.521165857044,,973.957771303191,947.302247251844,1041.7066822424658,1000.0,928.8341429562804,964.4262380547697,908.3829906002996
2021-01-09 00:00:00,965.4769452424158,939.521165857044,,973.957771303191,945.3003254492818,1039.5052567469538,1000.0,928.8341429562804,964.4262380547697,908.3829906002996
2021-01-09 01:00:00,965.4769452424158,939.521165857044,,973.957771303191,938.2191589228254,1031.718408874397,1000.0,928.8341429562804,964.4262380547697,908.3829906002996
2021-01-09 02:00:00,965.4769452424158,939.521165857044,,973.957771303191,935.521113089353,1028.7514863511176,1000.0,928.8341429562804,964.4262380547697,908.3829906002996
2021-01-09 03:00:00,965.4769452424158,939.521165857044,,948.9717726579906,911.5211718671269,1002.3598049029339,1000.0,928.8341429562804,964.4262380547697,885.079253168139
2021-01-09 04:00:00,965.4769452424158,939.521165857044,,972.2149300780734,911.5211718671269,1002.3598049029339,1000.0,928.8341429562804,941.3692882202664,906.7574916609614
2021-01-09 05:00:00,965.4769452424158,939.521165857044,,981.8785122143915,911.5211718671269,1002.3598049029339,1000.0,928.8341429562804,932.1043951360824,915.7704426322902
2021-01-09 06:00:00,965.4769452424158,939.521165857044,,962.8107983613027,911.5211718671269,1002.3598049029339,1000.0,910.7965309354948,950.5639927204791,897.9865227908747
2021-01-09 07:00:00,965.4769452424158,939.521165857044,,958.4935785215467,911.5211718671269,1002.3598049029339,1000.0,906.7125417861956,954.8454963427157,897.9865227908747
2021-01-09 08:00:00,965.4769452424158,935.9644663538365,,962.1358894821708,911.5211718671269,1002.3598049029339,1000.0,910.1580828968386,951.2307842682047,897.9865227908747
2021-01-09 09:00:00,965.4769452424158,944.6662942645971,,953.2731397599971,911.5211718671269,1002.3598049029339,1000.0,901.7741286295576,960.0745458485621,897.9865227908747
2021-01-09 10:00:00,965.4769452424158,932.5458911031807,,965.6629372885373,923.3683144030581,1002.3598049029339,1000.0,913.4945877552693,947.7564493616359,897.9865227908747
2021-01-09 11:00:00,965.4769452424158,942.3872440974933,,955.5785161560309,913.7255761521742,1002.3598049029339,1000.0,903.9549608632444,947.7564493616359,897.9865227908747
2021-01-09 12:00:00,965.4769452424158,937.4147710056301,,960.6473379899892,918.5723910107557,1002.3598049029339,1000.0,908.7499479470588,947.7564493616359,897.9865227908747
2021-01-09 13:00:00,965.4769452424158,937.4147710056301,,948.3850928945463,906.847214298094,1002.3598049029339,1000.0,897.1501504443524,947.7564493616359,897.9865227908747
2021-01-09 14:00:00,965.4769452424158,937.4147710056301,,947.5925033397854,906.0893390054498,1002.3598049029339,1000.0,896.4003792347225,947.7564493616359,897.9865227908747
2021-01-09 15:00:00,965.4769452424158,937.4147710056301,,954.1450784580068,912.3549209267156,1002.3598049029339,1000.0,902.5989622756772,947.7564493616359,897.9865227908747
2021-01-09 16:00:00,965.4769452424158,937.4147710056301,,948.2126780501852,906.6823509714937,1002.3598049029339,1000.0,896.9870500279536,947.7564493616359,897.9865227908747
2021-01-09 17:00:00,965.4769452424158,937.4147710056301,,947.1795040284107,905.6944284592665,1002.3598049029339,1000.0,896.0096915308467,948.7902527096654,897.9865227908747
2021-01-09 18:00:00,965.4769452424158,937.4147710056301,,921.5411599142811,881.1790062818118,1002.3598049029339,1000.0,871.7564167256372,975.1866981960126,897.9865227908747
2021-01-09 19:00:00,965.4769452424158,937.4147710056301,,921.6714360987537,881.3035765601338,1002.3598049029339,1000.0,871.8796549538365,975.0488577496088,897.9865227908747
2021-01-09 20:00:00,965.4769452424158,937.4147710056301,,920.5327668342477,880.2147793423575,1002.3598049029339,1000.0,870.8025004207132,976.254961655643,897.9865227908747
2021-01-09 21:00:00,965.4769452424158,937.4147710056301,,929.7548320586915,889.0329316114295,1002.3598049029339,1000.0,879.5263587621236,966.5716702957687,897.9865227908747
2021-01-09 22:00:00,965.4769452424158,937.4147710056301,,926.2215259416905,889.0329316114295,1002.3598049029339,1000.0,876.1839336879814,970.2589022370731,897.9865227908747
2021-01-09 23:00:00,965.4769452424158,937.4147710056301,,921.2807179995845,889.0329316114295,1007.7354381796899,1000.0,871.5100447563784,975.4623790888205,897.9865227908747
2021-01-10 00:00:00,965.4769452424158,937.4147710056301,,865.2806425035416,834.9930387579129,1072.9550419082796,1000.0,818.5352810948873,1038.593303541808,843.4023856346028
2021-01-10 01:00:00,961.0241997834195,933.0914472998078,,865.2806425035416,838.8618398374912,1068.0066112760342,1000.0,822.3278278972936,1033.8033480292725,843.4023856346028
2021-01-10 02:00:00,919.0594763928768,892.3464541010496,,865.2806425035416,877.1646983312908,1021.3703225836474,1000.0,859.8757349919415,988.6606018319943,843.4023856346028
2021-01-10 03:00:00,919.0594763928768,899.3757430040415,,865.2806425035416,870.309005226336,1029.4159723885937,1000.0,853.1551679664823,996.4485870538149,843.4023856346028
2021-01-10 04:00:00,919.0594763928768,940.3695605887465,,865.2806425035416,832.3693588385504,1076.3370628439875,1000.0,815.9633140477212,1041.867014143901,843.4023856346028
2021-01-10 05:00:00,902.7356377071925,923.6672236820796,,865.2806425035416,847.420789814619,1057.219744502146,1000.0,815.9633140477212,1023.3619342141767,843.4023856346028
2021-01-10 06:00:00,890.3635663010966,911.0082830470456,,865.2806425035416,859.1961486898169,1042.730454809168,1000.0,815.9633140477212,1009.3366687925795,843.4023856346028
